material_id,plant,supplier_id,valid_from,valid_to,fixed_vendor_flag,quota_percent,source_status
M500089,KCH1,S100023,2026-02-01,2028-10-28,N,10,VALID
M500089,MTY1,S100046,2025-01-21,2026-10-16,Y,21,VALID
M500089,MTY1,S100030,2024-11-13,2027-03-04,N,19,VALID
M500089,MTY1,S100043,2024-12-18,2027-11-07,N,60,VALID
M500089,DAL1,S100010,2025-12-10,2028-08-18,Y,70,VALID
M500089,DAL1,S100031,2024-12-17,2028-08-03,N,30,VALID
M500090,MTY1,S100047,2024-12-28,2028-07-13,N,13,VALID
M500090,MTY1,S100033,2025-06-23,2027-02-22,N,53,VALID
M500090,MTY1,S100031,2025-02-27,2028-11-10,N,10,VALID
M500090,MTY1,S100039,2025-07-28,2028-04-08,N,24,VALID
M500090,AUS1,S100017,2024-03-21,2028-06-27,N,22,VALID
M500090,AUS1,S100050,2024-10-31,2028-01-19,N,48,VALID
M500090,AUS1,S100001,2025-12-01,2028-04-17,N,64,VALID
M500090,AUS1,S100021,2025-09-20,2027-02-27,N,10,VALID
M500090,KCH1,S100012,2025-08-21,2027-02-21,N,55,VALID
M500090,KCH1,S100004,2025-02-03,2028-06-22,N,45,VALID
M500090,DAL1,S100011,2024-05-27,2028-03-04,N,20,VALID
M500090,DAL1,S100004,2025-06-24,2026-09-28,N,45,VALID
M500090,DAL1,S100050,2025-07-20,2028-04-15,N,10,VALID
M500090,DAL1,S100019,2024-08-04,2026-09-09,N,25,VALID
M500090,PHX1,S100032,2024-08-07,2026-09-20,N,37,VALID
M500090,PHX1,S100005,2025-08-03,2027-11-25,N,35,VALID
M500090,PHX1,S100004,2025-04-25,2028-04-14,N,28,VALID
M500091,DAL1,S100018,2025-10-25,2027-11-20,Y,24,VALID
M500091,DAL1,S100025,2024-08-14,2027-04-10,N,10,VALID
M500091,DAL1,S100037,2025-12-17,2027-02-02,N,66,VALID
M500091,AUS1,S100045,2024-06-09,2027-04-07,N,100,VALID
M500091,PHX1,S100035,2024-07-11,2026-12-24,N,20,VALID
M500091,PHX1,S100006,2024-12-05,2026-10-25,N,80,VALID
M500092,KCH1,S100042,2025-08-31,2028-03-14,N,65,VALID
M500092,KCH1,S100022,2024-05-17,2028-04-17,N,49,VALID
M500092,KCH1,S100011,2024-08-07,2027-11-14,N,64,VALID
M500092,KCH1,S100030,2024-12-22,2026-09-17,N,10,VALID
M500092,PHX1,S100039,2025-08-11,2028-10-24,Y,20,VALID
M500092,PHX1,S100003,2026-01-15,2027-06-08,N,80,VALID
M500092,AUS1,S100011,2025-06-09,2027-03-25,Y,22,VALID
M500092,AUS1,S100023,2025-01-30,2028-06-23,N,78,VALID
M500093,KCH1,S100022,2024-03-20,2026-09-29,Y,31,VALID
M500093,KCH1,S100019,2025-07-19,2028-05-25,N,69,VALID
M500093,DAL1,S100016,2024-12-08,2027-01-08,Y,47,VALID
M500093,DAL1,S100026,2025-10-11,2028-11-10,N,17,VALID
M500093,DAL1,S100011,2025-12-21,2027-11-23,N,36,VALID
M500093,PHX1,S100004,2025-06-14,2028-01-16,N,19,VALID
M500093,PHX1,S100008,2025-05-09,2027-02-05,N,81,VALID
M500093,AUS1,S100042,2024-11-16,2027-08-11,N,23,VALID
M500093,AUS1,S100006,2025-06-28,2026-12-06,N,14,VALID
M500093,AUS1,S100037,2024-12-11,2027-06-02,N,63,VALID
M500093,MTY1,S100025,2026-01-22,2028-05-22,N,54,VALID
M500093,MTY1,S100007,2024-06-20,2027-02-04,N,46,VALID
M500093,MTY1,S100010,2025-09-30,2027-05-29,N,10,VALID
M500094,MTY1,S100045,2026-02-07,2027-07-17,Y,32,VALID
M500094,MTY1,S100015,2025-11-02,2027-06-28,N,50,VALID
M500094,MTY1,S100022,2024-10-09,2028-04-22,N,18,VALID
M500094,DAL1,S100024,2025-06-05,2027-01-07,Y,57,VALID
M500094,DAL1,S100045,2024-08-14,2028-11-13,N,43,VALID
M500094,PHX1,S100032,2024-07-09,2027-03-17,N,34,VALID
M500094,PHX1,S100003,2025-02-20,2026-12-01,N,37,VALID
M500094,PHX1,S100028,2024-08-11,2028-07-07,N,39,VALID
M500094,PHX1,S100041,2025-03-13,2028-06-07,N,10,BLOCKED
M500094,KCH1,S100048,2025-03-26,2028-08-11,N,20,VALID
M500094,KCH1,S100035,2025-05-21,2027-10-07,N,80,VALID
M500094,AUS1,S100014,2025-03-28,2028-09-18,N,65,VALID
M500094,AUS1,S100050,2025-02-24,2026-09-03,N,21,VALID
M500094,AUS1,S100041,2025-08-29,2028-10-09,N,14,BLOCKED
M500095,KCH1,S100012,2025-08-28,2027-02-08,Y,15,VALID
M500095,KCH1,S100042,2026-02-06,2028-11-09,N,48,VALID
M500095,KCH1,S100001,2025-08-27,2028-08-05,N,37,VALID
M500095,AUS1,S100022,2024-12-04,2027-03-12,Y,33,VALID
M500095,AUS1,S100004,2025-06-25,2028-05-16,N,55,VALID
M500095,AUS1,S100038,2025-06-11,2027-09-09,N,12,VALID
M500095,DAL1,S100030,2025-01-22,2026-08-31,N,24,VALID
M500095,DAL1,S100006,2024-04-14,2026-10-03,N,41,VALID
M500095,DAL1,S100038,2025-12-23,2027-12-24,N,35,VALID
M500095,MTY1,S100001,2024-10-31,2027-02-19,Y,24,VALID
M500095,MTY1,S100037,2025-10-27,2027-03-24,N,53,VALID
M500095,MTY1,S100021,2025-05-28,2027-06-11,N,23,VALID
M500096,KCH1,S100046,2025-02-25,2027-06-04,N,34,VALID
M500096,KCH1,S100007,2025-08-19,2027-12-14,N,66,VALID
M500096,MTY1,S100027,2025-07-19,2028-11-12,N,64,VALID
M500096,MTY1,S100049,2025-12-08,2027-12-23,N,61,VALID
M500096,MTY1,S100003,2026-01-28,2026-11-22,N,38,VALID
M500096,MTY1,S100028,2025-04-17,2028-08-09,N,10,VALID
M500096,AUS1,S100029,2025-05-20,2026-11-13,N,27,BLOCKED
M500096,AUS1,S100020,2025-07-31,2028-01-21,N,73,VALID
M500096,PHX1,S100023,2024-08-18,2027-09-08,N,59,VALID
M500096,PHX1,S100019,2024-07-16,2026-10-07,N,41,VALID
M500097,MTY1,S100047,2026-02-05,2026-08-29,N,51,VALID
M500097,MTY1,S100046,2025-05-19,2027-02-20,N,40,VALID
M500097,MTY1,S100018,2024-06-23,2028-05-04,N,59,VALID
M500097,MTY1,S100005,2024-10-17,2028-02-23,N,10,VALID
M500097,KCH1,S100042,2025-04-23,2027-04-10,N,16,VALID
M500097,KCH1,S100041,2025-01-29,2026-11-18,N,35,BLOCKED
M500097,KCH1,S100027,2024-12-20,2027-12-17,N,26,VALID
M500097,KCH1,S100048,2024-07-31,2028-11-03,N,23,VALID
M500098,KCH1,S100034,2026-01-14,2026-10-26,Y,46,VALID
M500098,KCH1,S100048,2024-09-06,2027-07-07,N,10,VALID
M500098,KCH1,S100039,2025-01-19,2026-09-15,N,44,VALID
M500098,PHX1,S100022,2026-01-11,2027-04-16,N,100,VALID
M500098,AUS1,S100014,2024-10-11,2028-06-16,N,35,VALID
M500098,AUS1,S100002,2024-08-05,2027-01-11,N,65,VALID
M500098,MTY1,S100050,2024-09-11,2027-12-01,N,11,VALID
M500098,MTY1,S100006,2024-06-15,2026-10-12,N,53,VALID
M500098,MTY1,S100040,2025-07-23,2027-07-03,N,36,VALID
M500099,MTY1,S100026,2024-05-06,2027-07-22,N,61,VALID
M500099,MTY1,S100002,2025-10-20,2028-08-06,N,63,VALID
M500099,MTY1,S100048,2025-11-30,2028-03-06,N,58,VALID
M500099,MTY1,S100021,2025-01-13,2027-03-24,N,10,VALID
M500099,DAL1,S100031,2025-08-05,2028-04-11,N,100,VALID
M500099,KCH1,S100032,2025-09-13,2027-10-28,N,45,VALID
M500099,KCH1,S100008,2024-11-06,2028-09-19,N,55,VALID
M500099,PHX1,S100026,2025-09-09,2026-09-25,Y,28,VALID
M500099,PHX1,S100038,2024-03-29,2028-10-23,N,72,VALID
M500099,AUS1,S100008,2025-05-04,2027-08-28,N,100,VALID
M500100,MTY1,S100005,2024-08-15,2027-11-18,Y,31,VALID
M500100,MTY1,S100040,2025-05-15,2027-04-20,N,69,VALID
M500100,DAL1,S100045,2025-09-20,2028-11-04,N,100,VALID
M500100,PHX1,S100027,2024-10-23,2028-01-22,N,100,VALID
M500100,AUS1,S100044,2024-04-28,2028-02-17,N,31,VALID
M500100,AUS1,S100008,2024-04-15,2027-01-18,N,69,VALID
M500100,KCH1,S100050,2024-06-14,2027-02-01,N,13,VALID
M500100,KCH1,S100003,2024-05-14,2028-02-29,N,42,VALID
M500100,KCH1,S100008,2025-09-17,2028-02-18,N,35,VALID
M500100,KCH1,S100031,2024-04-22,2028-10-22,N,10,VALID
M500101,KCH1,S100030,2025-09-20,2028-02-05,N,100,VALID
M500101,MTY1,S100006,2026-02-15,2027-11-02,N,44,VALID
M500101,MTY1,S100005,2024-10-22,2027-10-15,N,20,VALID
M500101,MTY1,S100027,2025-10-04,2026-09-12,N,36,VALID
M500101,PHX1,S100013,2025-07-09,2027-07-25,N,27,BLOCKED
M500101,PHX1,S100044,2024-09-01,2028-07-22,N,31,VALID
M500101,PHX1,S100017,2025-04-21,2028-07-03,N,57,VALID
M500101,PHX1,S100018,2024-12-27,2028-04-27,N,10,VALID
M500101,DAL1,S100016,2025-05-21,2028-03-31,N,45,VALID
M500101,DAL1,S100001,2025-10-05,2028-10-06,N,10,VALID
M500101,DAL1,S100012,2026-01-05,2027-08-21,N,45,VALID
M500102,AUS1,S100045,2024-08-21,2027-11-19,N,100,VALID
M500102,DAL1,S100008,2024-07-14,2027-12-01,N,65,VALID
M500102,DAL1,S100023,2025-09-15,2027-03-16,N,35,VALID
M500102,KCH1,S100039,2025-05-03,2028-04-16,Y,36,VALID
M500102,KCH1,S100050,2025-12-28,2027-05-15,N,18,VALID
M500102,KCH1,S100040,2024-07-20,2028-05-21,N,36,VALID
M500102,KCH1,S100034,2024-11-10,2028-03-30,N,10,VALID
M500103,DAL1,S100038,2024-08-05,2027-05-06,Y,48,VALID
M500103,DAL1,S100048,2024-10-30,2028-08-22,N,52,VALID
M500103,AUS1,S100020,2025-10-16,2027-05-05,N,100,VALID
M500103,KCH1,S100021,2025-07-28,2028-05-04,N,100,VALID
M500103,MTY1,S100026,2026-02-13,2026-11-02,N,11,VALID
M500103,MTY1,S100001,2025-09-20,2028-05-18,N,89,VALID
M500103,PHX1,S100019,2024-07-20,2026-11-06,Y,100,VALID
M500104,AUS1,S100010,2025-10-05,2026-09-28,N,40,VALID
M500104,AUS1,S100041,2024-04-05,2028-08-09,N,20,BLOCKED
M500104,AUS1,S100035,2024-04-24,2027-01-27,N,40,VALID
M500104,MTY1,S100037,2024-10-09,2027-11-05,N,100,VALID
M500104,DAL1,S100009,2026-01-14,2028-06-20,N,68,VALID
M500104,DAL1,S100037,2024-04-14,2027-09-03,N,40,VALID
M500104,DAL1,S100050,2024-12-26,2026-12-06,N,36,VALID
M500104,DAL1,S100035,2024-04-21,2028-09-14,N,10,VALID
M500104,KCH1,S100020,2025-10-17,2028-08-22,Y,26,VALID
M500104,KCH1,S100032,2024-04-12,2028-05-20,N,74,VALID
M500104,PHX1,S100032,2024-09-27,2027-08-19,Y,14,VALID
M500104,PHX1,S100013,2025-03-13,2028-05-23,N,19,BLOCKED
M500104,PHX1,S100042,2024-09-07,2028-01-03,N,22,VALID
M500104,PHX1,S100011,2025-08-13,2027-06-22,N,45,VALID
M500105,KCH1,S100050,2025-05-16,2028-01-13,N,100,VALID
M500105,DAL1,S100021,2026-02-12,2028-08-03,N,69,VALID
M500105,DAL1,S100005,2024-05-14,2026-09-29,N,31,VALID
M500105,PHX1,S100043,2024-08-15,2028-04-24,N,65,VALID
M500105,PHX1,S100011,2024-06-08,2026-11-09,N,35,VALID
M500106,KCH1,S100035,2025-11-12,2027-07-20,N,56,VALID
M500106,KCH1,S100048,2025-02-08,2027-05-07,N,52,VALID
M500106,KCH1,S100006,2024-10-21,2026-08-28,N,10,VALID
M500106,DAL1,S100021,2025-05-11,2026-09-13,N,44,VALID
M500106,DAL1,S100020,2025-11-26,2028-02-29,N,21,VALID
M500106,DAL1,S100008,2025-09-06,2028-10-19,N,35,VALID
M500106,MTY1,S100044,2026-01-27,2028-07-01,N,57,VALID
M500106,MTY1,S100018,2025-03-08,2026-11-26,N,48,VALID
M500106,MTY1,S100041,2025-07-24,2028-09-03,N,65,BLOCKED
M500106,MTY1,S100045,2025-12-23,2027-03-08,N,10,VALID
M500107,KCH1,S100049,2024-12-02,2028-01-07,Y,100,VALID
M500107,DAL1,S100003,2025-10-20,2028-04-30,N,55,VALID
M500107,DAL1,S100044,2025-07-05,2026-11-14,N,45,VALID
M500107,MTY1,S100007,2025-03-11,2028-02-27,N,100,VALID
M500108,AUS1,S100012,2025-10-26,2028-04-25,N,17,VALID
M500108,AUS1,S100043,2026-01-30,2027-07-13,N,83,VALID
M500108,KCH1,S100018,2025-12-21,2028-02-21,N,40,VALID
M500108,KCH1,S100024,2025-12-14,2027-06-18,N,38,VALID
M500108,KCH1,S100046,2025-06-13,2028-04-07,N,56,VALID
M500108,KCH1,S100019,2025-10-05,2027-10-17,N,10,VALID
M500108,PHX1,S100024,2025-06-25,2026-09-08,Y,100,VALID
M500109,DAL1,S100024,2024-07-29,2027-11-28,Y,62,VALID
M500109,DAL1,S100032,2025-01-11,2027-04-25,N,38,VALID
M500109,KCH1,S100003,2024-05-02,2026-11-23,N,43,VALID
M500109,KCH1,S100009,2025-10-17,2026-09-06,N,47,VALID
M500109,KCH1,S100047,2025-12-19,2028-09-22,N,10,VALID
M500109,PHX1,S100039,2025-05-25,2027-08-08,Y,100,VALID
M500109,AUS1,S100045,2025-10-26,2028-04-05,N,64,VALID
M500109,AUS1,S100039,2024-08-20,2027-11-09,N,55,VALID
M500109,AUS1,S100024,2025-04-21,2028-07-03,N,69,VALID
M500109,AUS1,S100015,2025-09-30,2026-10-09,N,10,VALID
M500110,PHX1,S100022,2025-10-13,2028-03-18,Y,15,VALID
M500110,PHX1,S100015,2024-05-14,2027-08-19,N,32,VALID
M500110,PHX1,S100033,2024-12-29,2027-02-02,N,53,VALID
M500110,MTY1,S100032,2024-05-27,2028-01-14,Y,100,VALID
M500110,KCH1,S100027,2025-09-28,2027-07-09,N,100,VALID
M500110,DAL1,S100026,2025-12-15,2027-09-04,N,32,VALID
M500110,DAL1,S100002,2025-06-27,2028-07-21,N,38,VALID
M500110,DAL1,S100009,2025-11-13,2027-07-15,N,61,VALID
M500110,DAL1,S100013,2025-12-16,2027-09-12,N,10,BLOCKED
M500111,PHX1,S100038,2024-11-22,2028-03-28,N,29,VALID
M500111,PHX1,S100021,2025-11-10,2028-07-22,N,71,VALID
M500111,KCH1,S100047,2025-11-28,2028-10-10,N,46,VALID
M500111,KCH1,S100030,2025-04-16,2028-08-30,N,57,VALID
M500111,KCH1,S100008,2025-10-14,2028-03-15,N,10,VALID
M500111,MTY1,S100041,2025-01-08,2028-03-08,N,39,BLOCKED
M500111,MTY1,S100043,2024-10-16,2027-12-24,N,57,VALID
M500111,MTY1,S100036,2024-05-01,2026-12-06,N,10,VALID
M500111,DAL1,S100032,2025-09-23,2028-08-01,N,64,VALID
M500111,DAL1,S100016,2024-12-30,2027-06-18,N,46,VALID
M500111,DAL1,S100014,2025-09-03,2027-10-04,N,25,VALID
M500111,DAL1,S100013,2025-05-29,2027-02-11,N,10,BLOCKED
M500112,PHX1,S100047,2025-03-08,2028-06-23,Y,65,VALID
M500112,PHX1,S100035,2025-11-13,2027-05-10,N,35,VALID
M500112,KCH1,S100015,2025-08-22,2028-02-05,N,61,VALID
M500112,KCH1,S100049,2024-06-08,2028-04-22,N,39,VALID
M500112,DAL1,S100021,2025-05-18,2028-08-01,N,63,VALID
M500112,DAL1,S100006,2024-06-04,2028-05-24,N,46,VALID
M500112,DAL1,S100022,2026-02-14,2028-08-28,N,10,VALID
M500112,AUS1,S100050,2024-05-18,2028-09-06,N,37,VALID
M500112,AUS1,S100049,2025-07-24,2026-11-11,N,63,VALID
M500113,KCH1,S100020,2024-11-21,2026-08-29,Y,69,VALID
M500113,KCH1,S100047,2025-04-03,2027-02-15,N,49,VALID
M500113,KCH1,S100031,2026-01-10,2028-06-11,N,15,VALID
M500113,KCH1,S100002,2024-09-28,2027-05-29,N,10,VALID
M500113,DAL1,S100028,2025-09-29,2027-09-10,N,36,VALID
M500113,DAL1,S100030,2026-01-08,2027-05-03,N,64,VALID
M500113,PHX1,S100027,2024-07-10,2027-11-27,N,28,VALID
M500113,PHX1,S100047,2025-07-10,2028-04-18,N,43,VALID
M500113,PHX1,S100005,2024-08-12,2028-08-20,N,29,VALID
M500113,AUS1,S100003,2025-04-01,2027-07-13,Y,66,VALID
M500113,AUS1,S100038,2024-12-18,2028-10-27,N,62,VALID
M500113,AUS1,S100048,2025-05-30,2027-09-20,N,47,VALID
M500113,AUS1,S100040,2024-08-20,2028-06-22,N,10,VALID
M500113,MTY1,S100036,2026-02-01,2026-08-30,N,26,VALID
M500113,MTY1,S100022,2025-08-04,2028-04-22,N,68,VALID
M500113,MTY1,S100015,2025-08-25,2028-06-08,N,10,VALID
M500114,PHX1,S100005,2025-10-09,2027-03-23,N,19,VALID
M500114,PHX1,S100033,2024-08-07,2027-06-19,N,52,VALID
M500114,PHX1,S100050,2025-07-28,2028-08-09,N,56,VALID
M500114,PHX1,S100034,2025-04-10,2027-12-17,N,10,VALID
M500114,DAL1,S100002,2024-12-06,2028-07-29,N,42,VALID
M500114,DAL1,S100049,2026-02-14,2028-05-22,N,25,VALID
M500114,DAL1,S100044,2024-08-10,2026-10-25,N,63,VALID
M500114,DAL1,S100021,2025-01-03,2027-01-08,N,10,VALID
M500115,MTY1,S100044,2024-09-24,2028-07-07,N,31,VALID
M500115,MTY1,S100033,2025-08-25,2027-05-13,N,16,VALID
M500115,MTY1,S100027,2024-08-30,2027-11-26,N,34,VALID
M500115,MTY1,S100018,2025-04-25,2028-07-25,N,19,VALID
M500115,PHX1,S100021,2025-05-31,2027-07-01,N,21,VALID
M500115,PHX1,S100007,2025-07-26,2027-03-20,N,19,VALID
M500115,PHX1,S100010,2024-09-11,2028-10-28,N,60,VALID
M500116,DAL1,S100002,2024-05-21,2027-06-27,N,12,VALID
M500116,DAL1,S100016,2025-08-24,2026-10-11,N,13,VALID
M500116,DAL1,S100027,2024-08-19,2027-04-11,N,57,VALID
M500116,DAL1,S100013,2025-05-18,2028-07-10,N,18,BLOCKED
M500116,PHX1,S100039,2025-05-14,2027-08-05,N,63,VALID
M500116,PHX1,S100032,2025-05-17,2028-02-16,N,49,VALID
M500116,PHX1,S100037,2025-01-27,2028-10-03,N,32,VALID
M500116,PHX1,S100009,2025-03-25,2028-01-18,N,10,VALID
M500116,AUS1,S100022,2024-06-29,2028-05-30,N,100,VALID
M500116,KCH1,S100018,2026-01-03,2027-04-21,N,65,VALID
M500116,KCH1,S100010,2025-05-06,2028-05-12,N,43,VALID
M500116,KCH1,S100042,2025-06-30,2026-12-02,N,10,VALID
M500117,PHX1,S100035,2024-06-03,2027-09-04,N,33,VALID
M500117,PHX1,S100028,2025-05-20,2028-07-29,N,57,VALID
M500117,PHX1,S100030,2024-09-01,2028-10-06,N,10,VALID
M500117,DAL1,S100045,2024-12-14,2027-02-04,Y,46,VALID
M500117,DAL1,S100033,2024-08-05,2027-09-15,N,56,VALID
M500117,DAL1,S100018,2024-10-13,2027-06-21,N,36,VALID
M500117,DAL1,S100007,2025-01-20,2027-10-12,N,10,VALID
M500117,MTY1,S100006,2024-10-26,2028-03-01,N,15,VALID
M500117,MTY1,S100034,2025-04-04,2027-10-24,N,46,VALID
M500117,MTY1,S100049,2025-06-21,2027-01-09,N,39,VALID
M500118,DAL1,S100029,2024-05-19,2028-01-22,N,100,BLOCKED
M500118,AUS1,S100003,2024-12-06,2027-07-15,N,100,VALID
M500118,MTY1,S100030,2025-05-28,2026-11-06,N,30,VALID
M500118,MTY1,S100029,2024-08-29,2026-11-13,N,47,BLOCKED
M500118,MTY1,S100038,2025-07-17,2027-12-12,N,23,VALID
M500118,PHX1,S100039,2025-02-04,2028-01-30,N,29,VALID
M500118,PHX1,S100004,2024-09-18,2027-05-22,N,23,VALID
M500118,PHX1,S100036,2025-09-11,2026-09-12,N,11,VALID
M500118,PHX1,S100038,2024-06-20,2027-10-08,N,37,VALID
M500118,KCH1,S100041,2025-03-13,2028-09-19,Y,100,BLOCKED
M500119,DAL1,S100042,2025-10-03,2026-09-22,N,59,VALID
M500119,DAL1,S100049,2025-10-19,2026-10-13,N,12,VALID
M500119,DAL1,S100007,2024-07-29,2027-01-20,N,47,VALID
M500119,DAL1,S100033,2024-09-12,2028-07-04,N,10,VALID
M500119,PHX1,S100046,2024-12-14,2028-01-10,N,12,VALID
M500119,PHX1,S100021,2025-03-08,2027-08-23,N,88,VALID
M500119,KCH1,S100050,2025-08-27,2028-06-29,N,100,VALID
M500119,MTY1,S100029,2025-10-10,2028-06-15,Y,32,BLOCKED
M500119,MTY1,S100044,2025-05-07,2027-05-22,N,27,VALID
M500119,MTY1,S100003,2025-11-02,2026-11-12,N,41,VALID
M500119,AUS1,S100015,2025-03-24,2026-10-15,Y,60,VALID
M500119,AUS1,S100042,2024-08-20,2028-05-03,N,40,VALID
M500120,MTY1,S100040,2025-09-25,2027-04-20,N,65,VALID
M500120,MTY1,S100029,2024-09-11,2027-06-20,N,37,BLOCKED
M500120,MTY1,S100035,2025-06-25,2028-10-24,N,11,VALID
M500120,MTY1,S100004,2025-12-12,2027-11-11,N,10,VALID
M500120,AUS1,S100049,2024-04-11,2027-03-27,N,42,VALID
M500120,AUS1,S100032,2025-09-06,2028-05-02,N,58,VALID
M500120,PHX1,S100033,2025-01-11,2028-03-20,N,100,VALID
M500120,KCH1,S100036,2025-04-12,2028-06-13,Y,52,VALID
M500120,KCH1,S100024,2025-02-01,2026-11-04,N,64,VALID
M500120,KCH1,S100046,2025-06-09,2028-04-14,N,10,VALID
M500121,AUS1,S100019,2025-06-02,2027-09-28,Y,55,VALID
M500121,AUS1,S100025,2025-05-03,2028-06-21,N,44,VALID
M500121,AUS1,S100031,2025-10-23,2027-11-03,N,10,VALID
M500121,KCH1,S100005,2025-11-13,2027-10-14,N,52,VALID
M500121,KCH1,S100033,2025-04-16,2027-06-02,N,48,VALID
M500121,DAL1,S100036,2024-11-14,2027-06-16,Y,41,VALID
M500121,DAL1,S100014,2025-04-28,2028-07-06,N,35,VALID
M500121,DAL1,S100045,2024-12-10,2028-06-05,N,24,VALID
M500121,MTY1,S100046,2025-08-08,2027-10-25,N,67,VALID
M500121,MTY1,S100012,2024-11-29,2026-11-13,N,36,VALID
M500121,MTY1,S100008,2025-08-23,2026-09-27,N,27,VALID
M500121,MTY1,S100036,2025-05-18,2028-05-15,N,10,VALID
M500122,KCH1,S100036,2024-05-26,2028-09-22,Y,32,VALID
M500122,KCH1,S100015,2024-05-08,2027-07-03,N,19,VALID
M500122,KCH1,S100027,2024-05-27,2027-02-10,N,11,VALID
M500122,KCH1,S100032,2025-04-12,2027-10-04,N,38,VALID
M500122,AUS1,S100008,2024-08-04,2027-09-22,Y,100,VALID
M500122,MTY1,S100048,2024-05-31,2028-06-04,N,67,VALID
M500122,MTY1,S100042,2024-11-25,2027-09-14,N,53,VALID
M500122,MTY1,S100025,2026-01-22,2027-04-04,N,10,VALID
M500122,PHX1,S100047,2025-07-19,2028-11-03,N,100,VALID
M500122,DAL1,S100010,2026-02-17,2027-06-29,N,46,VALID
M500122,DAL1,S100012,2025-01-26,2028-09-12,N,27,VALID
M500122,DAL1,S100035,2025-07-30,2027-01-25,N,47,VALID
M500122,DAL1,S100015,2024-08-28,2028-02-06,N,10,VALID
M500123,PHX1,S100045,2026-02-03,2028-04-14,N,28,VALID
M500123,PHX1,S100001,2025-11-12,2028-02-03,N,72,VALID
M500123,MTY1,S100004,2025-11-07,2028-09-04,N,100,VALID
M500123,AUS1,S100021,2025-11-15,2026-10-31,N,100,VALID
M500123,KCH1,S100032,2024-08-05,2026-11-13,N,100,VALID
M500123,DAL1,S100028,2024-11-09,2026-10-19,N,31,VALID
M500123,DAL1,S100020,2024-07-05,2028-06-28,N,62,VALID
M500123,DAL1,S100009,2025-05-24,2027-02-25,N,10,VALID
M500124,MTY1,S100012,2025-08-02,2026-10-20,Y,100,VALID
M500124,KCH1,S100044,2025-03-20,2027-01-14,Y,100,VALID
M500124,DAL1,S100027,2025-12-02,2027-05-15,N,30,VALID
M500124,DAL1,S100031,2025-06-07,2027-03-24,N,37,VALID
M500124,DAL1,S100003,2026-01-10,2026-09-27,N,27,VALID
M500124,DAL1,S100007,2024-04-08,2027-02-22,N,10,VALID
M500125,DAL1,S100043,2024-05-30,2028-10-09,Y,100,VALID
M500125,MTY1,S100014,2025-08-04,2027-04-16,N,16,VALID
M500125,MTY1,S100015,2025-06-13,2028-09-14,N,20,VALID
M500125,MTY1,S100037,2025-10-11,2027-04-04,N,64,VALID
M500125,KCH1,S100028,2024-09-11,2027-11-09,N,47,VALID
M500125,KCH1,S100001,2024-11-27,2028-10-02,N,25,VALID
M500125,KCH1,S100012,2024-04-11,2028-04-03,N,27,VALID
M500125,KCH1,S100017,2024-10-22,2027-04-20,N,10,VALID
M500126,KCH1,S100026,2025-12-12,2027-05-26,N,64,VALID
M500126,KCH1,S100024,2024-05-24,2027-10-26,N,13,VALID
M500126,KCH1,S100022,2025-06-07,2027-10-14,N,24,VALID
M500126,KCH1,S100037,2025-05-16,2028-10-17,N,10,VALID
M500126,PHX1,S100036,2024-12-27,2027-01-03,N,54,VALID
M500126,PHX1,S100038,2025-04-27,2027-03-21,N,46,VALID
M500126,MTY1,S100020,2024-10-19,2026-11-17,Y,31,VALID
M500126,MTY1,S100007,2024-05-18,2028-03-08,N,69,VALID
M500127,AUS1,S100033,2024-04-04,2028-04-08,Y,25,VALID
M500127,AUS1,S100048,2024-10-24,2028-04-21,N,46,VALID
M500127,AUS1,S100028,2024-12-19,2026-12-02,N,29,VALID
M500127,DAL1,S100026,2024-09-08,2028-06-27,Y,100,VALID
M500127,MTY1,S100031,2025-12-19,2027-12-21,N,34,VALID
M500127,MTY1,S100009,2024-12-11,2028-01-01,N,66,VALID
M500127,PHX1,S100047,2025-10-06,2026-12-29,N,17,VALID
M500127,PHX1,S100018,2025-08-13,2027-07-23,N,35,VALID
M500127,PHX1,S100037,2025-04-20,2027-08-13,N,34,VALID
M500127,PHX1,S100014,2024-11-03,2027-01-15,N,14,VALID
M500127,KCH1,S100014,2025-01-09,2028-04-03,N,100,VALID
M500128,AUS1,S100045,2024-11-03,2026-11-24,N,46,VALID
M500128,AUS1,S100025,2025-07-09,2027-07-28,N,24,VALID
M500128,AUS1,S100046,2025-08-28,2027-08-19,N,16,VALID
M500128,AUS1,S100019,2024-06-11,2027-05-31,N,14,VALID
M500128,KCH1,S100018,2024-04-07,2027-10-29,N,40,VALID
M500128,KCH1,S100014,2025-11-07,2027-06-10,N,60,VALID
M500129,AUS1,S100005,2024-11-30,2028-01-13,N,100,VALID
M500129,KCH1,S100026,2026-02-07,2027-06-11,N,100,VALID
M500129,DAL1,S100020,2024-04-17,2027-02-07,N,100,VALID
M500129,MTY1,S100026,2024-08-09,2026-09-28,N,100,VALID
M500129,PHX1,S100010,2025-05-29,2028-01-21,N,22,VALID
M500129,PHX1,S100008,2025-03-28,2027-03-16,N,23,VALID
M500129,PHX1,S100050,2024-04-01,2026-12-02,N,55,VALID
M500130,AUS1,S100004,2025-11-21,2028-11-12,N,16,VALID
M500130,AUS1,S100006,2025-04-07,2026-09-11,N,53,VALID
M500130,AUS1,S100021,2024-09-02,2028-03-16,N,69,VALID
M500130,AUS1,S100031,2024-08-20,2027-12-09,N,10,VALID
