po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000143,00030,MISSING,0,2026-06-26,,,,1
4500000143,00040,ACKNOWLEDGED,377,2026-07-15,SCN178226,2026-06-08,REGRELLO,0
4500000143,00050,PROMISED_LATE,1258,2026-09-10,SCN527156,2026-06-06,PORTAL,5
4500000143,00060,REJECTED,1446,,SCN692182,2026-06-01,EMAIL,0
4500000144,00010,MISSING,0,2026-04-04,,,,1
4500000144,00020,ACKNOWLEDGED,10,2026-04-11,SCN543812,2026-04-02,EMAIL,0
4500000144,00030,ACKNOWLEDGED,146,2026-06-11,SCN919629,2026-03-27,PHONE_NOTE,2
4500000144,00040,MISSING,0,2026-05-11,,,,5
4500000144,00050,ACKNOWLEDGED,687,2026-04-11,SCN344145,2026-03-26,EDI,0
4500000144,00060,ACKNOWLEDGED,1139,2026-05-31,SCN701258,2026-03-26,REGRELLO,0
4500000145,00010,ACKNOWLEDGED,689,2026-04-16,SCN636104,2026-03-08,REGRELLO,2
4500000145,00020,ACKNOWLEDGED,11,2026-03-31,SCN247541,2026-03-09,EMAIL,2
4500000145,00030,ACKNOWLEDGED,95,2026-04-19,SCN301154,2026-03-14,EMAIL,1
4500000145,00040,MISSING,0,2026-04-13,,,,2
4500000145,00050,ACKNOWLEDGED,28,2026-05-04,SCN699304,2026-03-15,EMAIL,2
4500000145,00060,ACKNOWLEDGED,227,2026-04-15,SCN740378,2026-03-14,PHONE_NOTE,2
4500000146,00010,ACKNOWLEDGED,959,2026-03-22,SCN690440,2026-02-04,EMAIL,1
4500000147,00010,ACKNOWLEDGED,41,2026-04-21,SCN386377,2026-03-30,EDI,0
4500000147,00020,PROMISED_LATE,1064,2026-04-13,SCN555832,2026-04-01,REGRELLO,1
4500000147,00030,PROMISED_LATE,42,2026-06-20,SCN153253,2026-04-07,PHONE_NOTE,5
4500000147,00040,ACKNOWLEDGED,78,2026-06-04,SCN560094,2026-04-10,EDI,0
4500000148,00010,ACKNOWLEDGED,9,2026-03-22,SCN728600,2026-03-02,REGRELLO,2
4500000148,00020,MISSING,0,2026-03-23,,,,1
4500000148,00030,MISSING,0,2026-03-15,,,,5
4500000148,00040,ACKNOWLEDGED,19,2026-04-13,SCN369037,2026-03-03,PORTAL,2
4500000148,00050,MISSING,0,2026-03-27,,,,1
4500000148,00060,PROMISED_LATE,1910,2026-04-11,SCN376922,2026-03-09,PHONE_NOTE,4
4500000149,00010,ACKNOWLEDGED,17,2026-07-21,SCN209874,2026-06-02,PORTAL,2
4500000150,00010,ACKNOWLEDGED,60,2026-03-01,SCN270303,2026-02-15,PHONE_NOTE,2
4500000150,00020,REJECTED,1458,,SCN758217,2026-02-17,PORTAL,1
4500000150,00030,PARTIAL,1633,2026-03-30,SCN535172,2026-02-18,PHONE_NOTE,5
4500000150,00040,PROMISED_LATE,901,2026-03-16,SCN475099,2026-02-16,EDI,5
4500000151,00010,ACKNOWLEDGED,96,2026-04-25,SCN623420,2026-03-15,EMAIL,0
4500000151,00020,PROMISED_LATE,13,2026-04-19,SCN139004,2026-03-10,PORTAL,3
4500000152,00010,MISSING,0,2026-06-16,,,,0
4500000152,00020,MISSING,0,2026-06-11,,,,0
4500000152,00030,MISSING,0,2026-05-22,,,,4
4500000152,00040,MISSING,0,2026-05-18,,,,1
4500000152,00050,ACKNOWLEDGED,72,2026-05-26,SCN331301,2026-03-23,EDI,0
4500000153,00010,ACKNOWLEDGED,844,2026-07-13,SCN676827,2026-04-25,REGRELLO,1
4500000154,00010,ACKNOWLEDGED,325,2026-06-27,SCN107007,2026-04-20,PORTAL,0
4500000154,00020,REJECTED,142,,SCN412924,2026-04-27,PORTAL,2
4500000154,00030,PROMISED_LATE,13,2026-07-17,SCN758953,2026-04-24,PORTAL,1
4500000154,00040,PROMISED_LATE,98,2026-07-31,SCN229436,2026-04-21,PORTAL,5
4500000154,00050,MISSING,0,2026-07-02,,,,1
4500000154,00060,PARTIAL,86,2026-06-01,SCN769069,2026-04-22,REGRELLO,0
4500000155,00010,REJECTED,43,,SCN987420,2026-05-07,PORTAL,1
4500000155,00020,ACKNOWLEDGED,520,2026-06-18,SCN277291,2026-05-08,REGRELLO,1
4500000156,00010,MISSING,0,2026-05-13,,,,1
4500000157,00010,PROMISED_LATE,733,2026-05-25,SCN925900,2026-03-12,EMAIL,1
4500000157,00020,ACKNOWLEDGED,166,2026-03-20,SCN605254,2026-03-09,REGRELLO,2
4500000157,00030,MISSING,0,2026-04-24,,,,0
4500000157,00040,ACKNOWLEDGED,88,2026-03-14,SCN195475,2026-03-01,PHONE_NOTE,0
4500000158,00010,ACKNOWLEDGED,21,2026-06-15,SCN670322,2026-04-11,PHONE_NOTE,0
4500000158,00020,QTY_DISPUTE,714,2026-06-06,SCN646674,2026-04-01,EMAIL,0
4500000159,00010,ACKNOWLEDGED,49,2026-06-27,SCN842926,2026-05-11,PHONE_NOTE,1
4500000159,00020,MISSING,0,2026-08-03,,,,1
4500000159,00030,MISSING,0,2026-07-31,,,,4
4500000160,00010,ACKNOWLEDGED,2807,2026-06-24,SCN687731,2026-04-26,PORTAL,2
4500000160,00020,ACKNOWLEDGED,17,2026-07-21,SCN502582,2026-04-28,REGRELLO,0
4500000161,00010,ACKNOWLEDGED,967,2026-06-17,SCN721157,2026-04-07,EDI,0
4500000161,00020,MISSING,0,2026-05-23,,,,3
4500000161,00030,PROMISED_LATE,25,2026-06-14,SCN441827,2026-03-28,PHONE_NOTE,4
4500000161,00040,ACKNOWLEDGED,19,2026-04-05,SCN793206,2026-04-04,EDI,2
4500000161,00050,PROMISED_LATE,18,2026-06-17,SCN655901,2026-03-31,EDI,2
4500000161,00060,ACKNOWLEDGED,342,2026-05-19,SCN818319,2026-04-04,EMAIL,2
4500000162,00010,ACKNOWLEDGED,24,2026-05-21,SCN382917,2026-04-16,PORTAL,0
4500000162,00020,ACKNOWLEDGED,17,2026-06-16,SCN800311,2026-04-10,PHONE_NOTE,2
4500000162,00030,ACKNOWLEDGED,1119,2026-04-18,SCN758053,2026-04-10,REGRELLO,0
4500000162,00040,PROMISED_LATE,4,2026-07-12,SCN208119,2026-04-10,REGRELLO,2
4500000162,00050,PARTIAL,28,2026-05-01,SCN348068,2026-04-19,EMAIL,5
4500000163,00010,ACKNOWLEDGED,1525,2026-05-24,SCN772294,2026-02-27,PORTAL,1
4500000163,00020,MISSING,0,2026-04-29,,,,4
4500000163,00030,MISSING,0,2026-03-19,,,,3
4500000163,00040,MISSING,0,2026-05-02,,,,2
4500000164,00010,MISSING,0,2026-08-17,,,,5
4500000164,00020,ACKNOWLEDGED,43,2026-06-13,SCN385383,2026-05-25,EMAIL,2
4500000164,00030,PROMISED_LATE,202,2026-08-21,SCN532779,2026-05-25,REGRELLO,3
4500000164,00040,ACKNOWLEDGED,367,2026-08-21,SCN584691,2026-05-29,REGRELLO,0
4500000164,00050,ACKNOWLEDGED,1595,2026-06-09,SCN677163,2026-05-29,PORTAL,0
4500000164,00060,ACKNOWLEDGED,684,2026-07-01,SCN822499,2026-05-20,PHONE_NOTE,0
4500000165,00010,PROMISED_LATE,76,2026-07-10,SCN799141,2026-05-27,EMAIL,3
4500000165,00020,ACKNOWLEDGED,32,2026-08-03,SCN896680,2026-05-31,EMAIL,1
4500000165,00030,ACKNOWLEDGED,2232,2026-07-08,SCN335805,2026-05-24,EDI,1
4500000166,00010,ACKNOWLEDGED,69,2026-05-27,SCN786258,2026-05-06,EMAIL,2
4500000166,00020,ACKNOWLEDGED,5,2026-07-04,SCN839782,2026-05-08,EMAIL,1
4500000167,00010,MISSING,0,2026-03-25,,,,5
4500000167,00020,PROMISED_LATE,787,2026-04-09,SCN867545,2026-02-19,PHONE_NOTE,2
4500000167,00030,PARTIAL,1916,2026-05-21,SCN765401,2026-02-19,EDI,1
4500000167,00040,MISSING,0,2026-03-06,,,,0
4500000167,00050,ACKNOWLEDGED,36,2026-05-04,SCN603078,2026-02-19,REGRELLO,1
4500000167,00060,PROMISED_LATE,170,2026-05-31,SCN127123,2026-02-23,EDI,4
4500000167,00070,ACKNOWLEDGED,142,2026-05-14,SCN250500,2026-02-20,PHONE_NOTE,1
4500000168,00010,ACKNOWLEDGED,758,2026-06-01,SCN805039,2026-04-08,PORTAL,2
4500000168,00020,PROMISED_LATE,910,2026-05-14,SCN652819,2026-04-11,REGRELLO,5
4500000168,00030,ACKNOWLEDGED,19,2026-04-15,SCN907985,2026-04-02,EMAIL,2
4500000168,00040,PROMISED_LATE,3051,2026-04-17,SCN654266,2026-04-07,EMAIL,0
4500000168,00050,ACKNOWLEDGED,2718,2026-04-21,SCN780106,2026-04-01,EDI,0
4500000168,00060,ACKNOWLEDGED,56,2026-06-07,SCN218284,2026-04-10,REGRELLO,2
4500000168,00070,ACKNOWLEDGED,12,2026-04-19,SCN111711,2026-04-10,REGRELLO,2
4500000169,00010,ACKNOWLEDGED,131,2026-07-13,SCN168803,2026-05-18,REGRELLO,1
4500000169,00020,PARTIAL,10,2026-06-10,SCN916867,2026-05-14,REGRELLO,5
4500000169,00030,ACKNOWLEDGED,117,2026-07-29,SCN345498,2026-05-13,PORTAL,1
4500000169,00040,ACKNOWLEDGED,12,2026-07-25,SCN669966,2026-05-14,EDI,0
4500000170,00010,ACKNOWLEDGED,145,2026-05-08,SCN659862,2026-03-12,EMAIL,1
4500000170,00020,PARTIAL,8,2026-03-30,SCN100179,2026-03-04,REGRELLO,2
4500000170,00030,PROMISED_LATE,41,2026-05-06,SCN170325,2026-03-08,PORTAL,5
4500000170,00040,ACKNOWLEDGED,986,2026-05-25,SCN286503,2026-03-06,PHONE_NOTE,0
4500000170,00050,MISSING,0,2026-05-10,,,,4
4500000171,00010,ACKNOWLEDGED,29,2026-06-19,SCN237494,2026-06-07,REGRELLO,2
4500000171,00020,ACKNOWLEDGED,11,2026-08-26,SCN257041,2026-05-30,PORTAL,1
4500000172,00010,ACKNOWLEDGED,22,2026-07-28,SCN702353,2026-05-06,REGRELLO,1
4500000173,00010,QTY_DISPUTE,2586,2026-03-13,SCN485295,2026-03-15,PORTAL,2
4500000173,00020,ACKNOWLEDGED,206,2026-04-20,SCN499862,2026-03-17,EMAIL,1
4500000173,00030,MISSING,0,2026-04-06,,,,0
4500000173,00040,PRICE_DISPUTE,435,2026-06-08,SCN289720,2026-03-15,EDI,1
4500000173,00050,ACKNOWLEDGED,52,2026-03-16,SCN764367,2026-03-08,PHONE_NOTE,0
4500000173,00060,MISSING,0,2026-05-24,,,,4
4500000173,00070,PRICE_DISPUTE,19,2026-04-23,SCN912190,2026-03-13,EDI,2
4500000174,00010,ACKNOWLEDGED,10,2026-05-26,SCN230683,2026-03-25,PORTAL,2
4500000174,00020,MISSING,0,2026-04-26,,,,1
4500000174,00030,ACKNOWLEDGED,289,2026-05-14,SCN625833,2026-03-26,EDI,0
4500000174,00040,REJECTED,879,,SCN777439,2026-03-24,EMAIL,2
4500000174,00050,ACKNOWLEDGED,1989,2026-06-04,SCN816846,2026-03-23,REGRELLO,1
4500000175,00010,PROMISED_LATE,138,2026-09-13,SCN127258,2026-05-20,PHONE_NOTE,5
4500000175,00020,MISSING,0,2026-08-04,,,,2
4500000176,00010,PRICE_DISPUTE,4,2026-06-14,SCN984345,2026-03-28,PHONE_NOTE,2
4500000176,00020,REJECTED,146,,SCN223143,2026-03-28,EDI,1
4500000176,00030,PARTIAL,44,2026-04-07,SCN112572,2026-03-29,PORTAL,0
4500000177,00010,ACKNOWLEDGED,955,2026-03-10,SCN850571,2026-03-06,PORTAL,1
4500000177,00020,ACKNOWLEDGED,405,2026-03-15,SCN792023,2026-03-07,PHONE_NOTE,0
4500000178,00010,QTY_DISPUTE,763,2026-02-21,SCN485807,2026-02-22,EDI,1
4500000178,00020,ACKNOWLEDGED,83,2026-05-08,SCN977720,2026-02-22,EMAIL,2
4500000178,00030,ACKNOWLEDGED,200,2026-03-14,SCN801787,2026-02-22,REGRELLO,1
4500000179,00010,ACKNOWLEDGED,193,2026-05-28,SCN486720,2026-03-29,EDI,1
4500000179,00020,ACKNOWLEDGED,359,2026-05-08,SCN705090,2026-04-04,REGRELLO,2
4500000180,00010,ACKNOWLEDGED,246,2026-05-07,SCN579915,2026-03-13,EDI,2
4500000180,00020,ACKNOWLEDGED,25,2026-05-07,SCN656636,2026-03-12,PORTAL,0
4500000180,00030,PARTIAL,487,2026-05-31,SCN489208,2026-03-05,EDI,0
4500000180,00040,ACKNOWLEDGED,201,2026-04-17,SCN242356,2026-03-06,PORTAL,2
4500000180,00050,MISSING,0,2026-05-04,,,,1
4500000180,00060,ACKNOWLEDGED,1368,2026-05-03,SCN293963,2026-03-08,REGRELLO,2
4500000181,00010,MISSING,0,2026-05-13,,,,3
4500000181,00020,ACKNOWLEDGED,9,2026-07-14,SCN624258,2026-05-01,REGRELLO,2
4500000181,00030,ACKNOWLEDGED,933,2026-05-19,SCN622170,2026-04-28,PHONE_NOTE,0
4500000181,00040,ACKNOWLEDGED,39,2026-05-31,SCN530718,2026-04-29,PHONE_NOTE,0
4500000181,00050,ACKNOWLEDGED,838,2026-05-30,SCN749255,2026-04-24,PORTAL,1
4500000181,00060,PROMISED_LATE,409,2026-06-21,SCN179678,2026-04-28,EDI,0
4500000182,00010,ACKNOWLEDGED,4,2026-05-07,SCN246763,2026-03-24,PHONE_NOTE,1
4500000182,00020,QTY_DISPUTE,294,2026-05-18,SCN274994,2026-03-27,EMAIL,2
4500000182,00030,ACKNOWLEDGED,201,2026-05-21,SCN457051,2026-03-23,EMAIL,0
4500000182,00040,MISSING,0,2026-05-09,,,,2
4500000182,00050,PROMISED_LATE,173,2026-04-12,SCN666408,2026-03-25,EDI,1
4500000182,00060,PRICE_DISPUTE,36,2026-04-13,SCN588695,2026-03-19,REGRELLO,0
4500000183,00010,REJECTED,511,,SCN480047,2026-03-14,EDI,1
4500000183,00020,ACKNOWLEDGED,8,2026-03-20,SCN788311,2026-03-20,EMAIL,2
4500000183,00030,PROMISED_LATE,38,2026-05-12,SCN436859,2026-03-16,PHONE_NOTE,1
4500000183,00040,MISSING,0,2026-06-02,,,,3
4500000184,00010,ACKNOWLEDGED,52,2026-05-03,SCN740875,2026-03-21,EMAIL,2
4500000185,00010,PARTIAL,471,2026-07-03,SCN783504,2026-04-12,EMAIL,0
4500000185,00020,REJECTED,31,,SCN242357,2026-04-12,EDI,0
4500000185,00030,ACKNOWLEDGED,14,2026-06-20,SCN578410,2026-04-07,REGRELLO,1
4500000185,00040,MISSING,0,2026-05-01,,,,0
4500000185,00050,PROMISED_LATE,1196,2026-06-20,SCN979297,2026-04-10,PHONE_NOTE,4
4500000186,00010,PARTIAL,117,2026-04-13,SCN120936,2026-03-31,PORTAL,1
4500000186,00020,ACKNOWLEDGED,17,2026-06-22,SCN730361,2026-04-10,PORTAL,1
4500000186,00030,PARTIAL,893,2026-06-26,SCN685130,2026-04-06,EMAIL,5
4500000186,00040,ACKNOWLEDGED,3476,2026-05-18,SCN655902,2026-04-04,PORTAL,0
4500000186,00050,ACKNOWLEDGED,293,2026-05-09,SCN283717,2026-04-07,PHONE_NOTE,2
4500000186,00060,MISSING,0,2026-04-07,,,,5
4500000187,00010,REJECTED,995,,SCN243702,2026-04-07,REGRELLO,1
4500000187,00020,MISSING,0,2026-06-24,,,,0
4500000187,00030,ACKNOWLEDGED,34,2026-07-01,SCN797850,2026-04-12,PHONE_NOTE,1
4500000187,00040,MISSING,0,2026-04-16,,,,1
4500000187,00050,MISSING,0,2026-06-14,,,,1
4500000187,00060,QTY_DISPUTE,313,2026-07-04,SCN580085,2026-04-07,PHONE_NOTE,0
4500000187,00070,PRICE_DISPUTE,1507,2026-05-20,SCN355702,2026-04-06,PHONE_NOTE,0
4500000188,00010,ACKNOWLEDGED,29,2026-07-27,SCN265626,2026-05-09,PHONE_NOTE,0
4500000188,00020,ACKNOWLEDGED,91,2026-06-06,SCN766086,2026-05-02,PHONE_NOTE,1
4500000188,00030,MISSING,0,2026-05-10,,,,1
4500000189,00010,PARTIAL,1204,2026-02-22,SCN978485,2026-02-17,PHONE_NOTE,3
4500000189,00020,PROMISED_LATE,93,2026-05-07,SCN543640,2026-02-15,PORTAL,2
4500000189,00030,MISSING,0,2026-04-28,,,,1
4500000189,00040,ACKNOWLEDGED,751,2026-05-12,SCN701915,2026-02-17,EMAIL,1
4500000189,00050,PROMISED_LATE,44,2026-03-28,SCN286614,2026-02-15,PHONE_NOTE,2
4500000189,00060,ACKNOWLEDGED,242,2026-05-13,SCN305875,2026-02-15,EDI,1
4500000190,00010,MISSING,0,2026-08-01,,,,0
4500000190,00020,QTY_DISPUTE,841,2026-06-11,SCN633001,2026-05-23,PHONE_NOTE,0
4500000190,00030,ACKNOWLEDGED,31,2026-08-11,SCN222112,2026-05-29,EDI,0
4500000190,00040,ACKNOWLEDGED,393,2026-08-09,SCN872621,2026-05-24,PORTAL,0
4500000190,00050,PROMISED_LATE,1825,2026-06-26,SCN836878,2026-05-23,PORTAL,4
4500000191,00010,ACKNOWLEDGED,12,2026-06-14,SCN941963,2026-05-23,REGRELLO,0
4500000191,00020,MISSING,0,2026-05-24,,,,4
4500000191,00030,ACKNOWLEDGED,7,2026-06-01,SCN927903,2026-05-27,EDI,2
4500000191,00040,QTY_DISPUTE,661,2026-07-07,SCN736446,2026-05-20,REGRELLO,2
4500000192,00010,PROMISED_LATE,965,2026-04-02,SCN823170,2026-02-10,EMAIL,1
4500000192,00020,PARTIAL,30,2026-03-29,SCN754851,2026-02-17,PORTAL,3
4500000192,00030,ACKNOWLEDGED,7,2026-03-14,SCN277836,2026-02-19,EMAIL,2
4500000192,00040,ACKNOWLEDGED,12,2026-05-08,SCN431705,2026-02-14,EDI,1
4500000193,00010,ACKNOWLEDGED,394,2026-07-15,SCN635325,2026-05-20,EMAIL,2
4500000193,00020,PARTIAL,461,2026-08-05,SCN985016,2026-05-16,REGRELLO,0
4500000194,00010,MISSING,0,2026-06-01,,,,2
4500000195,00010,PRICE_DISPUTE,1414,2026-03-03,SCN745922,2026-02-06,EDI,0
4500000196,00010,MISSING,0,2026-07-13,,,,1
4500000196,00020,MISSING,0,2026-07-14,,,,1
4500000197,00010,MISSING,0,2026-04-27,,,,2
4500000198,00010,MISSING,0,2026-06-21,,,,3
4500000198,00020,MISSING,0,2026-06-20,,,,1
4500000198,00030,MISSING,0,2026-07-24,,,,1
4500000198,00040,PARTIAL,1258,2026-06-28,SCN251157,2026-05-15,EMAIL,3
4500000199,00010,MISSING,0,2026-06-21,,,,1
4500000199,00020,ACKNOWLEDGED,1360,2026-06-04,SCN256990,2026-06-04,EDI,0
4500000199,00030,MISSING,0,2026-08-09,,,,5
4500000200,00010,PROMISED_LATE,819,2026-08-07,SCN898638,2026-05-22,EMAIL,3
4500000200,00020,PROMISED_LATE,1311,2026-07-24,SCN351164,2026-05-24,REGRELLO,1
4500000200,00030,ACKNOWLEDGED,9,2026-06-01,SCN199302,2026-05-23,PHONE_NOTE,2
4500000200,00040,PROMISED_LATE,3206,2026-09-01,SCN634694,2026-05-24,PORTAL,3
4500000200,00050,ACKNOWLEDGED,57,2026-08-04,SCN604638,2026-05-21,EMAIL,0
4500000200,00060,ACKNOWLEDGED,266,2026-08-12,SCN719163,2026-05-18,EDI,2
4500000200,00070,ACKNOWLEDGED,332,2026-08-05,SCN742110,2026-05-15,EMAIL,0
4500000201,00010,MISSING,0,2026-05-18,,,,5
4500000201,00020,ACKNOWLEDGED,41,2026-03-23,SCN750394,2026-03-21,PORTAL,2
4500000201,00030,PARTIAL,866,2026-05-12,SCN184349,2026-03-15,REGRELLO,4
4500000201,00040,PROMISED_LATE,294,2026-04-22,SCN404183,2026-03-18,EDI,4
4500000201,00050,MISSING,0,2026-04-11,,,,4
4500000202,00010,ACKNOWLEDGED,98,2026-05-30,SCN649037,2026-05-09,EDI,2
4500000203,00010,ACKNOWLEDGED,44,2026-05-20,SCN523986,2026-03-17,EMAIL,0
4500000203,00020,ACKNOWLEDGED,1108,2026-05-13,SCN829279,2026-03-21,PORTAL,0
4500000203,00030,REJECTED,70,,SCN258948,2026-03-19,EMAIL,0
4500000203,00040,PARTIAL,22,2026-04-21,SCN859569,2026-03-26,REGRELLO,4
4500000203,00050,MISSING,0,2026-06-08,,,,1
4500000204,00010,MISSING,0,2026-04-15,,,,2
4500000204,00020,MISSING,0,2026-03-27,,,,4
4500000204,00030,ACKNOWLEDGED,1409,2026-03-26,SCN531133,2026-02-08,REGRELLO,2
4500000204,00040,ACKNOWLEDGED,4,2026-04-18,SCN997179,2026-02-03,PHONE_NOTE,1
4500000204,00050,QTY_DISPUTE,188,2026-04-17,SCN173855,2026-02-07,PHONE_NOTE,2
4500000204,00060,PROMISED_LATE,415,2026-04-04,SCN987197,2026-01-31,EDI,1
4500000204,00070,ACKNOWLEDGED,63,2026-05-03,SCN210222,2026-02-03,REGRELLO,1
4500000205,00010,MISSING,0,2026-03-21,,,,0
4500000205,00020,MISSING,0,2026-05-21,,,,4
4500000206,00010,MISSING,0,2026-06-25,,,,0
4500000207,00010,ACKNOWLEDGED,1821,2026-07-10,SCN577519,2026-04-24,PORTAL,1
4500000207,00020,ACKNOWLEDGED,1135,2026-07-16,SCN781755,2026-04-26,EDI,2
4500000207,00030,PROMISED_LATE,161,2026-07-26,SCN320245,2026-04-23,PORTAL,0
4500000208,00010,ACKNOWLEDGED,124,2026-08-02,SCN733446,2026-05-29,PHONE_NOTE,1
4500000208,00020,PARTIAL,1627,2026-07-19,SCN796529,2026-05-25,REGRELLO,3
4500000208,00030,MISSING,0,2026-06-18,,,,4
4500000208,00040,PRICE_DISPUTE,106,2026-06-01,SCN796093,2026-05-25,PORTAL,1
4500000208,00050,MISSING,0,2026-08-16,,,,4
4500000208,00060,ACKNOWLEDGED,545,2026-07-13,SCN811298,2026-05-25,EDI,1
4500000208,00070,ACKNOWLEDGED,9,2026-07-05,SCN479342,2026-06-02,PHONE_NOTE,1
4500000209,00010,REJECTED,304,,SCN640640,2026-03-16,EDI,2
4500000210,00010,PARTIAL,1020,2026-07-05,SCN788006,2026-05-27,PHONE_NOTE,0
4500000210,00020,MISSING,0,2026-07-31,,,,2
4500000211,00010,MISSING,0,2026-04-20,,,,2
4500000211,00020,PARTIAL,182,2026-03-06,SCN371645,2026-02-16,EDI,1
4500000211,00030,ACKNOWLEDGED,174,2026-05-11,SCN271896,2026-02-22,EMAIL,0
4500000211,00040,PROMISED_LATE,16,2026-06-01,SCN703049,2026-02-15,PHONE_NOTE,2
4500000211,00050,MISSING,0,2026-04-23,,,,4
4500000212,00010,ACKNOWLEDGED,1304,2026-07-10,SCN694515,2026-04-18,PORTAL,0
4500000212,00020,ACKNOWLEDGED,89,2026-06-09,SCN123501,2026-04-18,REGRELLO,2
4500000212,00030,PROMISED_LATE,83,2026-06-02,SCN162436,2026-04-23,EDI,3
4500000213,00010,ACKNOWLEDGED,199,2026-05-10,SCN987560,2026-03-04,REGRELLO,2
4500000213,00020,MISSING,0,2026-03-11,,,,4
4500000214,00010,ACKNOWLEDGED,15,2026-06-18,SCN735787,2026-03-25,EDI,1
4500000214,00020,ACKNOWLEDGED,19,2026-03-30,SCN833872,2026-03-28,EMAIL,0
4500000214,00030,PROMISED_LATE,10,2026-05-03,SCN593377,2026-03-22,PORTAL,3
4500000214,00040,ACKNOWLEDGED,678,2026-04-14,SCN923442,2026-04-01,EDI,2
4500000214,00050,ACKNOWLEDGED,425,2026-04-05,SCN619606,2026-03-22,REGRELLO,1
4500000214,00060,PROMISED_LATE,15,2026-07-03,SCN715710,2026-03-26,PORTAL,1
4500000215,00010,PARTIAL,208,2026-07-13,SCN805077,2026-05-24,EDI,2
4500000215,00020,ACKNOWLEDGED,802,2026-07-15,SCN218122,2026-05-28,EMAIL,0
4500000215,00030,ACKNOWLEDGED,136,2026-07-19,SCN761211,2026-06-01,REGRELLO,0
4500000215,00040,ACKNOWLEDGED,336,2026-07-15,SCN621759,2026-05-27,PORTAL,0
4500000215,00050,ACKNOWLEDGED,953,2026-08-05,SCN528763,2026-06-03,REGRELLO,0
4500000215,00060,MISSING,0,2026-08-12,,,,2
4500000215,00070,PROMISED_LATE,1455,2026-09-13,SCN785188,2026-05-29,PORTAL,4
4500000216,00010,PRICE_DISPUTE,16,2026-07-11,SCN523568,2026-05-13,EMAIL,2
4500000217,00010,ACKNOWLEDGED,12,2026-02-28,SCN287435,2026-02-05,EDI,0
4500000217,00020,ACKNOWLEDGED,159,2026-05-02,SCN545121,2026-02-07,EDI,1
4500000217,00030,ACKNOWLEDGED,183,2026-03-22,SCN931978,2026-02-09,PHONE_NOTE,2
4500000218,00010,PROMISED_LATE,775,2026-06-28,SCN931586,2026-03-28,EMAIL,3
4500000218,00020,PARTIAL,1373,2026-06-19,SCN117256,2026-04-04,REGRELLO,0
4500000218,00030,ACKNOWLEDGED,162,2026-04-05,SCN412929,2026-03-29,EMAIL,1
4500000218,00040,PROMISED_LATE,18,2026-05-25,SCN495093,2026-03-28,PHONE_NOTE,0
4500000218,00050,ACKNOWLEDGED,150,2026-04-15,SCN157077,2026-03-25,EDI,1
4500000218,00060,MISSING,0,2026-06-08,,,,2
4500000218,00070,ACKNOWLEDGED,218,2026-04-15,SCN455677,2026-03-26,PORTAL,2
4500000219,00010,ACKNOWLEDGED,1473,2026-05-27,SCN151082,2026-03-10,PHONE_NOTE,1
4500000219,00020,PROMISED_LATE,41,2026-05-05,SCN975522,2026-03-20,PORTAL,4
4500000219,00030,ACKNOWLEDGED,95,2026-05-13,SCN265284,2026-03-10,EMAIL,2
4500000219,00040,PARTIAL,74,2026-04-08,SCN575051,2026-03-19,REGRELLO,1
4500000220,00010,ACKNOWLEDGED,988,2026-07-05,SCN743512,2026-04-21,EMAIL,0
4500000220,00020,ACKNOWLEDGED,1802,2026-05-01,SCN806621,2026-04-11,REGRELLO,2
4500000220,00030,ACKNOWLEDGED,636,2026-04-24,SCN964134,2026-04-15,PORTAL,0
4500000221,00010,MISSING,0,2026-05-28,,,,3
4500000221,00020,PROMISED_LATE,30,2026-05-30,SCN468097,2026-04-22,EDI,2
4500000222,00010,ACKNOWLEDGED,47,2026-08-11,SCN408907,2026-05-12,REGRELLO,1
4500000222,00020,REJECTED,52,,SCN849051,2026-05-15,EDI,1
4500000222,00030,MISSING,0,2026-07-02,,,,3
4500000222,00040,REJECTED,2910,,SCN104313,2026-05-17,EMAIL,1
4500000222,00050,ACKNOWLEDGED,27,2026-07-20,SCN282145,2026-05-12,PORTAL,2
4500000222,00060,REJECTED,149,,SCN137100,2026-05-14,REGRELLO,2
4500000223,00010,PROMISED_LATE,14,2026-06-04,SCN670349,2026-02-23,EDI,4
4500000223,00020,MISSING,0,2026-05-21,,,,5
4500000223,00030,PRICE_DISPUTE,1828,2026-05-14,SCN121307,2026-03-01,REGRELLO,2
4500000223,00040,ACKNOWLEDGED,4,2026-03-26,SCN522365,2026-02-24,EDI,1
4500000224,00010,ACKNOWLEDGED,35,2026-05-14,SCN552726,2026-03-22,PORTAL,1
4500000224,00020,PROMISED_LATE,57,2026-05-23,SCN829472,2026-03-18,REGRELLO,4
4500000224,00030,PRICE_DISPUTE,787,2026-04-02,SCN167717,2026-03-20,EMAIL,1
4500000224,00040,MISSING,0,2026-03-29,,,,0
4500000224,00050,MISSING,0,2026-03-21,,,,3
4500000224,00060,ACKNOWLEDGED,59,2026-06-04,SCN795517,2026-03-20,EMAIL,1
4500000224,00070,PROMISED_LATE,235,2026-06-26,SCN671366,2026-03-18,PHONE_NOTE,5
4500000225,00010,ACKNOWLEDGED,29,2026-05-24,SCN686183,2026-04-24,PORTAL,2
