po_number,document_type,company_code,purchasing_org,purchasing_group,supplier_id,po_date,currency,created_by,release_status,header_status,payment_terms,incoterms,last_change_date
4500000420,NB,2000,CA01,B02,S100015,2026-03-24,USD,LGARCIA,RELEASED,PARTIAL,NET30,FCA,2026-04-08
4500000421,NB,2000,MX01,B01,S100048,2026-03-19,USD,LGARCIA,RELEASED,PARTIAL,NET45,DDP,2026-04-04
4500000422,NB,2000,US01,B02,S100020,2026-05-13,USD,LGARCIA,RELEASED,OPEN,NET45,FOB,2026-05-28
4500000423,NB,1000,US01,B04,S100012,2026-05-19,USD,APATEL,RELEASED,OPEN,NET60,DDP,2026-05-21
4500000424,NB,1000,CA01,B02,S100046,2026-05-03,USD,SYSTEM,RELEASED,OPEN,2%10NET30,EXW,2026-05-23
4500000425,NB,1000,MX01,B02,S100049,2026-02-06,USD,APATEL,RELEASED,CLOSED,2%10NET30,FOB,2026-02-18
4500000426,NB,3000,MX01,B02,S100012,2026-05-03,CAD,LGARCIA,BLOCKED,OPEN,NET60,DDP,2026-05-14
4500000427,NB,1000,MX01,B03,S100049,2026-05-11,USD,MWONG,RELEASED,PARTIAL,2%10NET30,FOB,2026-05-28
4500000428,NB,2000,CA01,B03,S100035,2026-05-22,USD,APATEL,RELEASED,OPEN,NET45,DDP,2026-05-25
4500000429,NB,1000,MX01,B02,S100005,2026-04-04,USD,MWONG,BLOCKED,PARTIAL,NET45,EXW,2026-04-20
4500000430,NB,2000,MX01,B01,S100018,2026-03-01,USD,APATEL,RELEASED,CANCELLED,2%10NET30,DAP,2026-03-21
4500000431,NB,3000,MX01,B04,S100008,2026-02-03,CAD,SYSTEM,RELEASED,OPEN,NET60,FCA,2026-02-20
4500000432,NB,3000,CA01,B03,S100025,2026-03-02,CAD,LGARCIA,RELEASED,OPEN,NET45,EXW,2026-03-11
4500000433,NB,1000,US01,B01,S100004,2026-03-27,USD,MWONG,RELEASED,OPEN,NET30,FCA,2026-03-29
4500000434,NB,3000,MX01,B01,S100034,2026-03-13,CAD,JSMITH,RELEASED,OPEN,NET45,EXW,2026-03-16
4500000435,NB,1000,MX01,B03,S100042,2026-05-11,USD,JSMITH,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-19
4500000436,NB,3000,MX01,B02,S100033,2026-05-18,CAD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-30
4500000437,NB,2000,CA01,B02,S100048,2026-02-01,USD,APATEL,RELEASED,PARTIAL,NET45,DDP,2026-02-17
4500000438,UB,3000,MX01,B04,S100050,2026-05-25,CAD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-05-30
4500000439,NB,3000,CA01,B01,S100042,2026-02-03,CAD,LGARCIA,RELEASED,OPEN,2%10NET30,DAP,2026-02-10
4500000440,NB,3000,US01,B03,S100019,2026-05-08,CAD,MWONG,RELEASED,CANCELLED,NET45,FCA,2026-05-12
4500000441,NB,1000,CA01,B04,S100020,2026-05-13,USD,LGARCIA,RELEASED,CLOSED,NET45,FOB,2026-05-22
4500000442,NB,2000,US01,B03,S100010,2026-02-14,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-03-05
4500000443,NB,2000,US01,B02,S100025,2026-03-07,USD,JSMITH,RELEASED,OPEN,NET45,EXW,2026-03-19
4500000444,NB,3000,MX01,B04,S100009,2026-03-30,CAD,APATEL,RELEASED,OPEN,NET60,FOB,2026-04-05
4500000445,NB,2000,MX01,B01,S100017,2026-02-10,USD,APATEL,RELEASED,PARTIAL,NET30,FCA,2026-03-01
4500000446,NB,1000,US01,B04,S100008,2026-05-11,USD,SYSTEM,IN_APPROVAL,OPEN,NET60,FCA,2026-05-12
4500000447,NB,3000,US01,B01,S100014,2026-03-20,CAD,JSMITH,RELEASED,PARTIAL,2%10NET30,DAP,2026-03-27
4500000448,NB,1000,CA01,B03,S100034,2026-02-19,USD,APATEL,RELEASED,OPEN,NET45,EXW,2026-02-20
4500000449,NB,3000,US01,B04,S100007,2026-02-07,CAD,LGARCIA,RELEASED,CLOSED,2%10NET30,FCA,2026-02-12
4500000450,NB,2000,MX01,B01,S100018,2026-05-09,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-05-29
4500000451,NB,2000,MX01,B01,S100032,2026-04-11,USD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-04-28
4500000452,NB,2000,CA01,B03,S100010,2026-05-04,USD,APATEL,RELEASED,OPEN,2%10NET30,FOB,2026-05-24
4500000453,NB,3000,US01,B01,S100026,2026-03-25,CAD,MWONG,RELEASED,PARTIAL,2%10NET30,DDP,2026-04-02
4500000454,NB,3000,US01,B04,S100002,2026-04-21,CAD,JSMITH,RELEASED,OPEN,NET30,DAP,2026-04-29
4500000455,NB,3000,MX01,B04,S100023,2026-01-30,CAD,LGARCIA,RELEASED,CANCELLED,NET45,DAP,2026-02-11
4500000456,NB,2000,US01,B04,S100025,2026-05-26,USD,APATEL,RELEASED,OPEN,NET45,EXW,2026-06-04
4500000457,NB,2000,US01,B04,S100034,2026-04-03,USD,JSMITH,RELEASED,OPEN,NET45,EXW,2026-04-17
4500000458,NB,1000,CA01,B03,S100035,2026-02-14,USD,LGARCIA,RELEASED,OPEN,NET45,DDP,2026-02-28
4500000459,NB,2000,CA01,B04,S100019,2026-02-07,USD,APATEL,RELEASED,CANCELLED,NET45,FCA,2026-02-17
4500000460,NB,1000,MX01,B04,S100021,2026-03-13,USD,MWONG,RELEASED,OPEN,2%10NET30,FOB,2026-03-28
4500000461,NB,1000,MX01,B04,S100035,2026-05-13,USD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-05-13
4500000462,NB,3000,US01,B04,S100038,2026-02-20,CAD,JSMITH,RELEASED,PARTIAL,NET45,FOB,2026-02-24
4500000463,NB,3000,MX01,B04,S100017,2026-04-28,CAD,SYSTEM,RELEASED,OPEN,NET30,FCA,2026-05-03
4500000464,NB,1000,CA01,B02,S100038,2026-04-26,USD,APATEL,RELEASED,PARTIAL,NET45,FOB,2026-05-15
4500000465,NB,3000,CA01,B04,S100002,2026-05-03,CAD,JSMITH,RELEASED,PARTIAL,NET30,DAP,2026-05-18
4500000466,NB,2000,CA01,B03,S100037,2026-04-28,USD,SYSTEM,RELEASED,PARTIAL,2%10NET30,DDP,2026-05-10
4500000467,NB,3000,CA01,B01,S100016,2026-02-13,CAD,JSMITH,RELEASED,OPEN,NET45,DAP,2026-02-24
4500000468,NB,3000,CA01,B01,S100018,2026-05-01,CAD,APATEL,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-11
4500000469,NB,1000,CA01,B03,S100008,2026-04-02,USD,MWONG,RELEASED,PARTIAL,NET60,FCA,2026-04-10
4500000470,NB,2000,MX01,B03,S100019,2026-03-16,USD,APATEL,RELEASED,PARTIAL,NET45,FCA,2026-03-29
4500000471,NB,1000,MX01,B01,S100014,2026-01-31,USD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-02-13
4500000472,NB,1000,MX01,B03,S100015,2026-03-19,USD,MWONG,IN_APPROVAL,PARTIAL,NET30,FCA,2026-03-19
4500000473,NB,2000,MX01,B04,S100042,2026-04-30,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-05-15
4500000474,NB,2000,MX01,B01,S100021,2026-03-07,USD,SYSTEM,RELEASED,PARTIAL,2%10NET30,FOB,2026-03-21
4500000475,UB,3000,CA01,B04,S100033,2026-02-26,CAD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-03-13
4500000476,NB,1000,CA01,B01,S100015,2026-03-12,USD,APATEL,RELEASED,OPEN,NET30,FCA,2026-03-18
4500000477,NB,2000,CA01,B01,S100024,2026-02-16,USD,APATEL,BLOCKED,CLOSED,2%10NET30,FOB,2026-02-18
4500000478,NB,2000,CA01,B04,S100016,2026-05-01,USD,MWONG,RELEASED,PARTIAL,NET45,DAP,2026-05-05
4500000479,NB,2000,MX01,B03,S100005,2026-05-20,USD,SYSTEM,RELEASED,OPEN,NET45,EXW,2026-06-07
4500000480,NB,2000,US01,B01,S100035,2026-02-14,USD,JSMITH,BLOCKED,OPEN,NET45,DDP,2026-02-27
4500000481,NB,2000,MX01,B02,S100009,2026-04-22,USD,LGARCIA,RELEASED,CLOSED,NET60,FOB,2026-05-08
4500000482,FO,2000,US01,B04,S100014,2026-04-04,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-04-04
4500000483,NB,2000,MX01,B04,S100028,2026-03-10,USD,LGARCIA,RELEASED,OPEN,2%10NET30,EXW,2026-03-18
4500000484,NB,3000,MX01,B04,S100035,2026-04-17,CAD,APATEL,IN_APPROVAL,PARTIAL,NET45,DDP,2026-04-28
4500000485,FO,1000,US01,B01,S100031,2026-04-08,USD,APATEL,RELEASED,CLOSED,NET45,DDP,2026-04-15
4500000486,NB,2000,US01,B03,S100039,2026-04-11,USD,APATEL,RELEASED,PARTIAL,NET45,DDP,2026-04-15
4500000487,NB,3000,MX01,B01,S100023,2026-03-29,CAD,JSMITH,RELEASED,PARTIAL,NET45,DAP,2026-04-18
4500000488,NB,1000,CA01,B01,S100036,2026-04-10,USD,SYSTEM,IN_APPROVAL,PARTIAL,NET60,FOB,2026-04-10
4500000489,NB,3000,MX01,B02,S100015,2026-03-30,CAD,LGARCIA,RELEASED,CLOSED,NET30,FCA,2026-04-16
4500000490,NB,1000,CA01,B03,S100005,2026-02-04,USD,MWONG,IN_APPROVAL,PARTIAL,NET45,EXW,2026-02-10
4500000491,NB,2000,MX01,B04,S100028,2026-05-07,USD,APATEL,RELEASED,CLOSED,2%10NET30,EXW,2026-05-20
4500000492,NB,3000,MX01,B02,S100027,2026-03-09,CAD,JSMITH,RELEASED,PARTIAL,2%10NET30,FOB,2026-03-24
4500000493,NB,3000,CA01,B03,S100032,2026-02-23,CAD,MWONG,RELEASED,OPEN,2%10NET30,DAP,2026-02-25
4500000494,NB,3000,CA01,B04,S100027,2026-02-26,CAD,SYSTEM,RELEASED,PARTIAL,2%10NET30,FOB,2026-03-07
4500000495,NB,2000,US01,B01,S100002,2026-04-03,USD,SYSTEM,RELEASED,OPEN,NET30,DAP,2026-04-12
4500000496,NB,2000,MX01,B03,S100046,2026-05-22,USD,LGARCIA,IN_APPROVAL,OPEN,2%10NET30,EXW,2026-05-27
4500000497,NB,3000,CA01,B04,S100008,2026-02-24,CAD,JSMITH,RELEASED,OPEN,NET60,FCA,2026-03-03
4500000498,NB,2000,MX01,B02,S100035,2026-03-17,USD,SYSTEM,RELEASED,CLOSED,NET45,DDP,2026-03-25
4500000499,NB,3000,CA01,B03,S100039,2026-04-11,CAD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-04-13
4500000500,FO,1000,MX01,B02,S100020,2026-03-24,USD,LGARCIA,RELEASED,CLOSED,NET45,FOB,2026-03-31
