material_id,plant,storage_location,unrestricted_stock,quality_stock,blocked_stock,in_transit_stock,last_count_date,cycle_count_indicator,rfid_detected_qty
M500013,KCH1,QI01,0,39,0,0,2026-05-02,C,0
M500013,KCH1,BLK1,111,0,0,0,2026-05-01,A,108
M500013,KCH1,REC1,0,0,0,0,2026-04-04,B,12
M500140,PHX1,0001,0,0,0,0,2026-03-13,C,-3
M500140,PHX1,0002,0,0,0,0,2026-03-17,B,0
M500140,PHX1,QI01,186,0,0,0,2026-04-01,A,186
M500140,PHX1,BLK1,294,0,0,0,2026-05-14,B,291
M500140,PHX1,REC1,175,0,0,0,2026-03-15,C,187
M500215,DAL1,0001,101,0,0,0,2026-05-14,A,98
M500215,DAL1,0002,379,0,0,0,2026-03-01,A,379
M500215,DAL1,QI01,204,0,0,9,2026-04-30,B,209
M500215,DAL1,BLK1,243,0,0,0,2026-05-22,C,240
M500215,DAL1,REC1,0,0,0,45,2026-04-13,B,0
M500143,MTY1,0001,0,0,0,0,2026-02-13,B,-3
M500143,MTY1,0002,395,0,0,0,2026-05-25,C,395
M500143,MTY1,QI01,0,0,0,0,2026-04-11,C,5
M500143,MTY1,BLK1,59,0,36,0,2026-05-21,C,71
M500143,MTY1,REC1,168,0,0,0,2026-02-25,C,168
M500202,MTY1,0001,0,0,0,0,2026-05-08,C,12
M500202,MTY1,0002,391,0,0,0,2026-03-06,C,388
M500202,MTY1,QI01,168,163,0,0,2026-04-13,C,168
M500202,MTY1,BLK1,280,0,0,4,2026-05-13,B,277
M500202,MTY1,REC1,55,0,0,0,2026-03-13,C,60
M500211,AUS1,0001,771,0,0,0,2026-02-14,A,771
M500211,AUS1,0002,351,0,0,0,2026-02-22,B,351
M500211,AUS1,QI01,699,193,0,0,2026-05-06,C,704
M500211,AUS1,BLK1,446,0,68,0,2026-03-05,C,446
M500211,AUS1,REC1,10,0,0,0,2026-04-22,B,10
M500097,KCH1,0001,325,0,0,0,2026-05-01,A,325
M500097,KCH1,0002,531,0,0,0,2026-05-07,A,531
M500097,KCH1,QI01,324,0,0,0,2026-03-03,A,321
M500097,KCH1,BLK1,614,0,117,0,2026-02-08,C,611
M500097,KCH1,REC1,194,0,0,0,2026-05-10,C,199
M500267,KCH1,0001,267,0,0,0,2026-02-04,C,272
M500267,KCH1,0002,455,0,0,0,2026-02-24,C,455
M500267,KCH1,QI01,564,148,0,0,2026-02-21,B,561
M500267,KCH1,BLK1,0,0,65,0,2026-05-27,B,0
M500267,KCH1,REC1,0,0,0,15,2026-02-15,C,-3
M500194,KCH1,0001,407,0,0,0,2026-05-02,C,412
M500194,KCH1,0002,359,0,0,0,2026-03-28,A,359
M500194,KCH1,QI01,170,155,0,142,2026-05-19,B,170
M500194,KCH1,BLK1,204,0,113,0,2026-05-16,B,204
M500194,KCH1,REC1,0,0,0,0,2026-04-03,A,12
M500159,AUS1,0001,490,0,0,0,2026-03-18,C,487
M500159,AUS1,0002,66,0,0,0,2026-05-10,B,78
M500159,AUS1,QI01,0,0,0,0,2026-04-26,B,0
M500159,AUS1,BLK1,0,0,14,0,2026-05-25,B,5
M500159,AUS1,REC1,38,0,0,0,2026-04-20,A,43
M500057,DAL1,0001,0,0,0,0,2026-03-30,C,5
M500057,DAL1,0002,537,0,0,0,2026-02-24,B,542
M500057,DAL1,QI01,109,49,0,0,2026-05-23,C,109
M500057,DAL1,BLK1,0,0,0,0,2026-04-23,C,0
M500057,DAL1,REC1,402,0,0,16,2026-01-28,C,414
M500066,KCH1,0001,58,0,0,0,2026-02-27,B,70
M500066,KCH1,0002,0,0,0,22,2026-03-05,C,0
M500066,KCH1,QI01,0,14,0,0,2026-04-11,C,0
M500066,KCH1,BLK1,0,0,75,0,2026-05-16,C,0
M500066,KCH1,REC1,0,0,0,0,2026-04-03,C,0
M500204,AUS1,0001,233,0,0,2,2026-04-20,C,230
M500204,AUS1,0002,162,0,0,0,2026-02-26,A,167
M500204,AUS1,QI01,0,168,0,0,2026-03-10,A,5
M500204,AUS1,BLK1,0,0,20,0,2026-03-17,B,12
M500204,AUS1,REC1,24,0,0,0,2026-04-06,A,24
M500278,AUS1,0001,563,0,0,72,2026-02-22,C,575
M500278,AUS1,0002,908,0,0,0,2026-05-23,B,908
M500278,AUS1,QI01,144,118,0,0,2026-05-17,C,156
M500278,AUS1,BLK1,445,0,125,0,2026-02-01,C,450
M500278,AUS1,REC1,43,0,0,0,2026-04-23,B,43
M500031,DAL1,0001,0,0,0,0,2026-05-19,A,5
M500031,DAL1,0002,213,0,0,0,2026-02-28,C,213
M500031,DAL1,QI01,0,0,0,0,2026-04-09,A,-3
M500031,DAL1,BLK1,0,0,0,0,2026-03-12,C,0
M500031,DAL1,REC1,361,0,0,121,2026-04-18,B,361
M500038,PHX1,0001,316,0,0,0,2026-03-10,B,316
M500038,PHX1,0002,335,0,0,0,2026-04-09,B,335
M500038,PHX1,QI01,0,0,0,0,2026-05-06,B,12
M500038,PHX1,BLK1,289,0,0,0,2026-02-17,C,289
M500038,PHX1,REC1,17,0,0,81,2026-03-26,B,22
M500135,MTY1,0001,347,0,0,0,2026-05-14,C,347
M500135,MTY1,0002,294,0,0,0,2026-05-09,B,291
M500135,MTY1,QI01,503,199,0,44,2026-05-08,B,503
M500135,MTY1,BLK1,0,0,0,0,2026-02-09,A,0
M500135,MTY1,REC1,295,0,0,0,2026-02-16,B,300
M500043,AUS1,0001,461,0,0,0,2026-03-19,B,461
M500043,AUS1,0002,577,0,0,0,2026-05-07,C,589
M500043,AUS1,QI01,0,0,0,0,2026-05-03,C,-3
M500043,AUS1,BLK1,115,0,79,0,2026-03-10,C,115
M500043,AUS1,REC1,254,0,0,0,2026-03-18,C,259
M500123,MTY1,0001,75,0,0,0,2026-04-20,B,75
M500123,MTY1,0002,464,0,0,0,2026-04-12,C,461
M500123,MTY1,QI01,170,0,0,0,2026-05-12,A,170
M500123,MTY1,BLK1,0,0,0,0,2026-02-01,C,5
M500123,MTY1,REC1,13,0,0,0,2026-05-07,C,25
M500193,MTY1,0001,35,0,0,0,2026-04-22,C,35
M500193,MTY1,0002,0,0,0,0,2026-03-01,C,0
M500193,MTY1,QI01,371,75,0,0,2026-04-18,C,368
M500193,MTY1,BLK1,0,0,201,0,2026-02-22,C,0
M500193,MTY1,REC1,0,0,0,0,2026-03-21,A,12
M500251,MTY1,0001,62,0,0,0,2026-03-31,C,62
M500251,MTY1,0002,501,0,0,0,2026-04-10,B,501
M500251,MTY1,QI01,0,111,0,0,2026-04-08,C,0
M500251,MTY1,BLK1,0,0,0,0,2026-05-04,C,5
M500251,MTY1,REC1,0,0,0,0,2026-03-14,C,0
M500064,AUS1,0001,251,0,0,25,2026-05-18,B,263
M500064,AUS1,0002,0,0,0,0,2026-03-11,B,-3
M500064,AUS1,QI01,0,20,0,0,2026-03-18,C,0
M500064,AUS1,BLK1,1,0,85,11,2026-02-22,C,-2
M500064,AUS1,REC1,292,0,0,37,2026-03-07,C,297
M500270,DAL1,0001,381,0,0,0,2026-04-14,C,381
M500270,DAL1,0002,490,0,0,0,2026-03-19,B,495
M500270,DAL1,QI01,348,0,0,0,2026-03-21,A,345
M500270,DAL1,BLK1,937,0,0,0,2026-05-25,B,949
M500270,DAL1,REC1,270,0,0,5,2026-03-18,C,282
M500040,DAL1,0001,0,0,0,0,2026-05-21,C,0
M500040,DAL1,0002,0,0,0,65,2026-02-11,B,0
M500040,DAL1,QI01,144,64,0,0,2026-02-25,B,141
M500040,DAL1,BLK1,221,0,0,0,2026-05-20,A,221
M500040,DAL1,REC1,0,0,0,0,2026-05-13,C,0
M500289,KCH1,0001,200,0,0,0,2026-03-29,C,205
M500289,KCH1,0002,332,0,0,38,2026-02-10,B,332
M500289,KCH1,QI01,244,0,0,255,2026-03-12,B,249
M500289,KCH1,BLK1,0,0,91,0,2026-02-02,B,0
M500289,KCH1,REC1,424,0,0,0,2026-04-13,A,436
M500228,MTY1,0001,32,0,0,0,2026-05-24,B,32
M500228,MTY1,0002,0,0,0,0,2026-03-25,C,12
M500228,MTY1,QI01,0,0,0,0,2026-05-14,B,0
M500228,MTY1,BLK1,0,0,29,0,2026-04-05,C,0
M500228,MTY1,REC1,113,0,0,0,2026-05-10,C,110
M500009,AUS1,0001,0,0,0,0,2026-03-03,A,0
M500009,AUS1,0002,1108,0,0,0,2026-05-17,A,1108
M500009,AUS1,QI01,0,183,0,43,2026-04-18,C,0
M500009,AUS1,BLK1,0,0,137,13,2026-04-13,B,-3
M500009,AUS1,REC1,848,0,0,0,2026-03-22,A,853
M500210,DAL1,0001,518,0,0,94,2026-04-30,C,515
M500210,DAL1,0002,0,0,0,0,2026-05-14,A,-3
M500210,DAL1,QI01,137,0,0,305,2026-04-22,C,134
M500210,DAL1,BLK1,486,0,50,0,2026-05-02,B,486
M500210,DAL1,REC1,0,0,0,0,2026-03-21,A,0
M500142,AUS1,0001,32,0,0,0,2026-04-05,B,37
M500142,AUS1,0002,0,0,0,0,2026-04-07,B,5
M500142,AUS1,QI01,0,10,0,31,2026-05-08,B,-3
M500142,AUS1,BLK1,0,0,0,0,2026-04-13,C,12
M500142,AUS1,REC1,26,0,0,0,2026-04-28,B,26
M500148,MTY1,0001,16,0,0,0,2026-04-13,A,21
M500148,MTY1,0002,0,0,0,0,2026-03-23,A,5
M500148,MTY1,QI01,262,54,0,10,2026-02-22,B,267
M500148,MTY1,BLK1,0,0,43,0,2026-04-23,C,0
M500148,MTY1,REC1,0,0,0,0,2026-02-23,A,0
M500177,DAL1,0001,0,0,0,0,2026-05-06,C,0
M500177,DAL1,0002,0,0,0,0,2026-05-03,C,5
M500177,DAL1,QI01,542,0,0,0,2026-02-12,C,542
M500177,DAL1,BLK1,258,0,85,0,2026-05-17,B,258
M500177,DAL1,REC1,0,0,0,0,2026-05-10,C,0
M500160,MTY1,0001,0,0,0,0,2026-05-26,C,5
M500160,MTY1,0002,50,0,0,0,2026-05-07,B,50
M500160,MTY1,QI01,31,0,0,0,2026-02-18,C,36
M500160,MTY1,BLK1,153,0,0,106,2026-03-25,A,150
M500160,MTY1,REC1,259,0,0,0,2026-02-03,A,259
M500184,AUS1,0001,0,0,0,0,2026-03-18,A,0
M500184,AUS1,0002,0,0,0,0,2026-03-23,A,5
M500184,AUS1,QI01,0,97,0,0,2026-04-22,C,5
M500184,AUS1,BLK1,0,0,78,0,2026-04-20,A,5
M500184,AUS1,REC1,457,0,0,0,2026-04-17,C,457
M500127,DAL1,0001,566,0,0,0,2026-05-27,C,563
M500127,DAL1,0002,0,0,0,0,2026-02-28,A,0
M500127,DAL1,QI01,0,0,0,0,2026-02-07,B,0
M500127,DAL1,BLK1,165,0,0,0,2026-02-22,B,165
M500127,DAL1,REC1,306,0,0,106,2026-03-02,A,306
M500030,MTY1,0001,56,0,0,0,2026-04-12,C,56
M500030,MTY1,0002,1,0,0,0,2026-03-20,B,1
M500030,MTY1,QI01,332,0,0,0,2026-04-05,C,332
M500030,MTY1,BLK1,93,0,40,183,2026-03-21,C,93
M500030,MTY1,REC1,98,0,0,0,2026-02-14,C,98
M500212,DAL1,0001,674,0,0,0,2026-05-19,C,674
M500212,DAL1,0002,116,0,0,0,2026-01-29,A,121
M500212,DAL1,QI01,475,119,0,0,2026-04-08,B,480
M500212,DAL1,BLK1,127,0,0,0,2026-05-27,C,124
M500212,DAL1,REC1,243,0,0,0,2026-05-10,C,243
M500086,PHX1,0001,157,0,0,0,2026-03-28,B,162
M500086,PHX1,0002,419,0,0,0,2026-05-14,C,419
M500086,PHX1,QI01,0,0,0,0,2026-02-15,C,0
M500086,PHX1,BLK1,317,0,0,0,2026-03-11,C,322
M500086,PHX1,REC1,0,0,0,0,2026-05-01,B,0
M500022,KCH1,0001,137,0,0,0,2026-03-15,A,137
M500022,KCH1,0002,0,0,0,0,2026-03-06,C,12
M500022,KCH1,QI01,336,0,0,0,2026-05-22,B,348
M500022,KCH1,BLK1,0,0,67,0,2026-02-18,C,12
M500022,KCH1,REC1,701,0,0,0,2026-04-28,B,706
M500247,MTY1,0001,170,0,0,0,2026-02-11,C,167
M500247,MTY1,0002,366,0,0,0,2026-04-22,C,378
M500247,MTY1,QI01,0,7,0,0,2026-02-26,B,12
M500247,MTY1,BLK1,127,0,0,8,2026-05-17,B,139
M500247,MTY1,REC1,152,0,0,0,2026-03-31,C,152
M500007,PHX1,0001,0,0,0,0,2026-03-21,C,-3
M500007,PHX1,0002,311,0,0,0,2026-02-06,C,323
M500007,PHX1,QI01,0,107,0,0,2026-01-29,A,0
M500007,PHX1,BLK1,97,0,0,0,2026-03-23,B,94
M500007,PHX1,REC1,2,0,0,0,2026-01-28,C,2
M500268,KCH1,0001,205,0,0,0,2026-02-13,C,217
M500268,KCH1,0002,253,0,0,0,2026-02-26,A,253
M500268,KCH1,QI01,188,134,0,0,2026-04-07,B,188
M500268,KCH1,BLK1,469,0,17,0,2026-03-16,C,469
M500268,KCH1,REC1,7,0,0,0,2026-03-08,A,7
M500058,MTY1,0001,0,0,0,0,2026-03-21,C,-3
M500058,MTY1,0002,0,0,0,0,2026-03-02,A,-3
M500058,MTY1,QI01,13,110,0,0,2026-03-20,C,13
M500058,MTY1,BLK1,0,0,164,0,2026-04-12,B,0
M500058,MTY1,REC1,811,0,0,0,2026-04-27,A,811
M500128,AUS1,0001,463,0,0,0,2026-02-15,C,463
M500128,AUS1,0002,62,0,0,0,2026-04-07,C,59
M500128,AUS1,QI01,0,167,0,0,2026-02-21,C,-3
M500128,AUS1,BLK1,0,0,51,0,2026-02-07,C,5
M500128,AUS1,REC1,0,0,0,0,2026-04-23,A,0
M500079,MTY1,0001,196,0,0,0,2026-03-06,C,196
M500079,MTY1,0002,0,0,0,0,2026-03-06,B,12
M500079,MTY1,QI01,293,192,0,0,2026-04-28,B,293
M500079,MTY1,BLK1,437,0,0,0,2026-03-25,C,449
M500079,MTY1,REC1,0,0,0,0,2026-02-19,A,5
M500050,DAL1,0001,0,0,0,0,2026-05-19,C,0
M500050,DAL1,0002,233,0,0,0,2026-02-23,C,233
M500050,DAL1,QI01,0,88,0,65,2026-04-20,C,12
M500050,DAL1,BLK1,263,0,38,0,2026-02-06,C,260
M500050,DAL1,REC1,441,0,0,0,2026-05-27,C,438
M500242,MTY1,0001,182,0,0,0,2026-02-17,B,179
M500242,MTY1,0002,93,0,0,0,2026-03-03,C,93
M500242,MTY1,QI01,0,49,0,0,2026-04-22,C,5
M500242,MTY1,BLK1,217,0,0,0,2026-03-28,C,217
M500242,MTY1,REC1,0,0,0,0,2026-02-28,C,12
M500145,AUS1,0001,0,0,0,0,2026-04-21,B,-3
M500145,AUS1,0002,495,0,0,0,2026-04-12,C,495
M500145,AUS1,QI01,0,0,0,0,2026-03-14,B,-3
M500145,AUS1,BLK1,64,0,144,0,2026-03-29,C,69
M500145,AUS1,REC1,0,0,0,0,2026-04-26,A,12
M500262,KCH1,0001,164,0,0,0,2026-03-08,C,161
M500262,KCH1,0002,0,0,0,0,2026-05-16,C,5
M500262,KCH1,QI01,304,27,0,85,2026-03-16,C,309
M500262,KCH1,BLK1,317,0,88,0,2026-05-17,C,314
M500262,KCH1,REC1,91,0,0,0,2026-04-15,B,91
M500068,DAL1,0001,152,0,0,0,2026-03-27,A,157
M500068,DAL1,0002,109,0,0,39,2026-03-16,C,109
M500068,DAL1,QI01,0,0,0,0,2026-02-08,A,0
M500068,DAL1,BLK1,212,0,9,0,2026-05-16,C,224
M500068,DAL1,REC1,0,0,0,0,2026-03-14,B,12
M500163,KCH1,0001,0,0,0,0,2026-05-25,A,0
M500163,KCH1,0002,286,0,0,155,2026-05-25,A,286
M500163,KCH1,QI01,0,46,0,54,2026-04-01,C,5
M500163,KCH1,BLK1,0,0,0,101,2026-02-04,C,12
M500163,KCH1,REC1,0,0,0,0,2026-03-25,A,0
M500286,AUS1,0001,733,0,0,0,2026-04-04,A,738
M500286,AUS1,0002,0,0,0,0,2026-05-23,B,5
M500286,AUS1,QI01,0,74,0,0,2026-05-14,B,0
M500286,AUS1,BLK1,0,0,0,325,2026-02-08,B,0
M500286,AUS1,REC1,457,0,0,0,2026-04-10,C,457
M500207,DAL1,0001,0,0,0,0,2026-03-12,C,5
M500207,DAL1,0002,325,0,0,0,2026-02-16,C,322
M500207,DAL1,QI01,0,55,0,0,2026-02-12,B,0
M500207,DAL1,BLK1,0,0,64,0,2026-02-11,A,-3
M500207,DAL1,REC1,363,0,0,0,2026-05-18,C,363
M500227,DAL1,0001,0,0,0,0,2026-04-19,B,0
M500227,DAL1,0002,0,0,0,0,2026-03-31,B,5
M500227,DAL1,QI01,0,113,0,0,2026-02-14,B,12
M500227,DAL1,BLK1,166,0,130,0,2026-05-13,A,171
M500227,DAL1,REC1,0,0,0,0,2026-04-25,C,-3
M500269,DAL1,0001,193,0,0,0,2026-04-15,A,193
M500269,DAL1,0002,15,0,0,0,2026-04-14,C,20
M500269,DAL1,QI01,152,13,0,0,2026-03-28,C,157
M500269,DAL1,BLK1,388,0,30,0,2026-02-02,B,400
M500269,DAL1,REC1,13,0,0,0,2026-01-31,B,13
M500175,AUS1,0001,387,0,0,0,2026-03-11,B,387
M500175,AUS1,0002,0,0,0,0,2026-03-01,B,0
M500175,AUS1,QI01,0,63,0,0,2026-02-12,A,-3
M500175,AUS1,BLK1,112,0,7,8,2026-03-23,A,112
M500175,AUS1,REC1,0,0,0,0,2026-01-29,C,0
M500239,PHX1,0001,550,0,0,0,2026-05-11,A,550
M500239,PHX1,0002,0,0,0,0,2026-05-02,C,12
M500239,PHX1,QI01,384,0,0,0,2026-03-12,C,381
M500239,PHX1,BLK1,501,0,0,0,2026-04-14,C,501
M500239,PHX1,REC1,562,0,0,0,2026-03-07,A,562
M500018,DAL1,0001,0,0,0,0,2026-05-01,C,5
M500018,DAL1,0002,52,0,0,0,2026-02-09,B,52
M500018,DAL1,QI01,109,0,0,0,2026-04-14,C,114
M500018,DAL1,BLK1,0,0,0,0,2026-01-29,C,0
M500018,DAL1,REC1,553,0,0,55,2026-02-20,B,558
M500029,DAL1,0001,45,0,0,0,2026-05-08,C,45
M500029,DAL1,0002,260,0,0,0,2026-05-05,A,257
M500029,DAL1,QI01,551,0,0,0,2026-04-09,C,551
M500029,DAL1,BLK1,212,0,66,0,2026-04-13,A,217
M500029,DAL1,REC1,0,0,0,0,2026-05-20,B,-3
M500044,PHX1,0001,256,0,0,0,2026-04-12,A,256
M500044,PHX1,0002,191,0,0,0,2026-05-11,B,188
M500044,PHX1,QI01,158,5,0,0,2026-04-05,B,170
M500044,PHX1,BLK1,220,0,0,0,2026-03-06,B,220
M500044,PHX1,REC1,98,0,0,0,2026-03-25,C,98
M500090,KCH1,0001,81,0,0,0,2026-04-27,C,93
M500090,KCH1,0002,208,0,0,0,2026-05-26,C,220
M500090,KCH1,QI01,0,115,0,0,2026-03-22,B,5
M500090,KCH1,BLK1,384,0,0,0,2026-04-12,C,389
M500090,KCH1,REC1,0,0,0,0,2026-05-20,C,0
M500220,AUS1,0001,0,0,0,0,2026-05-21,C,-3
M500220,AUS1,0002,419,0,0,0,2026-02-04,C,431
M500220,AUS1,QI01,717,0,0,0,2026-02-05,C,717
M500220,AUS1,BLK1,415,0,109,0,2026-04-03,A,415
M500220,AUS1,REC1,81,0,0,0,2026-03-24,C,81
M500072,AUS1,0001,78,0,0,119,2026-02-18,C,90
M500072,AUS1,0002,504,0,0,0,2026-03-25,A,509
M500072,AUS1,QI01,115,0,0,0,2026-05-09,C,115
M500072,AUS1,BLK1,0,0,6,0,2026-05-16,C,12
M500072,AUS1,REC1,0,0,0,134,2026-05-11,A,12
M500300,DAL1,0001,137,0,0,0,2026-02-17,B,137
M500300,DAL1,0002,0,0,0,0,2026-03-23,C,0
M500300,DAL1,QI01,140,0,0,0,2026-03-14,C,145
M500300,DAL1,BLK1,169,0,169,0,2026-03-13,C,169
M500300,DAL1,REC1,0,0,0,0,2026-05-26,A,12
M500226,PHX1,0001,0,0,0,0,2026-02-10,B,0
M500226,PHX1,0002,97,0,0,0,2026-05-04,C,97
M500226,PHX1,QI01,119,27,0,0,2026-05-17,B,119
M500226,PHX1,BLK1,273,0,0,0,2026-04-11,B,270
M500226,PHX1,REC1,0,0,0,0,2026-01-28,B,0
M500288,AUS1,0001,50,0,0,0,2026-02-11,C,50
M500288,AUS1,0002,0,0,0,0,2026-01-31,C,-3
M500288,AUS1,QI01,466,23,0,5,2026-04-07,B,463
M500288,AUS1,BLK1,362,0,71,0,2026-05-15,B,362
M500288,AUS1,REC1,314,0,0,15,2026-03-22,B,314
M500088,DAL1,0001,91,0,0,272,2026-03-08,A,91
M500088,DAL1,0002,167,0,0,0,2026-05-05,A,179
M500088,DAL1,QI01,0,0,0,70,2026-03-28,C,0
M500088,DAL1,BLK1,471,0,21,0,2026-02-24,B,476
M500088,DAL1,REC1,0,0,0,0,2026-03-05,C,0
M500215,KCH1,0001,0,0,0,101,2026-04-02,A,0
M500215,KCH1,0002,481,0,0,0,2026-03-21,C,493
M500215,KCH1,QI01,0,55,0,0,2026-03-09,C,0
M500215,KCH1,BLK1,0,0,0,0,2026-02-27,B,12
M500215,KCH1,REC1,262,0,0,108,2026-04-23,B,274
M500180,MTY1,0001,0,0,0,0,2026-05-04,C,0
M500180,MTY1,0002,521,0,0,0,2026-02-17,C,521
M500180,MTY1,QI01,90,31,0,122,2026-04-24,B,90
M500180,MTY1,BLK1,0,0,40,0,2026-03-14,C,-3
M500180,MTY1,REC1,0,0,0,0,2026-04-30,C,5
M500272,KCH1,0001,551,0,0,0,2026-02-13,C,563
M500272,KCH1,0002,685,0,0,0,2026-05-24,C,685
M500272,KCH1,QI01,282,0,0,0,2026-05-23,A,294
M500272,KCH1,BLK1,0,0,33,0,2026-04-18,C,0
M500272,KCH1,REC1,25,0,0,0,2026-04-06,C,30
M500034,DAL1,0001,419,0,0,0,2026-02-09,C,419
M500034,DAL1,0002,37,0,0,0,2026-04-17,C,37
M500034,DAL1,QI01,154,7,0,0,2026-04-30,A,154
M500034,DAL1,BLK1,0,0,76,0,2026-02-20,C,0
M500034,DAL1,REC1,513,0,0,0,2026-04-05,B,513
M500147,DAL1,0001,263,0,0,0,2026-05-21,C,275
M500147,DAL1,0002,0,0,0,0,2026-01-29,C,0
M500147,DAL1,QI01,0,0,0,219,2026-05-16,C,0
M500147,DAL1,BLK1,756,0,65,53,2026-03-22,A,761
M500147,DAL1,REC1,141,0,0,0,2026-04-21,C,153
M500057,KCH1,0001,27,0,0,0,2026-03-06,C,39
M500057,KCH1,0002,97,0,0,0,2026-02-08,C,97
M500057,KCH1,QI01,355,9,0,0,2026-05-17,A,367
M500057,KCH1,BLK1,0,0,0,0,2026-05-06,C,0
M500057,KCH1,REC1,305,0,0,0,2026-02-22,A,302
M500118,MTY1,0001,0,0,0,37,2026-05-09,C,-3
M500118,MTY1,0002,128,0,0,0,2026-02-08,C,128
M500118,MTY1,QI01,217,0,0,0,2026-05-26,C,222
M500118,MTY1,BLK1,73,0,64,0,2026-05-09,B,73
M500118,MTY1,REC1,220,0,0,0,2026-05-22,A,220
M500004,MTY1,0001,78,0,0,0,2026-03-21,C,83
M500004,MTY1,0002,0,0,0,0,2026-02-27,C,0
M500004,MTY1,QI01,213,0,0,0,2026-05-17,C,218
M500004,MTY1,BLK1,90,0,87,0,2026-02-10,C,95
M500004,MTY1,REC1,178,0,0,34,2026-02-13,B,175
M500124,MTY1,0001,0,0,0,0,2026-03-03,A,12
M500124,MTY1,0002,450,0,0,0,2026-03-18,C,462
M500124,MTY1,QI01,330,60,0,100,2026-04-03,C,330
M500124,MTY1,BLK1,272,0,0,16,2026-04-20,C,284
M500124,MTY1,REC1,0,0,0,0,2026-01-30,A,0
M500222,DAL1,0001,485,0,0,0,2026-03-24,A,490
M500222,DAL1,0002,556,0,0,0,2026-03-16,A,568
M500222,DAL1,QI01,344,0,0,0,2026-04-25,A,344
M500222,DAL1,BLK1,0,0,28,0,2026-02-24,C,0
M500222,DAL1,REC1,319,0,0,0,2026-04-09,B,319
M500244,MTY1,0001,193,0,0,0,2026-02-24,C,193
M500244,MTY1,0002,3,0,0,18,2026-03-20,C,15
M500244,MTY1,QI01,0,56,0,0,2026-05-08,C,-3
M500244,MTY1,BLK1,0,0,115,0,2026-04-02,A,0
M500244,MTY1,REC1,414,0,0,0,2026-03-23,A,419
M500270,KCH1,0001,386,0,0,0,2026-02-14,A,386
M500270,KCH1,0002,440,0,0,321,2026-04-27,C,445
M500270,KCH1,QI01,442,31,0,0,2026-03-27,B,447
M500270,KCH1,BLK1,274,0,142,0,2026-03-21,A,286
M500270,KCH1,REC1,93,0,0,54,2026-05-11,C,105
M500040,KCH1,0001,115,0,0,0,2026-02-01,B,115
M500040,KCH1,0002,169,0,0,0,2026-03-17,B,181
M500040,KCH1,QI01,147,163,0,0,2026-05-27,C,144
M500040,KCH1,BLK1,0,0,0,0,2026-02-27,A,5
M500040,KCH1,REC1,0,0,0,0,2026-05-07,A,0
M500080,MTY1,0001,6,0,0,0,2026-04-05,C,6
M500080,MTY1,0002,406,0,0,0,2026-05-26,C,411
M500080,MTY1,QI01,0,6,0,0,2026-05-03,C,0
M500080,MTY1,BLK1,186,0,0,114,2026-05-14,C,198
M500080,MTY1,REC1,0,0,0,0,2026-04-01,C,0
M500190,PHX1,0001,327,0,0,0,2026-02-24,C,327
M500190,PHX1,0002,0,0,0,0,2026-05-15,B,0
M500190,PHX1,QI01,0,101,0,0,2026-04-29,B,0
M500190,PHX1,BLK1,19,0,33,0,2026-05-06,A,19
M500190,PHX1,REC1,290,0,0,0,2026-05-12,B,290
M500243,AUS1,0001,215,0,0,0,2026-02-14,A,220
M500243,AUS1,0002,76,0,0,0,2026-04-30,C,76
M500243,AUS1,QI01,0,135,0,0,2026-04-25,C,5
M500243,AUS1,BLK1,195,0,28,0,2026-04-02,A,200
M500243,AUS1,REC1,135,0,0,63,2026-04-05,C,135
M500036,DAL1,0001,37,0,0,0,2026-04-25,A,37
M500036,DAL1,0002,0,0,0,0,2026-04-02,A,0
M500036,DAL1,QI01,232,122,0,0,2026-03-21,A,232
M500036,DAL1,BLK1,0,0,45,0,2026-01-31,B,0
M500036,DAL1,REC1,0,0,0,141,2026-04-10,A,12
M500294,MTY1,0001,0,0,0,0,2026-04-09,C,-3
M500294,MTY1,0002,412,0,0,0,2026-03-17,B,412
M500294,MTY1,QI01,39,4,0,0,2026-05-06,B,39
M500294,MTY1,BLK1,209,0,46,0,2026-05-08,B,209
M500294,MTY1,REC1,116,0,0,0,2026-04-14,C,116
M500056,PHX1,0001,359,0,0,0,2026-05-01,C,359
M500056,PHX1,0002,0,0,0,0,2026-04-30,C,0
M500056,PHX1,QI01,349,123,0,46,2026-05-19,B,361
M500056,PHX1,BLK1,596,0,111,0,2026-04-13,C,608
M500056,PHX1,REC1,0,0,0,0,2026-04-22,C,0
M500082,PHX1,0001,411,0,0,0,2026-05-27,B,416
M500082,PHX1,0002,0,0,0,0,2026-05-09,C,-3
M500082,PHX1,QI01,707,0,0,102,2026-02-10,B,704
M500082,PHX1,BLK1,181,0,100,0,2026-02-11,B,193
M500082,PHX1,REC1,414,0,0,0,2026-04-21,C,426
M500210,KCH1,0001,0,0,0,0,2026-02-21,C,0
M500210,KCH1,0002,0,0,0,0,2026-03-13,B,5
M500210,KCH1,QI01,0,55,0,0,2026-04-27,C,5
M500210,KCH1,BLK1,0,0,65,0,2026-03-09,B,0
M500210,KCH1,REC1,0,0,0,0,2026-04-02,C,12
M500126,PHX1,0001,0,0,0,0,2026-02-14,C,0
M500126,PHX1,0002,0,0,0,0,2026-03-03,A,-3
M500126,PHX1,QI01,0,0,0,0,2026-02-15,A,5
M500126,PHX1,BLK1,216,0,0,266,2026-04-11,C,216
