info_record_id,material_id,supplier_id,plant,purchasing_org,price,currency,price_unit,lead_time_days,min_order_qty,valid_from,valid_to
IR0001377,M500151,S100040,AUS1,MX01,6.36,USD,1,25,10,2025-11-07,2026-12-18
IR0001378,M500151,S100049,AUS1,CA01,7.80,USD,1,34,100,2025-02-16,2027-03-03
IR0001379,M500151,S100022,AUS1,US01,7.77,USD,10,20,1,2024-03-28,2027-09-19
IR0001380,M500151,S100013,AUS1,CA01,5.96,USD,1,34,50,2024-08-30,2027-09-02
IR0001381,M500152,S100019,AUS1,US01,18.59,USD,100,7,250,2024-05-11,2028-10-08
IR0001382,M500152,S100022,AUS1,US01,16.19,USD,10,16,50,2025-03-23,2026-11-30
IR0001383,M500152,S100006,AUS1,MX01,14.28,USD,10,6,100,2025-04-03,2028-10-07
IR0001384,M500152,S100031,MTY1,US01,15.94,USD,10,25,10,2025-10-30,2027-10-25
IR0001385,M500152,S100012,MTY1,CA01,18.83,USD,10,35,10,2025-11-21,2028-07-09
IR0001386,M500152,S100017,PHX1,US01,16.45,USD,100,22,100,2026-01-19,2028-02-03
IR0001387,M500152,S100007,PHX1,MX01,19.59,USD,10,26,10,2026-02-03,2028-04-20
IR0001388,M500152,S100012,PHX1,US01,12.80,USD,1,27,250,2024-06-10,2027-11-10
IR0001389,M500152,S100049,PHX1,CA01,18.19,USD,1,17,50,2025-03-10,2026-11-09
IR0001390,M500152,S100046,KCH1,MX01,16.66,USD,1,16,100,2025-03-17,2028-09-02
IR0001391,M500152,S100044,DAL1,US01,18.81,USD,100,29,250,2025-08-24,2028-10-12
IR0001392,M500152,S100007,DAL1,MX01,15.21,USD,1,21,10,2026-01-09,2027-07-07
IR0001393,M500153,S100010,MTY1,CA01,3.33,USD,1,19,250,2025-02-04,2028-05-09
IR0001394,M500153,S100047,KCH1,CA01,4.11,USD,10,13,100,2025-06-10,2027-05-14
IR0001395,M500153,S100016,KCH1,MX01,2.94,USD,100,11,50,2025-08-12,2028-05-07
IR0001396,M500153,S100048,DAL1,US01,3.70,USD,100,14,50,2025-05-01,2028-05-30
IR0001397,M500154,S100028,KCH1,MX01,16.61,USD,1,43,100,2025-07-02,2026-11-20
IR0001398,M500154,S100040,KCH1,MX01,16.54,USD,10,25,100,2024-10-10,2026-12-25
IR0001399,M500154,S100044,AUS1,CA01,18.38,USD,10,6,100,2024-03-30,2027-12-17
IR0001400,M500154,S100038,AUS1,MX01,12.79,USD,10,8,250,2025-07-14,2027-02-07
IR0001401,M500154,S100048,DAL1,US01,17.79,USD,1,33,1,2025-12-25,2028-09-12
IR0001402,M500154,S100026,MTY1,US01,16.80,USD,10,40,1,2025-12-02,2028-11-08
IR0001403,M500154,S100037,MTY1,US01,15.99,USD,100,39,100,2026-01-21,2027-08-28
IR0001404,M500155,S100029,MTY1,MX01,16.05,USD,100,10,50,2024-04-30,2027-06-21
IR0001405,M500155,S100004,PHX1,US01,11.22,USD,100,87,250,2025-03-29,2026-10-17
IR0001406,M500155,S100017,PHX1,CA01,14.83,USD,1,81,50,2025-06-13,2028-03-21
IR0001407,M500155,S100004,AUS1,CA01,11.49,USD,100,26,50,2024-09-20,2027-10-09
IR0001408,M500155,S100011,AUS1,MX01,16.36,USD,10,38,100,2024-06-08,2028-11-02
IR0001409,M500155,S100039,AUS1,CA01,15.29,USD,100,29,10,2024-03-24,2027-08-17
IR0001410,M500155,S100035,DAL1,CA01,12.31,USD,1,91,1,2025-06-13,2028-03-10
IR0001411,M500155,S100033,DAL1,CA01,11.57,USD,100,90,10,2025-06-12,2027-06-09
IR0001412,M500155,S100007,DAL1,US01,14.70,USD,100,86,50,2026-02-15,2026-12-04
IR0001413,M500155,S100003,DAL1,US01,16.25,USD,100,87,1,2025-06-21,2027-02-19
IR0001414,M500155,S100034,KCH1,US01,12.74,USD,100,56,100,2024-12-24,2027-04-10
IR0001415,M500155,S100008,KCH1,US01,14.24,USD,100,72,50,2025-01-24,2028-05-01
IR0001416,M500155,S100047,KCH1,CA01,12.39,USD,1,54,50,2024-10-08,2027-11-07
IR0001417,M500155,S100050,KCH1,CA01,15.77,USD,1,55,100,2025-10-08,2026-11-16
IR0001418,M500156,S100030,KCH1,MX01,10.46,USD,1,29,250,2025-10-24,2027-11-13
IR0001419,M500156,S100007,DAL1,US01,13.08,USD,100,24,250,2026-02-11,2028-02-18
IR0001420,M500156,S100012,DAL1,CA01,9.93,USD,10,35,250,2024-04-30,2027-07-03
IR0001421,M500156,S100014,DAL1,MX01,10.61,USD,10,34,1,2024-10-22,2027-01-18
IR0001422,M500156,S100030,AUS1,MX01,12.08,USD,1,20,250,2025-11-29,2027-04-24
IR0001423,M500156,S100028,AUS1,US01,12.90,USD,1,22,50,2024-12-19,2028-10-02
IR0001424,M500157,S100007,PHX1,US01,32.39,USD,10,17,100,2025-01-23,2028-10-28
IR0001425,M500157,S100009,PHX1,US01,27.54,USD,100,21,50,2024-11-05,2026-12-04
IR0001426,M500157,S100048,PHX1,MX01,22.57,USD,100,26,50,2026-01-01,2027-02-11
IR0001427,M500157,S100026,PHX1,US01,24.56,USD,10,18,10,2024-04-05,2027-09-19
IR0001428,M500157,S100028,KCH1,CA01,25.96,USD,1,30,10,2024-03-23,2026-12-17
IR0001429,M500157,S100014,KCH1,CA01,23.14,USD,100,28,1,2024-04-01,2026-12-08
IR0001430,M500157,S100047,KCH1,MX01,26.03,USD,10,29,100,2025-01-07,2028-02-21
IR0001431,M500157,S100001,KCH1,CA01,24.70,USD,100,39,100,2026-01-21,2027-05-09
IR0001432,M500157,S100002,MTY1,MX01,23.56,USD,100,35,10,2025-06-26,2026-08-29
IR0001433,M500157,S100014,MTY1,US01,30.25,USD,100,21,10,2025-06-30,2028-08-01
IR0001434,M500157,S100025,MTY1,MX01,28.76,USD,10,17,100,2024-06-19,2026-12-20
IR0001435,M500157,S100036,MTY1,US01,24.30,USD,1,24,1,2025-03-17,2028-04-29
IR0001436,M500158,S100048,DAL1,US01,10.36,USD,10,24,1,2025-11-26,2028-03-04
IR0001437,M500158,S100044,DAL1,US01,10.47,USD,10,27,100,2025-08-04,2026-09-15
IR0001438,M500158,S100010,DAL1,CA01,11.13,USD,100,28,250,2025-12-25,2027-12-30
IR0001439,M500158,S100038,DAL1,MX01,10.19,USD,10,27,250,2024-04-17,2027-05-11
IR0001440,M500158,S100040,MTY1,US01,9.26,USD,10,18,100,2025-10-02,2026-12-13
IR0001441,M500158,S100039,MTY1,US01,10.54,USD,100,11,1,2024-09-06,2028-09-19
IR0001442,M500158,S100004,MTY1,US01,10.91,USD,100,18,100,2025-12-01,2028-01-12
IR0001443,M500158,S100021,MTY1,CA01,8.89,USD,1,13,250,2025-06-13,2026-11-30
IR0001444,M500158,S100024,KCH1,CA01,10.81,USD,1,17,250,2024-12-20,2026-12-09
IR0001445,M500158,S100023,KCH1,MX01,11.88,USD,1,18,250,2025-12-07,2026-11-24
IR0001446,M500158,S100029,KCH1,US01,9.79,USD,1,3,1,2024-07-03,2028-04-16
IR0001447,M500158,S100012,KCH1,US01,10.29,USD,10,17,50,2025-07-20,2028-06-14
IR0001448,M500158,S100044,AUS1,MX01,8.87,USD,1,10,1,2025-10-23,2027-09-28
IR0001449,M500158,S100045,AUS1,MX01,9.50,USD,100,4,1,2024-10-24,2028-05-15
IR0001450,M500158,S100045,PHX1,CA01,11.46,USD,10,13,50,2024-10-18,2028-07-14
IR0001451,M500158,S100039,PHX1,MX01,9.93,USD,1,16,250,2025-07-02,2027-08-10
IR0001452,M500158,S100004,PHX1,US01,8.67,USD,10,3,250,2024-08-05,2028-10-10
IR0001453,M500159,S100010,DAL1,CA01,1.81,USD,100,17,50,2025-03-04,2026-12-12
IR0001454,M500159,S100021,DAL1,MX01,2.49,USD,10,27,100,2024-07-26,2026-11-02
IR0001455,M500159,S100007,AUS1,US01,2.44,USD,10,24,250,2025-08-09,2027-10-15
IR0001456,M500159,S100046,AUS1,CA01,2.00,USD,1,34,50,2024-06-15,2027-05-20
IR0001457,M500159,S100015,PHX1,US01,1.74,USD,10,41,100,2025-07-10,2028-10-28
IR0001458,M500159,S100007,PHX1,CA01,2.52,USD,100,23,250,2024-04-11,2028-09-18
IR0001459,M500159,S100021,PHX1,MX01,2.05,USD,100,39,100,2024-12-06,2028-08-07
IR0001460,M500159,S100041,KCH1,MX01,2.35,USD,1,12,100,2026-01-16,2028-03-23
IR0001461,M500159,S100018,KCH1,US01,2.07,USD,1,22,100,2024-10-10,2028-06-07
IR0001462,M500159,S100005,MTY1,CA01,1.93,USD,10,18,1,2025-07-21,2027-04-03
IR0001463,M500160,S100045,DAL1,US01,16.13,USD,1,30,10,2025-07-01,2028-08-18
IR0001464,M500160,S100009,DAL1,US01,16.33,USD,10,24,250,2025-08-26,2028-06-17
IR0001465,M500160,S100008,DAL1,CA01,15.92,USD,1,26,10,2025-06-27,2026-10-27
IR0001466,M500160,S100031,DAL1,CA01,17.44,USD,1,38,1,2024-11-30,2027-07-12
IR0001467,M500160,S100019,AUS1,MX01,11.61,USD,100,26,10,2024-07-31,2027-05-30
IR0001468,M500160,S100018,AUS1,MX01,15.43,USD,10,31,50,2025-02-06,2026-09-02
IR0001469,M500160,S100011,AUS1,MX01,16.33,USD,10,20,50,2025-11-16,2026-12-24
IR0001470,M500160,S100018,PHX1,US01,15.56,USD,100,18,10,2025-11-04,2027-07-08
IR0001471,M500160,S100001,PHX1,CA01,16.97,USD,1,25,50,2026-01-09,2027-07-19
IR0001472,M500160,S100040,PHX1,MX01,11.77,USD,1,28,1,2024-03-19,2028-06-04
IR0001473,M500160,S100037,PHX1,US01,11.58,USD,1,26,100,2024-04-05,2028-11-01
IR0001474,M500160,S100040,MTY1,US01,15.65,USD,1,18,100,2024-07-06,2028-04-24
IR0001475,M500160,S100018,MTY1,MX01,15.85,USD,10,30,10,2025-01-23,2027-11-12
IR0001476,M500160,S100012,MTY1,CA01,12.97,USD,100,23,1,2025-08-30,2028-03-31
IR0001477,M500161,S100006,PHX1,MX01,4.91,USD,100,17,50,2024-08-12,2028-11-04
IR0001478,M500161,S100005,PHX1,MX01,5.28,USD,10,10,100,2025-05-06,2028-06-25
IR0001479,M500161,S100041,PHX1,US01,4.57,USD,1,18,100,2024-12-10,2028-07-15
IR0001480,M500161,S100013,KCH1,US01,4.04,USD,10,21,1,2024-09-06,2028-02-28
IR0001481,M500161,S100020,KCH1,CA01,5.37,USD,10,11,250,2024-08-27,2027-09-20
IR0001482,M500162,S100050,DAL1,CA01,25.00,USD,1,17,50,2025-06-07,2028-09-08
IR0001483,M500162,S100024,DAL1,CA01,18.00,USD,1,18,50,2026-01-27,2027-11-29
IR0001484,M500162,S100019,DAL1,MX01,23.70,USD,10,19,50,2024-07-25,2028-06-04
IR0001485,M500162,S100012,DAL1,US01,18.43,USD,10,19,100,2024-10-14,2028-06-02
IR0001486,M500162,S100021,PHX1,CA01,20.40,USD,100,22,10,2024-10-24,2027-10-14
IR0001487,M500162,S100014,PHX1,MX01,23.62,USD,10,14,10,2026-01-10,2028-10-14
IR0001488,M500162,S100039,PHX1,CA01,18.08,USD,10,15,250,2024-08-03,2028-01-28
IR0001489,M500163,S100043,DAL1,MX01,8.35,USD,1,25,1,2024-11-14,2028-04-20
IR0001490,M500163,S100025,DAL1,CA01,9.74,USD,1,20,250,2024-05-01,2026-09-17
IR0001491,M500163,S100034,DAL1,US01,11.36,USD,1,28,50,2025-11-25,2026-11-16
IR0001492,M500163,S100028,DAL1,CA01,8.92,USD,10,25,100,2024-11-16,2026-12-09
IR0001493,M500163,S100001,KCH1,US01,10.18,USD,10,36,50,2024-08-11,2028-09-09
IR0001494,M500163,S100042,KCH1,MX01,8.02,USD,10,27,50,2024-07-21,2028-09-04
IR0001495,M500163,S100022,KCH1,CA01,9.70,USD,10,21,50,2024-06-02,2028-06-11
IR0001496,M500163,S100049,AUS1,MX01,10.62,USD,1,44,50,2024-12-26,2027-10-18
IR0001497,M500163,S100002,AUS1,MX01,10.45,USD,10,34,250,2026-01-02,2027-01-11
IR0001498,M500163,S100042,AUS1,CA01,10.80,USD,100,47,10,2024-11-29,2026-11-07
IR0001499,M500163,S100029,PHX1,MX01,10.92,USD,100,18,100,2025-10-07,2027-07-30
IR0001500,M500163,S100008,PHX1,CA01,10.98,USD,10,24,1,2025-08-25,2028-10-07
IR0001501,M500163,S100020,PHX1,US01,9.46,USD,10,26,10,2024-05-14,2027-10-21
IR0001502,M500163,S100036,MTY1,US01,10.32,USD,1,8,1,2025-03-24,2028-02-01
IR0001503,M500163,S100004,MTY1,MX01,9.72,USD,100,18,1,2025-09-26,2027-11-18
IR0001504,M500163,S100043,MTY1,US01,7.26,USD,10,28,250,2024-06-02,2028-06-20
IR0001505,M500163,S100025,MTY1,MX01,9.34,USD,10,24,100,2025-02-05,2027-01-23
IR0001506,M500164,S100004,MTY1,MX01,13.03,USD,10,8,50,2025-09-20,2026-10-17
IR0001507,M500164,S100014,MTY1,CA01,12.91,USD,100,11,10,2024-05-15,2028-04-26
IR0001508,M500164,S100025,MTY1,US01,14.58,USD,1,5,10,2025-11-02,2028-02-27
IR0001509,M500164,S100021,MTY1,MX01,13.03,USD,10,1,100,2025-02-03,2027-11-19
IR0001510,M500164,S100008,PHX1,CA01,11.50,USD,10,1,100,2025-05-07,2027-08-26
IR0001511,M500164,S100029,PHX1,CA01,13.74,USD,100,1,250,2025-06-12,2027-10-01
IR0001512,M500165,S100032,MTY1,US01,5.80,USD,100,15,10,2025-05-14,2028-07-26
IR0001513,M500165,S100017,MTY1,CA01,5.38,USD,10,5,10,2025-02-20,2027-03-08
IR0001514,M500165,S100050,MTY1,CA01,4.96,USD,10,5,50,2025-01-15,2027-12-15
IR0001515,M500165,S100024,MTY1,CA01,4.66,USD,10,7,50,2025-09-17,2026-09-18
IR0001516,M500165,S100023,PHX1,US01,5.16,USD,1,14,250,2025-03-30,2028-10-06
IR0001517,M500165,S100013,PHX1,US01,5.14,USD,1,31,50,2025-12-20,2028-11-10
IR0001518,M500165,S100020,PHX1,CA01,4.61,USD,100,29,10,2026-01-14,2027-10-18
IR0001519,M500165,S100006,PHX1,CA01,5.32,USD,10,20,250,2025-06-15,2028-09-26
IR0001520,M500165,S100042,DAL1,US01,5.63,USD,1,42,100,2025-06-11,2027-08-11
IR0001521,M500165,S100043,DAL1,MX01,5.41,USD,1,37,100,2024-05-12,2028-07-25
IR0001522,M500165,S100028,DAL1,MX01,3.90,USD,1,36,50,2026-01-19,2028-04-01
IR0001523,M500166,S100027,DAL1,MX01,6.63,USD,10,77,1,2024-06-15,2028-01-21
IR0001524,M500166,S100005,DAL1,CA01,6.96,USD,100,89,50,2025-11-05,2028-07-25
IR0001525,M500166,S100006,DAL1,US01,6.36,USD,10,90,100,2025-01-02,2027-11-05
IR0001526,M500166,S100006,PHX1,US01,6.26,USD,10,30,100,2024-12-26,2028-01-31
IR0001527,M500166,S100033,PHX1,CA01,7.10,USD,1,31,1,2024-04-01,2028-06-22
IR0001528,M500166,S100042,PHX1,US01,6.54,USD,10,31,250,2025-02-01,2028-08-24
IR0001529,M500166,S100049,PHX1,MX01,7.40,USD,1,20,10,2025-01-30,2026-09-12
IR0001530,M500167,S100045,PHX1,CA01,3.65,USD,10,23,50,2025-08-17,2028-04-05
IR0001531,M500167,S100015,PHX1,MX01,3.34,USD,100,36,10,2025-05-09,2027-12-31
IR0001532,M500167,S100005,DAL1,US01,3.84,USD,10,31,50,2025-02-19,2026-11-02
IR0001533,M500167,S100017,DAL1,CA01,4.42,USD,1,47,250,2024-10-09,2027-07-06
IR0001534,M500168,S100017,KCH1,CA01,1.94,USD,10,18,50,2024-11-10,2028-09-14
IR0001535,M500168,S100001,AUS1,US01,2.74,USD,100,4,10,2024-06-07,2027-05-21
IR0001536,M500168,S100013,AUS1,MX01,2.00,USD,10,1,250,2024-09-19,2027-12-31
IR0001537,M500169,S100027,PHX1,US01,27.68,USD,1,26,10,2025-11-12,2027-03-22
IR0001538,M500169,S100020,PHX1,MX01,21.92,USD,10,23,50,2025-09-26,2027-08-24
IR0001539,M500169,S100032,PHX1,US01,28.02,USD,100,27,50,2025-11-29,2027-08-18
IR0001540,M500169,S100031,PHX1,MX01,19.23,USD,100,29,50,2024-05-05,2027-02-13
IR0001541,M500169,S100040,MTY1,US01,27.66,USD,100,38,50,2025-04-13,2028-08-17
IR0001542,M500169,S100004,MTY1,CA01,22.84,USD,100,31,10,2024-09-04,2026-12-17
IR0001543,M500169,S100037,MTY1,US01,24.18,USD,10,43,250,2024-08-16,2027-03-24
IR0001544,M500169,S100036,AUS1,US01,28.12,USD,1,11,100,2026-01-06,2028-09-13
IR0001545,M500169,S100017,KCH1,US01,19.06,USD,100,39,250,2024-06-06,2027-02-19
IR0001546,M500169,S100009,KCH1,US01,28.31,USD,1,46,1,2024-10-31,2028-09-26
IR0001547,M500169,S100005,DAL1,CA01,18.93,USD,1,33,100,2025-09-12,2027-12-22
IR0001548,M500169,S100033,DAL1,US01,18.86,USD,100,35,50,2025-11-19,2027-03-15
IR0001549,M500170,S100004,PHX1,CA01,7.83,USD,10,35,250,2025-07-04,2026-10-04
IR0001550,M500170,S100005,PHX1,MX01,7.06,USD,1,40,100,2025-11-19,2028-07-13
IR0001551,M500170,S100040,KCH1,MX01,9.95,USD,10,19,50,2025-04-03,2027-07-19
IR0001552,M500170,S100036,KCH1,MX01,9.57,USD,1,31,250,2025-04-13,2026-12-26
IR0001553,M500170,S100020,KCH1,CA01,10.34,USD,100,20,50,2025-11-09,2027-01-17
IR0001554,M500170,S100004,MTY1,MX01,9.81,USD,1,28,1,2024-03-19,2026-11-18
IR0001555,M500170,S100027,MTY1,CA01,9.37,USD,1,15,1,2025-01-22,2028-06-12
IR0001556,M500171,S100011,DAL1,MX01,7.56,USD,100,55,10,2025-10-03,2028-09-21
IR0001557,M500171,S100043,DAL1,CA01,8.44,USD,100,63,10,2025-11-24,2028-06-04
IR0001558,M500171,S100040,AUS1,CA01,9.02,USD,100,8,1,2026-01-17,2028-02-18
IR0001559,M500171,S100037,AUS1,US01,7.55,USD,100,26,50,2025-03-01,2028-03-30
IR0001560,M500171,S100050,AUS1,US01,9.24,USD,10,7,10,2025-10-08,2028-10-12
IR0001561,M500171,S100025,AUS1,US01,7.17,USD,100,20,50,2025-09-09,2027-01-22
IR0001562,M500171,S100040,KCH1,US01,7.57,USD,10,63,50,2025-06-02,2027-03-09
IR0001563,M500171,S100032,KCH1,US01,8.34,USD,100,81,1,2025-08-11,2028-08-29
IR0001564,M500171,S100048,KCH1,MX01,8.62,USD,10,62,50,2025-09-20,2028-06-02
IR0001565,M500172,S100012,KCH1,CA01,5.85,USD,10,40,100,2025-08-15,2027-05-21
IR0001566,M500172,S100045,DAL1,US01,5.36,USD,100,34,250,2024-07-04,2026-09-18
IR0001567,M500172,S100039,DAL1,MX01,4.50,USD,1,19,100,2024-11-28,2027-10-01
IR0001568,M500172,S100022,DAL1,CA01,5.75,USD,1,32,250,2024-05-16,2027-08-23
IR0001569,M500172,S100003,DAL1,MX01,6.03,USD,10,28,50,2024-10-02,2028-02-20
IR0001570,M500173,S100045,AUS1,CA01,3.37,USD,1,56,1,2025-01-15,2028-06-30
IR0001571,M500173,S100040,AUS1,MX01,3.69,USD,100,50,1,2025-11-19,2026-12-04
IR0001572,M500173,S100016,AUS1,MX01,2.84,USD,10,40,250,2025-05-07,2028-01-01
IR0001573,M500173,S100005,AUS1,US01,3.17,USD,1,48,1,2024-05-28,2026-09-10
IR0001574,M500173,S100034,PHX1,MX01,3.26,USD,10,34,250,2025-06-11,2028-03-21
IR0001575,M500173,S100038,PHX1,CA01,3.60,USD,100,33,50,2025-10-16,2027-05-18
IR0001576,M500173,S100049,PHX1,CA01,2.62,USD,1,50,50,2025-06-24,2027-07-07
IR0001577,M500174,S100048,DAL1,US01,10.08,USD,10,36,10,2024-12-26,2027-12-24
IR0001578,M500174,S100032,KCH1,MX01,8.91,USD,10,20,100,2024-09-13,2028-10-11
IR0001579,M500174,S100001,KCH1,MX01,10.36,USD,10,27,10,2024-04-12,2027-01-25
IR0001580,M500174,S100036,KCH1,US01,9.67,USD,1,13,250,2025-09-08,2028-02-15
IR0001581,M500174,S100017,KCH1,US01,8.29,USD,1,23,250,2025-07-09,2027-01-30
IR0001582,M500175,S100028,DAL1,CA01,1.20,USD,100,83,250,2024-03-22,2027-11-01
IR0001583,M500175,S100035,DAL1,CA01,1.29,USD,1,98,50,2025-01-05,2027-06-07
IR0001584,M500175,S100047,DAL1,CA01,1.30,USD,10,93,10,2025-05-06,2028-04-05
IR0001585,M500175,S100015,AUS1,CA01,1.04,USD,10,88,250,2025-02-17,2028-06-07
IR0001586,M500175,S100033,KCH1,CA01,1.37,USD,1,4,50,2024-10-05,2027-06-03
IR0001587,M500175,S100045,KCH1,MX01,1.33,USD,1,15,100,2024-08-27,2027-09-25
IR0001588,M500176,S100049,DAL1,CA01,8.02,USD,10,89,50,2025-10-20,2028-11-11
IR0001589,M500176,S100008,DAL1,CA01,6.69,USD,10,102,100,2024-12-28,2027-08-25
IR0001590,M500176,S100048,DAL1,MX01,7.94,USD,100,101,100,2025-04-05,2026-12-18
IR0001591,M500176,S100047,MTY1,CA01,9.20,USD,1,55,1,2025-12-28,2028-03-27
IR0001592,M500176,S100001,MTY1,US01,9.58,USD,1,64,250,2025-01-08,2028-11-06
IR0001593,M500176,S100042,AUS1,CA01,9.28,USD,100,54,50,2025-05-06,2027-01-21
IR0001594,M500176,S100041,AUS1,US01,8.23,USD,10,65,1,2024-04-10,2028-05-01
IR0001595,M500176,S100010,AUS1,CA01,8.06,USD,100,49,1,2024-05-15,2028-02-09
IR0001596,M500176,S100012,AUS1,US01,7.45,USD,1,54,50,2024-05-10,2028-01-26
IR0001597,M500176,S100005,KCH1,US01,7.83,USD,100,22,100,2025-03-13,2027-04-07
IR0001598,M500176,S100007,PHX1,MX01,7.00,USD,10,44,250,2024-12-18,2026-09-11
IR0001599,M500176,S100023,PHX1,CA01,9.93,USD,10,63,10,2024-11-27,2028-01-04
IR0001600,M500176,S100021,PHX1,MX01,7.67,USD,1,55,50,2025-10-01,2026-10-14
IR0001601,M500176,S100017,PHX1,US01,6.82,USD,100,47,250,2024-05-19,2028-04-04
IR0001602,M500177,S100027,DAL1,CA01,4.53,USD,1,26,50,2024-03-20,2027-01-30
IR0001603,M500177,S100029,DAL1,US01,4.20,USD,1,39,100,2024-04-24,2028-06-28
IR0001604,M500177,S100048,DAL1,MX01,3.42,USD,1,36,10,2025-03-06,2027-07-19
IR0001605,M500177,S100017,AUS1,CA01,4.55,USD,1,18,250,2024-10-16,2028-06-12
IR0001606,M500177,S100014,AUS1,CA01,3.31,USD,100,22,1,2026-01-26,2027-12-31
IR0001607,M500177,S100039,AUS1,CA01,4.06,USD,10,6,10,2024-09-19,2026-10-31
IR0001608,M500177,S100024,AUS1,MX01,3.68,USD,1,13,250,2024-07-11,2028-07-19
IR0001609,M500177,S100022,KCH1,MX01,4.17,USD,100,9,250,2025-11-07,2027-11-08
IR0001610,M500177,S100014,KCH1,MX01,4.22,USD,10,16,100,2024-04-29,2027-08-05
IR0001611,M500177,S100023,PHX1,CA01,3.73,USD,100,24,10,2026-01-11,2027-12-31
IR0001612,M500177,S100025,PHX1,CA01,4.16,USD,100,31,1,2025-04-10,2027-04-10
IR0001613,M500177,S100050,PHX1,US01,4.93,USD,100,16,250,2024-12-24,2028-03-25
IR0001614,M500177,S100021,PHX1,MX01,4.76,USD,1,31,100,2025-05-21,2028-10-20
IR0001615,M500177,S100020,MTY1,CA01,3.39,USD,1,2,1,2025-07-17,2027-08-29
IR0001616,M500177,S100008,MTY1,MX01,3.63,USD,10,8,50,2025-10-14,2027-08-02
IR0001617,M500178,S100016,KCH1,CA01,2.82,USD,10,29,100,2024-04-13,2027-05-21
IR0001618,M500178,S100043,KCH1,CA01,2.78,USD,10,26,100,2025-03-10,2027-10-10
IR0001619,M500178,S100005,KCH1,CA01,3.44,USD,100,29,100,2025-04-07,2026-12-01
IR0001620,M500178,S100040,MTY1,MX01,3.18,USD,10,22,250,2025-09-15,2027-04-26
IR0001621,M500178,S100043,MTY1,MX01,3.77,USD,10,26,250,2026-01-30,2028-10-27
IR0001622,M500178,S100032,DAL1,US01,3.83,USD,100,5,1,2024-04-19,2027-10-18
IR0001623,M500178,S100024,DAL1,US01,2.99,USD,100,17,50,2025-08-03,2027-10-20
IR0001624,M500178,S100033,DAL1,CA01,2.65,USD,1,5,100,2024-11-20,2026-08-27
IR0001625,M500178,S100041,PHX1,MX01,3.86,USD,100,27,50,2024-10-01,2028-07-11
IR0001626,M500178,S100046,PHX1,MX01,3.11,USD,10,21,250,2024-07-28,2027-08-18
IR0001627,M500178,S100007,PHX1,CA01,3.19,USD,10,21,1,2025-07-11,2028-01-19
IR0001628,M500178,S100017,PHX1,US01,3.56,USD,10,23,1,2024-11-02,2026-09-21
IR0001629,M500179,S100030,KCH1,MX01,32.08,USD,1,17,1,2025-02-26,2028-05-17
IR0001630,M500179,S100030,DAL1,MX01,28.95,USD,100,63,50,2026-01-14,2028-01-08
IR0001631,M500179,S100037,DAL1,MX01,23.39,USD,100,64,250,2025-11-09,2027-10-07
IR0001632,M500179,S100042,DAL1,MX01,31.13,USD,100,66,100,2025-06-20,2028-07-06
IR0001633,M500179,S100018,DAL1,US01,25.87,USD,1,66,100,2025-01-02,2028-07-19
IR0001634,M500180,S100024,MTY1,CA01,110.08,USD,1,68,10,2025-02-18,2028-08-15
IR0001635,M500180,S100044,MTY1,MX01,120.73,USD,1,60,10,2025-10-04,2028-02-23
IR0001636,M500180,S100007,PHX1,US01,145.28,USD,10,33,100,2026-02-10,2026-11-10
IR0001637,M500180,S100049,PHX1,US01,134.47,USD,100,35,50,2025-04-06,2028-05-16
IR0001638,M500180,S100013,PHX1,MX01,143.02,USD,10,30,50,2024-10-14,2028-08-24
IR0001639,M500180,S100013,KCH1,CA01,149.69,USD,1,94,100,2024-04-05,2026-09-06
IR0001640,M500180,S100036,AUS1,CA01,118.66,USD,100,26,10,2026-01-23,2028-02-02
IR0001641,M500180,S100010,AUS1,CA01,151.83,USD,1,17,250,2024-10-23,2028-04-22
IR0001642,M500180,S100025,AUS1,CA01,166.43,USD,1,15,10,2024-08-31,2027-09-29
IR0001643,M500181,S100013,AUS1,CA01,18.60,USD,10,13,1,2025-05-23,2028-05-28
IR0001644,M500181,S100011,AUS1,MX01,16.28,USD,1,21,250,2024-06-28,2028-01-08
IR0001645,M500181,S100026,PHX1,CA01,18.94,USD,100,51,10,2025-05-23,2028-05-31
IR0001646,M500181,S100049,PHX1,CA01,19.01,USD,1,61,1,2025-03-30,2027-06-08
IR0001647,M500181,S100021,PHX1,MX01,14.80,USD,1,57,100,2024-08-21,2028-07-07
IR0001648,M500182,S100033,MTY1,MX01,36.32,USD,100,33,1,2025-03-08,2027-01-20
IR0001649,M500182,S100002,MTY1,CA01,36.49,USD,100,29,250,2024-06-20,2027-04-04
IR0001650,M500182,S100050,PHX1,CA01,29.94,USD,1,83,1,2025-05-07,2028-01-16
IR0001651,M500182,S100007,PHX1,MX01,31.96,USD,1,85,50,2025-12-03,2027-05-20
IR0001652,M500182,S100035,PHX1,US01,26.05,USD,10,83,250,2025-05-20,2026-10-26
IR0001653,M500182,S100025,DAL1,CA01,37.68,USD,10,54,1,2026-02-16,2028-01-28
IR0001654,M500182,S100001,DAL1,CA01,33.96,USD,10,52,1,2024-07-11,2026-09-05
IR0001655,M500183,S100050,MTY1,US01,12.40,USD,100,14,1,2025-09-23,2028-09-22
IR0001656,M500183,S100030,MTY1,US01,15.10,USD,10,3,1,2024-05-07,2027-10-26
