mrp_element_id,material_id,plant,mrp_element_type,mrp_element_ref,requirement_date,receipt_qty,requirement_qty,available_qty_after
MRP000002309,M500112,DAL1,POITEM,4500000275/00060/0001,2026-03-25,3,0,
MRP000002310,M500112,DAL1,POITEM,4500000275/00060/0002,2026-03-27,2,0,
MRP000002311,M500112,DAL1,POITEM,4500000275/00060/0003,2026-04-03,9,0,
MRP000002312,M500039,AUS1,POITEM,4500000275/00070/0001,2026-05-05,72,0,
MRP000002313,M500039,AUS1,POITEM,4500000275/00070/0002,2026-05-13,695,0,
MRP000002314,M500178,KCH1,POITEM,4500000276/00010/0001,2026-07-19,157,0,
MRP000002315,M500178,KCH1,POITEM,4500000276/00010/0002,2026-05-20,0,0,
MRP000002316,M500178,KCH1,POITEM,4500000276/00010/0003,2026-05-03,322,0,
MRP000002317,M500276,AUS1,POITEM,4500000276/00020/0001,2026-07-13,4,0,
MRP000002318,M500130,PHX1,POITEM,4500000276/00030/0001,2026-05-30,25,0,
MRP000002319,M500130,PHX1,POITEM,4500000276/00030/0002,2026-05-20,19,0,
MRP000002320,M500130,PHX1,POITEM,4500000276/00030/0003,2026-05-19,6,0,
MRP000002321,M500265,PHX1,POITEM,4500000276/00040/0001,2026-08-01,199,0,
MRP000002322,M500247,PHX1,POITEM,4500000277/00010/0001,2026-07-25,34,0,
MRP000002323,M500247,PHX1,POITEM,4500000277/00010/0002,2026-08-06,0,0,
MRP000002324,M500227,MTY1,POITEM,4500000278/00010/0001,2026-04-21,1,0,
MRP000002325,M500227,MTY1,POITEM,4500000278/00010/0002,2026-05-02,29,0,
MRP000002326,M500197,MTY1,POITEM,4500000278/00020/0001,2026-05-26,0,0,
MRP000002327,M500197,MTY1,POITEM,4500000278/00020/0002,2026-05-30,198,0,
MRP000002328,M500009,MTY1,POITEM,4500000278/00030/0001,2026-04-15,0,0,
MRP000002329,M500009,MTY1,POITEM,4500000278/00030/0002,2026-04-22,90,0,
MRP000002330,M500015,DAL1,POITEM,4500000278/00040/0001,2026-05-30,3,0,
MRP000002331,M500015,DAL1,POITEM,4500000278/00040/0002,2026-06-10,31,0,
MRP000002332,M500015,DAL1,POITEM,4500000278/00040/0003,2026-06-05,43,0,
MRP000002333,M500080,AUS1,POITEM,4500000279/00010/0001,2026-08-13,0,0,
MRP000002334,M500080,AUS1,POITEM,4500000279/00010/0002,2026-08-21,0,0,
MRP000002335,M500011,PHX1,POITEM,4500000279/00020/0001,2026-05-11,0,0,
MRP000002336,M500011,PHX1,POITEM,4500000279/00020/0002,2026-07-10,14,0,
MRP000002337,M500209,PHX1,POITEM,4500000280/00010/0001,2026-06-04,3000,0,
MRP000002338,M500208,PHX1,POITEM,4500000280/00020/0001,2026-07-07,52,0,
MRP000002339,M500208,PHX1,POITEM,4500000280/00020/0002,2026-07-21,98,0,
MRP000002340,M500113,PHX1,POITEM,4500000280/00030/0001,2026-05-27,3,0,
MRP000002341,M500113,PHX1,POITEM,4500000280/00030/0002,2026-05-25,0,0,
MRP000002342,M500113,PHX1,POITEM,4500000280/00030/0003,2026-05-03,13,0,
MRP000002343,M500015,DAL1,POITEM,4500000280/00040/0001,2026-06-28,6,0,
MRP000002344,M500015,DAL1,POITEM,4500000280/00040/0002,2026-06-30,94,0,
MRP000002345,M500149,AUS1,POITEM,4500000281/00010/0001,2026-05-18,0,0,
MRP000002346,M500149,AUS1,POITEM,4500000281/00010/0002,2026-05-08,11,0,
MRP000002347,M500149,AUS1,POITEM,4500000281/00010/0003,2026-05-15,0,0,
MRP000002348,M500170,MTY1,POITEM,4500000281/00020/0001,2026-06-11,24,0,
MRP000002349,M500170,MTY1,POITEM,4500000281/00020/0002,2026-06-23,126,0,
MRP000002350,M500073,AUS1,POITEM,4500000282/00010/0001,2026-05-11,0,0,
MRP000002351,M500295,MTY1,POITEM,4500000282/00020/0001,2026-05-04,0,0,
MRP000002352,M500295,MTY1,POITEM,4500000282/00020/0002,2026-07-29,1671,0,
MRP000002353,M500132,DAL1,POITEM,4500000282/00030/0001,2026-07-07,113,0,
MRP000002354,M500132,DAL1,POITEM,4500000282/00030/0002,2026-07-16,287,0,
MRP000002355,M500094,DAL1,POITEM,4500000282/00040/0001,2026-06-11,93,0,
MRP000002356,M500094,DAL1,POITEM,4500000282/00040/0002,2026-06-18,907,0,
MRP000002357,M500158,AUS1,POITEM,4500000282/00050/0001,2026-05-31,204,0,
MRP000002358,M500158,AUS1,POITEM,4500000282/00050/0002,2026-06-11,87,0,
MRP000002359,M500158,AUS1,POITEM,4500000282/00050/0003,2026-06-14,1209,0,
MRP000002360,M500123,PHX1,POITEM,4500000282/00060/0001,2026-06-14,457,0,
MRP000002361,M500123,PHX1,POITEM,4500000282/00060/0002,2026-05-07,325,0,
MRP000002362,M500100,AUS1,POITEM,4500000283/00010/0001,2026-03-13,0,0,
MRP000002363,M500100,AUS1,POITEM,4500000283/00010/0002,2026-03-12,0,0,
MRP000002364,M500100,AUS1,POITEM,4500000283/00010/0003,2026-03-24,0,0,
MRP000002365,M500102,DAL1,POITEM,4500000283/00020/0001,2026-03-18,0,0,
MRP000002366,M500102,DAL1,POITEM,4500000283/00020/0002,2026-03-28,1,0,
MRP000002367,M500102,DAL1,POITEM,4500000283/00020/0003,2026-03-30,0,0,
MRP000002368,M500049,DAL1,POITEM,4500000283/00030/0001,2026-03-24,19,0,
MRP000002369,M500049,DAL1,POITEM,4500000283/00030/0002,2026-03-22,425,0,
MRP000002370,M500244,KCH1,POITEM,4500000283/00040/0001,2026-03-28,0,0,
MRP000002371,M500244,KCH1,POITEM,4500000283/00040/0002,2026-04-05,4,0,
MRP000002372,M500244,KCH1,POITEM,4500000283/00050/0001,2026-03-07,22,0,
MRP000002373,M500001,PHX1,POITEM,4500000283/00060/0001,2026-05-08,0,0,
MRP000002374,M500001,PHX1,POITEM,4500000283/00060/0002,2026-05-16,0,0,
MRP000002375,M500187,DAL1,POITEM,4500000283/00070/0001,2026-04-13,0,0,
MRP000002376,M500187,DAL1,POITEM,4500000283/00070/0002,2026-05-05,50,0,
MRP000002377,M500187,DAL1,POITEM,4500000283/00070/0003,2026-04-13,9,0,
MRP000002378,M500270,KCH1,POITEM,4500000284/00010/0001,2026-02-22,750,0,
MRP000002379,M500247,PHX1,POITEM,4500000284/00020/0001,2026-03-07,184,0,
MRP000002380,M500247,PHX1,POITEM,4500000284/00020/0002,2026-03-05,169,0,
MRP000002381,M500247,PHX1,POITEM,4500000284/00020/0003,2026-03-19,0,0,
MRP000002382,M500066,PHX1,POITEM,4500000284/00030/0001,2026-05-21,24,0,
MRP000002383,M500066,PHX1,POITEM,4500000284/00030/0002,2026-03-09,9,0,
MRP000002384,M500158,PHX1,POITEM,4500000284/00040/0001,2026-03-12,1,0,
MRP000002385,M500158,PHX1,POITEM,4500000284/00040/0002,2026-03-14,1,0,
MRP000002386,M500158,PHX1,POITEM,4500000284/00040/0003,2026-03-10,12,0,
MRP000002387,M500079,AUS1,POITEM,4500000284/00050/0001,2026-05-27,0,0,
MRP000002388,M500092,PHX1,POITEM,4500000284/00060/0001,2026-05-21,0,0,
MRP000002389,M500118,PHX1,POITEM,4500000284/00070/0001,2026-04-08,0,0,
MRP000002390,M500118,PHX1,POITEM,4500000284/00070/0002,2026-04-16,246,0,
MRP000002391,M500121,KCH1,POITEM,4500000285/00010/0001,2026-04-30,5,0,
MRP000002392,M500121,KCH1,POITEM,4500000285/00010/0002,2026-05-19,0,0,
MRP000002393,M500121,KCH1,POITEM,4500000285/00010/0003,2026-05-06,0,0,
MRP000002394,M500114,PHX1,POITEM,4500000285/00020/0001,2026-06-16,4,0,
MRP000002395,M500114,PHX1,POITEM,4500000285/00020/0002,2026-06-18,6,0,
MRP000002396,M500119,DAL1,POITEM,4500000285/00030/0001,2026-06-27,150,0,
MRP000002397,M500090,MTY1,POITEM,4500000285/00040/0001,2026-06-14,250,0,
MRP000002398,M500177,AUS1,POITEM,4500000286/00010/0001,2026-05-18,1,0,
MRP000002399,M500177,AUS1,POITEM,4500000286/00010/0002,2026-05-20,19,0,
MRP000002400,M500251,AUS1,POITEM,4500000286/00020/0001,2026-05-25,0,0,
MRP000002401,M500251,AUS1,POITEM,4500000286/00020/0002,2026-06-06,26,0,
MRP000002402,M500251,AUS1,POITEM,4500000286/00020/0003,2026-05-24,0,0,
MRP000002403,M500209,DAL1,POITEM,4500000286/00030/0001,2026-05-19,0,0,
MRP000002404,M500209,DAL1,POITEM,4500000286/00030/0002,2026-05-26,0,0,
MRP000002405,M500165,MTY1,POITEM,4500000286/00040/0001,2026-04-27,209,0,
MRP000002406,M500058,KCH1,POITEM,4500000286/00050/0001,2026-05-04,0,0,
MRP000002407,M500058,KCH1,POITEM,4500000286/00050/0002,2026-05-03,168,0,
MRP000002408,M500190,KCH1,POITEM,4500000287/00010/0001,2026-05-09,523,0,
MRP000002409,M500037,AUS1,POITEM,4500000287/00020/0001,2026-05-01,1,0,
MRP000002410,M500037,AUS1,POITEM,4500000287/00020/0002,2026-05-13,1,0,
MRP000002411,M500037,AUS1,POITEM,4500000287/00020/0003,2026-05-01,4,0,
MRP000002412,M500004,KCH1,POITEM,4500000288/00010/0001,2026-05-06,191,0,
MRP000002413,M500093,DAL1,POITEM,4500000288/00020/0001,2026-05-19,28,0,
MRP000002414,M500093,DAL1,POITEM,4500000288/00020/0002,2026-05-14,88,0,
MRP000002415,M500217,PHX1,POITEM,4500000288/00030/0001,2026-04-24,9,0,
MRP000002416,M500171,DAL1,POITEM,4500000288/00040/0001,2026-06-11,1000,0,
MRP000002417,M500004,KCH1,POITEM,4500000288/00050/0001,2026-05-19,38,0,
MRP000002418,M500004,KCH1,POITEM,4500000288/00050/0002,2026-05-21,46,0,
MRP000002419,M500004,KCH1,POITEM,4500000288/00050/0003,2026-05-20,13,0,
MRP000002420,M500005,AUS1,POITEM,4500000288/00060/0001,2026-05-03,0,0,
MRP000002421,M500148,DAL1,POITEM,4500000288/00070/0001,2026-04-08,0,0,
MRP000002422,M500148,DAL1,POITEM,4500000288/00070/0002,2026-04-18,0,0,
MRP000002423,M500148,DAL1,POITEM,4500000288/00070/0003,2026-04-20,7,0,
MRP000002424,M500289,AUS1,POITEM,4500000289/00010/0001,2026-05-05,209,0,
MRP000002425,M500011,MTY1,POITEM,4500000289/00020/0001,2026-05-22,0,0,
MRP000002426,M500011,MTY1,POITEM,4500000289/00020/0002,2026-06-04,106,0,
MRP000002427,M500214,DAL1,POITEM,4500000290/00010/0001,2026-05-26,0,0,
MRP000002428,M500130,PHX1,POITEM,4500000291/00010/0001,2026-04-13,10,0,
MRP000002429,M500130,PHX1,POITEM,4500000291/00010/0002,2026-04-18,12,0,
MRP000002430,M500280,KCH1,POITEM,4500000292/00010/0001,2026-04-26,0,0,
MRP000002431,M500280,KCH1,POITEM,4500000292/00010/0002,2026-05-05,2,0,
MRP000002432,M500160,MTY1,POITEM,4500000292/00020/0001,2026-06-25,1000,0,
MRP000002433,M500218,PHX1,POITEM,4500000292/00030/0001,2026-07-09,14,0,
MRP000002434,M500218,PHX1,POITEM,4500000292/00030/0002,2026-07-16,23,0,
MRP000002435,M500218,PHX1,POITEM,4500000292/00030/0003,2026-05-09,0,0,
MRP000002436,M500221,KCH1,POITEM,4500000292/00040/0001,2026-05-16,0,0,
MRP000002437,M500221,KCH1,POITEM,4500000292/00040/0002,2026-05-26,0,0,
MRP000002438,M500221,KCH1,POITEM,4500000292/00040/0003,2026-05-07,19,0,
MRP000002439,M500116,KCH1,POITEM,4500000292/00050/0001,2026-06-15,124,0,
MRP000002440,M500116,KCH1,POITEM,4500000292/00050/0002,2026-06-29,82,0,
MRP000002441,M500116,KCH1,POITEM,4500000292/00050/0003,2026-05-08,196,0,
MRP000002442,M500136,KCH1,POITEM,4500000293/00010/0001,2026-07-15,146,0,
MRP000002443,M500136,KCH1,POITEM,4500000293/00010/0002,2026-07-25,531,0,
MRP000002444,M500264,DAL1,POITEM,4500000293/00020/0001,2026-07-17,0,0,
MRP000002445,M500264,DAL1,POITEM,4500000293/00020/0002,2026-07-27,0,0,
MRP000002446,M500264,DAL1,POITEM,4500000293/00020/0003,2026-07-27,0,0,
MRP000002447,M500210,MTY1,POITEM,4500000293/00030/0001,2026-05-18,0,0,
MRP000002448,M500210,MTY1,POITEM,4500000293/00030/0002,2026-05-16,4,0,
MRP000002449,M500210,MTY1,POITEM,4500000293/00030/0003,2026-05-23,126,0,
MRP000002450,M500090,PHX1,POITEM,4500000293/00040/0001,2026-06-03,0,0,
MRP000002451,M500090,PHX1,POITEM,4500000293/00040/0002,2026-06-02,16,0,
MRP000002452,M500251,AUS1,POITEM,4500000293/00050/0001,2026-06-02,1,0,
MRP000002453,M500251,AUS1,POITEM,4500000293/00050/0002,2026-06-09,0,0,
MRP000002454,M500251,AUS1,POITEM,4500000293/00050/0003,2026-06-13,0,0,
MRP000002455,M500145,MTY1,POITEM,4500000293/00060/0001,2026-05-15,0,0,
MRP000002456,M500145,MTY1,POITEM,4500000293/00060/0002,2026-05-22,332,0,
MRP000002457,M500265,MTY1,POITEM,4500000293/00070/0001,2026-07-20,4,0,
MRP000002458,M500265,MTY1,POITEM,4500000293/00070/0002,2026-07-29,0,0,
MRP000002459,M500208,DAL1,POITEM,4500000294/00010/0001,2026-07-28,0,0,
MRP000002460,M500196,DAL1,POITEM,4500000295/00010/0001,2026-04-06,0,0,
MRP000002461,M500196,DAL1,POITEM,4500000295/00010/0002,2026-04-08,0,0,
MRP000002462,M500184,MTY1,POITEM,4500000295/00020/0001,2026-05-03,1,0,
MRP000002463,M500184,MTY1,POITEM,4500000295/00020/0002,2026-06-11,7,0,
MRP000002464,M500184,MTY1,POITEM,4500000295/00020/0003,2026-06-08,7,0,
MRP000002465,M500127,AUS1,POITEM,4500000296/00010/0001,2026-07-05,245,0,
MRP000002466,M500127,AUS1,POITEM,4500000296/00010/0002,2026-07-09,755,0,
MRP000002467,M500296,AUS1,POITEM,4500000296/00020/0001,2026-06-22,4,0,
MRP000002468,M500296,AUS1,POITEM,4500000296/00020/0002,2026-05-11,270,0,
MRP000002469,M500257,MTY1,POITEM,4500000297/00010/0001,2026-03-05,10,0,
MRP000002470,M500257,MTY1,POITEM,4500000297/00010/0002,2026-03-05,0,0,
MRP000002471,M500257,MTY1,POITEM,4500000297/00010/0003,2026-03-05,903,0,
MRP000002472,M500299,PHX1,POITEM,4500000297/00020/0001,2026-04-03,0,0,
MRP000002473,M500299,PHX1,POITEM,4500000297/00020/0002,2026-04-01,64,0,
MRP000002474,M500158,PHX1,POITEM,4500000298/00010/0001,2026-06-21,21,0,
MRP000002475,M500158,PHX1,POITEM,4500000298/00010/0002,2026-06-26,6,0,
MRP000002476,M500158,PHX1,POITEM,4500000298/00010/0003,2026-06-26,33,0,
MRP000002477,M500293,MTY1,POITEM,4500000298/00020/0001,2026-05-18,0,0,
MRP000002478,M500293,MTY1,POITEM,4500000298/00020/0002,2026-05-05,2,0,
MRP000002479,M500293,MTY1,POITEM,4500000298/00020/0003,2026-05-25,34,0,
MRP000002480,M500223,KCH1,POITEM,4500000298/00030/0001,2026-04-30,0,0,
MRP000002481,M500223,KCH1,POITEM,4500000298/00030/0002,2026-05-03,4,0,
MRP000002482,M500223,KCH1,POITEM,4500000298/00030/0003,2026-04-29,25,0,
MRP000002483,M500008,KCH1,POITEM,4500000299/00010/0001,2026-03-30,30,0,
MRP000002484,M500008,KCH1,POITEM,4500000299/00010/0002,2026-05-10,1,0,
MRP000002485,M500204,PHX1,POITEM,4500000299/00020/0001,2026-02-22,0,0,
MRP000002486,M500204,PHX1,POITEM,4500000299/00020/0002,2026-02-25,75,0,
MRP000002487,M500219,DAL1,POITEM,4500000299/00030/0001,2026-05-21,4,0,
MRP000002488,M500219,DAL1,POITEM,4500000299/00030/0002,2026-02-28,30,0,
MRP000002489,M500127,PHX1,POITEM,4500000300/00010/0001,2026-05-27,115,0,
MRP000002490,M500127,PHX1,POITEM,4500000300/00010/0002,2026-05-24,0,0,
MRP000002491,M500127,PHX1,POITEM,4500000300/00010/0003,2026-08-10,926,0,
MRP000002492,M500259,PHX1,POITEM,4500000300/00020/0001,2026-06-14,13,0,
MRP000002493,M500259,PHX1,POITEM,4500000300/00020/0002,2026-06-11,137,0,
MRP000002494,M500177,KCH1,POITEM,4500000300/00030/0001,2026-07-12,82,0,
MRP000002495,M500177,KCH1,POITEM,4500000300/00030/0002,2026-07-10,62,0,
MRP000002496,M500177,KCH1,POITEM,4500000300/00030/0003,2026-07-23,106,0,
MRP000002497,M500088,AUS1,POITEM,4500000300/00040/0001,2026-06-07,7,0,
MRP000002498,M500088,AUS1,POITEM,4500000300/00040/0002,2026-06-17,6,0,
MRP000002499,M500088,AUS1,POITEM,4500000300/00040/0003,2026-06-19,7,0,
MRP000002500,M500121,DAL1,POITEM,4500000300/00050/0001,2026-06-03,26,0,
MRP000002501,M500121,DAL1,POITEM,4500000300/00050/0002,2026-05-17,0,0,
MRP000002502,M500233,KCH1,POITEM,4500000300/00060/0001,2026-05-24,0,0,
MRP000002503,M500233,KCH1,POITEM,4500000300/00060/0002,2026-08-17,212,0,
MRP000002504,M500233,KCH1,POITEM,4500000300/00060/0003,2026-08-12,495,0,
MRP000002505,M500057,PHX1,POITEM,4500000300/00070/0001,2026-05-27,0,0,
MRP000002506,M500057,PHX1,POITEM,4500000300/00070/0002,2026-06-29,1385,0,
MRP000002507,M500095,KCH1,POITEM,4500000301/00010/0001,2026-03-31,169,0,
MRP000002508,M500046,DAL1,POITEM,4500000301/00020/0001,2026-04-18,5,0,
MRP000002509,M500046,DAL1,POITEM,4500000301/00020/0002,2026-04-21,29,0,
MRP000002510,M500066,KCH1,POITEM,4500000301/00030/0001,2026-04-21,2,0,
MRP000002511,M500066,KCH1,POITEM,4500000301/00030/0002,2026-04-23,3,0,
MRP000002512,M500209,AUS1,POITEM,4500000301/00040/0001,2026-05-05,36,0,
MRP000002513,M500202,KCH1,POITEM,4500000301/00050/0001,2026-03-27,20,0,
MRP000002514,M500202,KCH1,POITEM,4500000301/00050/0002,2026-04-02,1,0,
MRP000002515,M500202,KCH1,POITEM,4500000301/00050/0003,2026-05-24,47,0,
MRP000002516,M500045,MTY1,POITEM,4500000301/00060/0001,2026-03-15,6,0,
MRP000002517,M500291,PHX1,POITEM,4500000302/00010/0001,2026-03-04,1,0,
MRP000002518,M500291,PHX1,POITEM,4500000302/00010/0002,2026-03-13,12,0,
MRP000002519,M500116,PHX1,POITEM,4500000302/00020/0001,2026-02-10,812,0,
MRP000002520,M500071,PHX1,POITEM,4500000302/00030/0001,2026-04-24,5,0,
MRP000002521,M500071,PHX1,POITEM,4500000302/00030/0002,2026-04-23,126,0,
MRP000002522,M500071,PHX1,POITEM,4500000302/00030/0003,2026-04-27,0,0,
MRP000002523,M500131,MTY1,POITEM,4500000302/00040/0001,2026-04-20,0,0,
MRP000002524,M500131,MTY1,POITEM,4500000302/00040/0002,2026-05-03,151,0,
MRP000002525,M500204,PHX1,POITEM,4500000302/00050/0001,2026-04-14,8,0,
MRP000002526,M500041,DAL1,POITEM,4500000302/00060/0001,2026-04-10,117,0,
MRP000002527,M500008,KCH1,POITEM,4500000302/00070/0001,2026-02-15,120,0,
MRP000002528,M500008,KCH1,POITEM,4500000302/00070/0002,2026-02-28,178,0,
MRP000002529,M500008,KCH1,POITEM,4500000302/00070/0003,2026-02-25,287,0,
MRP000002530,M500281,PHX1,POITEM,4500000303/00010/0001,2026-06-25,4,0,
MRP000002531,M500281,PHX1,POITEM,4500000303/00010/0002,2026-05-21,3,0,
MRP000002532,M500281,PHX1,POITEM,4500000303/00010/0003,2026-07-07,8,0,
MRP000002533,M500038,PHX1,POITEM,4500000303/00020/0001,2026-05-20,0,0,
MRP000002534,M500038,PHX1,POITEM,4500000303/00020/0002,2026-05-06,0,0,
MRP000002535,M500155,AUS1,POITEM,4500000303/00030/0001,2026-06-01,1000,0,
MRP000002536,M500149,AUS1,POITEM,4500000303/00040/0001,2026-08-03,6,0,
MRP000002537,M500149,AUS1,POITEM,4500000303/00040/0002,2026-05-14,0,0,
MRP000002538,M500030,PHX1,POITEM,4500000303/00050/0001,2026-05-18,14,0,
MRP000002539,M500030,PHX1,POITEM,4500000303/00050/0002,2026-07-20,14,0,
MRP000002540,M500030,PHX1,POITEM,4500000303/00050/0003,2026-07-29,49,0,
MRP000002541,M500172,DAL1,POITEM,4500000303/00060/0001,2026-06-01,500,0,
MRP000002542,M500083,KCH1,POITEM,4500000304/00010/0001,2026-05-28,188,0,
MRP000002543,M500083,KCH1,POITEM,4500000304/00010/0002,2026-05-08,0,0,
MRP000002544,M500083,KCH1,POITEM,4500000304/00010/0003,2026-05-26,0,0,
MRP000002545,M500204,PHX1,POITEM,4500000304/00020/0001,2026-06-30,4,0,
MRP000002546,M500204,PHX1,POITEM,4500000304/00020/0002,2026-06-27,2,0,
MRP000002547,M500204,PHX1,POITEM,4500000304/00020/0003,2026-07-10,4,0,
MRP000002548,M500048,MTY1,POITEM,4500000305/00010/0001,2026-02-26,0,0,
MRP000002549,M500048,MTY1,POITEM,4500000305/00010/0002,2026-02-28,31,0,
MRP000002550,M500048,MTY1,POITEM,4500000305/00010/0003,2026-03-02,104,0,
MRP000002551,M500003,AUS1,POITEM,4500000305/00020/0001,2026-04-24,6,0,
MRP000002552,M500003,AUS1,POITEM,4500000305/00020/0002,2026-05-06,15,0,
MRP000002553,M500003,AUS1,POITEM,4500000305/00020/0003,2026-05-08,9,0,
MRP000002554,M500034,AUS1,POITEM,4500000305/00030/0001,2026-03-27,192,0,
MRP000002555,M500057,AUS1,POITEM,4500000306/00010/0001,2026-05-24,97,0,
MRP000002556,M500057,AUS1,POITEM,4500000306/00010/0002,2026-05-20,363,0,
MRP000002557,M500196,DAL1,POITEM,4500000306/00020/0001,2026-03-21,245,0,
MRP000002558,M500036,PHX1,POITEM,4500000306/00030/0001,2026-05-03,816,0,
MRP000002559,M500093,AUS1,POITEM,4500000306/00040/0001,2026-04-30,34,0,
MRP000002560,M500273,AUS1,POITEM,4500000307/00010/0001,2026-05-04,0,0,
MRP000002561,M500273,AUS1,POITEM,4500000307/00020/0001,2026-07-03,28,0,
MRP000002562,M500273,AUS1,POITEM,4500000307/00020/0002,2026-05-26,6,0,
MRP000002563,M500109,AUS1,POITEM,4500000307/00030/0001,2026-07-14,270,0,
MRP000002564,M500109,AUS1,POITEM,4500000307/00030/0002,2026-07-27,170,0,
MRP000002565,M500109,AUS1,POITEM,4500000307/00030/0003,2026-07-11,560,0,
MRP000002566,M500288,KCH1,POITEM,4500000307/00040/0001,2026-08-09,500,0,
MRP000002567,M500251,PHX1,POITEM,4500000308/00010/0001,2026-05-05,0,0,
MRP000002568,M500165,PHX1,POITEM,4500000309/00010/0001,2026-04-18,0,0,
MRP000002569,M500131,KCH1,POITEM,4500000309/00020/0001,2026-05-11,193,0,
MRP000002570,M500131,KCH1,POITEM,4500000309/00020/0002,2026-05-20,0,0,
MRP000002571,M500131,KCH1,POITEM,4500000309/00020/0003,2026-05-09,0,0,
MRP000002572,M500175,DAL1,POITEM,4500000310/00010/0001,2026-04-08,848,0,
MRP000002573,M500193,AUS1,POITEM,4500000311/00010/0001,2026-04-06,0,0,
MRP000002574,M500193,AUS1,POITEM,4500000311/00010/0002,2026-04-10,0,0,
MRP000002575,M500193,AUS1,POITEM,4500000311/00010/0003,2026-04-13,0,0,
MRP000002576,M500063,PHX1,POITEM,4500000311/00020/0001,2026-04-17,0,0,
MRP000002577,M500218,PHX1,POITEM,4500000312/00010/0001,2026-05-27,391,0,
MRP000002578,M500218,PHX1,POITEM,4500000312/00010/0002,2026-05-24,0,0,
MRP000002579,M500218,PHX1,POITEM,4500000312/00010/0003,2026-05-10,367,0,
MRP000002580,M500239,PHX1,POITEM,4500000312/00020/0001,2026-04-15,0,0,
MRP000002581,M500239,PHX1,POITEM,4500000312/00020/0002,2026-04-14,2,0,
MRP000002582,M500239,PHX1,POITEM,4500000312/00020/0003,2026-04-22,1,0,
MRP000002583,M500037,KCH1,POITEM,4500000312/00030/0001,2026-04-19,194,0,
MRP000002584,M500037,KCH1,POITEM,4500000312/00030/0002,2026-05-01,22,0,
MRP000002585,M500037,KCH1,POITEM,4500000312/00030/0003,2026-04-27,91,0,
MRP000002586,M500076,AUS1,POITEM,4500000312/00040/0001,2026-05-24,9,0,
MRP000002587,M500056,KCH1,POITEM,4500000313/00010/0001,2026-06-05,5,0,
MRP000002588,M500056,KCH1,POITEM,4500000313/00010/0002,2026-06-19,1,0,
MRP000002589,M500056,KCH1,POITEM,4500000313/00010/0003,2026-05-27,0,0,
MRP000002590,M500171,KCH1,POITEM,4500000313/00020/0001,2026-06-16,80,0,
MRP000002591,M500171,KCH1,POITEM,4500000313/00020/0002,2026-06-18,28,0,
MRP000002592,M500171,KCH1,POITEM,4500000313/00020/0003,2026-05-09,0,0,
MRP000002593,M500120,MTY1,POITEM,4500000313/00030/0001,2026-06-05,81,0,
MRP000002594,M500120,MTY1,POITEM,4500000313/00030/0002,2026-06-13,15,0,
MRP000002595,M500120,MTY1,POITEM,4500000313/00030/0003,2026-06-11,104,0,
MRP000002596,M500060,MTY1,POITEM,4500000313/00040/0001,2026-08-01,40,0,
MRP000002597,M500060,MTY1,POITEM,4500000313/00040/0002,2026-05-11,106,0,
MRP000002598,M500205,PHX1,POITEM,4500000313/00050/0001,2026-06-22,50,0,
MRP000002599,M500205,PHX1,POITEM,4500000313/00050/0002,2026-06-22,22,0,
MRP000002600,M500205,PHX1,POITEM,4500000313/00050/0003,2026-07-05,28,0,
MRP000002601,M500214,AUS1,POITEM,4500000314/00010/0001,2026-05-05,0,0,
MRP000002602,M500214,AUS1,POITEM,4500000314/00010/0002,2026-06-08,15,0,
MRP000002603,M500059,PHX1,POITEM,4500000314/00020/0001,2026-04-05,0,0,
MRP000002604,M500059,PHX1,POITEM,4500000314/00020/0002,2026-04-10,0,0,
MRP000002605,M500059,PHX1,POITEM,4500000314/00020/0003,2026-04-12,0,0,
MRP000002606,M500211,KCH1,POITEM,4500000315/00010/0001,2026-06-08,40,0,
MRP000002607,M500250,AUS1,POITEM,4500000315/00020/0001,2026-07-10,56,0,
MRP000002608,M500250,AUS1,POITEM,4500000315/00020/0002,2026-07-20,58,0,
MRP000002609,M500250,AUS1,POITEM,4500000315/00020/0003,2026-05-25,23,0,
MRP000002610,M500091,AUS1,POITEM,4500000315/00030/0001,2026-08-17,16,0,
MRP000002611,M500091,AUS1,POITEM,4500000315/00030/0002,2026-08-23,24,0,
MRP000002612,M500236,DAL1,POITEM,4500000316/00010/0001,2026-06-28,399,0,
MRP000002613,M500236,DAL1,POITEM,4500000316/00010/0002,2026-05-08,0,0,
MRP000002614,M500096,MTY1,POITEM,4500000316/00020/0001,2026-05-03,1,0,
MRP000002615,M500096,MTY1,POITEM,4500000316/00020/0002,2026-05-16,63,0,
MRP000002616,M500166,DAL1,POITEM,4500000316/00030/0001,2026-07-01,198,0,
MRP000002617,M500166,DAL1,POITEM,4500000316/00030/0002,2026-05-03,0,0,
MRP000002618,M500166,DAL1,POITEM,4500000316/00030/0003,2026-05-08,9,0,
MRP000002619,M500013,MTY1,POITEM,4500000316/00040/0001,2026-05-12,45,0,
MRP000002620,M500187,PHX1,POITEM,4500000316/00050/0001,2026-05-26,5,0,
MRP000002621,M500187,PHX1,POITEM,4500000316/00050/0002,2026-05-25,5,0,
MRP000002622,M500113,PHX1,POITEM,4500000316/00060/0001,2026-07-01,1000,0,
MRP000002623,M500197,MTY1,POITEM,4500000317/00010/0001,2026-08-10,141,0,
MRP000002624,M500197,MTY1,POITEM,4500000317/00010/0002,2026-08-08,247,0,
