exception_id,exception_type,severity,status,po_number,item_number,material_id,plant,supplier_id,detected_on,due_date,days_past_due,root_cause,financial_impact_estimate,assigned_buyer
EX00001119,ACK_MISSING,MEDIUM,NEW,4500000258,00010,M500075,DAL1,S100014,2026-06-30,2026-07-23,0,Supplier acknowledgement missing after PO creation.,119.64,SYSTEM
EX00001120,PO_OVERDUE,MEDIUM,RESOLVED,4500000258,00040,M500060,AUS1,S100014,2026-06-30,2026-06-27,3,Open schedule quantity 227 is past due by 3 days.,11735.90,SYSTEM
EX00001121,DELETION_FLAG_ACTIVE,MEDIUM,NEW,4500000258,00040,M500060,AUS1,S100014,2026-06-30,2026-07-09,0,PO item has deletion flag but still appears in open supply view.,1602.70,SYSTEM
EX00001122,PO_OVERDUE,HIGH,NEW,4500000258,00050,M500098,AUS1,S100014,2026-06-30,2026-06-14,16,Open schedule quantity 59 is past due by 16 days.,784.70,SYSTEM
EX00001123,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000258,00060,M500001,MTY1,S100014,2026-06-30,2026-06-29,1,Open schedule quantity 14 is past due by 1 days.,94.36,SYSTEM
EX00001124,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000259,00010,M500089,KCH1,S100010,2026-06-30,2026-08-13,0,Supplier committed date is later than requested delivery date.,32.52,APATEL
EX00001125,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000259,00010,M500089,KCH1,S100010,2026-06-30,2026-08-17,0,Supplier committed date is later than requested delivery date.,89.43,APATEL
EX00001126,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000259,00010,M500089,KCH1,S100010,2026-06-30,2026-08-14,0,Supplier committed date is later than requested delivery date.,121.95,APATEL
EX00001127,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000259,00020,M500273,MTY1,S100010,2026-06-30,2026-06-26,4,Open schedule quantity 158 is past due by 4 days.,328.64,APATEL
EX00001128,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000259,00030,M500180,AUS1,S100010,2026-06-30,2026-07-31,0,Supplier committed date is later than requested delivery date.,49812.88,APATEL
EX00001129,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000259,00030,M500180,AUS1,S100010,2026-06-30,2026-08-10,0,Supplier committed date is later than requested delivery date.,65158.08,APATEL
EX00001130,PO_OVERDUE,MEDIUM,NEW,4500000259,00040,M500241,PHX1,S100010,2026-06-30,2026-06-28,2,Open schedule quantity 1 is past due by 2 days.,9.26,APATEL
EX00001131,ACK_MISSING,MEDIUM,NEW,4500000260,00010,M500212,MTY1,S100022,2026-06-30,2026-08-18,0,Supplier acknowledgement missing after PO creation.,2580.00,MWONG
EX00001132,ACK_MISSING,MEDIUM,IN_REVIEW,4500000260,00020,M500275,AUS1,S100022,2026-06-30,2026-07-07,0,Supplier acknowledgement missing after PO creation.,5952.00,MWONG
EX00001133,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000260,00030,M500200,PHX1,S100022,2026-06-30,2026-09-10,0,Supplier acknowledgement missing after PO creation.,13620.00,MWONG
EX00001134,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000261,00010,M500088,MTY1,S100032,2026-06-30,2026-07-21,0,Supplier acknowledgement missing after PO creation.,29.40,JSMITH
EX00001135,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000261,00010,M500088,MTY1,S100032,2026-06-30,2026-06-15,15,Open schedule quantity 2 is past due by 15 days.,11.76,JSMITH
EX00001136,ACK_MISSING,MEDIUM,IN_REVIEW,4500000261,00010,M500088,MTY1,S100032,2026-06-30,2026-07-25,0,Supplier acknowledgement missing after PO creation.,17.64,JSMITH
EX00001137,ACK_MISSING,MEDIUM,IN_REVIEW,4500000262,00010,M500081,DAL1,S100027,2026-06-30,2026-07-07,0,Supplier acknowledgement missing after PO creation.,59.04,LGARCIA
EX00001138,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000262,00030,M500242,MTY1,S100027,2026-06-30,2026-08-28,0,Supplier committed date is later than requested delivery date.,650.76,LGARCIA
EX00001139,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000262,00030,M500242,MTY1,S100027,2026-06-30,2026-06-16,14,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00001140,PO_OVERDUE,HIGH,NEW,4500000262,00050,M500187,PHX1,S100027,2026-06-30,2026-06-21,9,Open schedule quantity 358 is past due by 9 days.,787.60,LGARCIA
EX00001141,PO_OVERDUE,HIGH,IN_REVIEW,4500000263,00050,M500008,AUS1,S100026,2026-06-30,2026-06-07,23,Open schedule quantity 1 is past due by 23 days.,18.66,LGARCIA
EX00001142,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000263,00060,M500099,MTY1,S100026,2026-06-30,2026-06-08,22,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00001143,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000263,00060,M500099,MTY1,S100026,2026-06-30,2026-06-24,6,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00001144,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000263,00060,M500099,MTY1,S100026,2026-06-30,2026-08-24,0,Supplier committed date is later than requested delivery date.,566.24,LGARCIA
EX00001145,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000264,00010,M500138,PHX1,S100016,2026-06-30,2026-05-23,38,Open schedule quantity 33 is past due by 38 days.,205.92,LGARCIA
EX00001146,ACK_MISSING,MEDIUM,NEW,4500000264,00020,M500153,KCH1,S100016,2026-06-30,2026-06-15,15,Supplier acknowledgement missing after PO creation.,0.00,LGARCIA
EX00001147,ACK_MISSING,MEDIUM,NEW,4500000264,00030,M500293,DAL1,S100016,2026-06-30,2026-06-21,9,Supplier acknowledgement missing after PO creation.,0.00,LGARCIA
EX00001148,ACK_MISSING,MEDIUM,NEW,4500000264,00030,M500293,DAL1,S100016,2026-06-30,2026-08-01,0,Supplier acknowledgement missing after PO creation.,346.75,LGARCIA
EX00001149,PO_OVERDUE,HIGH,IN_REVIEW,4500000265,00020,M500253,DAL1,S100022,2026-06-30,2026-06-12,18,Open schedule quantity 1 is past due by 18 days.,11.45,JSMITH
EX00001150,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000266,00010,M500079,MTY1,S100030,2026-06-30,2026-03-25,97,Supplier committed date is later than requested delivery date.,0.00,MWONG
EX00001151,PO_OVERDUE,HIGH,IN_REVIEW,4500000266,00010,M500079,MTY1,S100030,2026-06-30,2026-04-02,89,Open schedule quantity 80 is past due by 89 days.,607.20,MWONG
EX00001152,PO_OVERDUE,HIGH,RESOLVED,4500000267,00020,M500079,PHX1,S100022,2026-06-30,2026-06-11,19,Open schedule quantity 36 is past due by 19 days.,227.52,SYSTEM
EX00001153,PO_OVERDUE,HIGH,IN_REVIEW,4500000267,00030,M500189,AUS1,S100022,2026-06-30,2026-06-08,22,Open schedule quantity 38 is past due by 22 days.,88.16,SYSTEM
EX00001154,PO_OVERDUE,HIGH,IN_REVIEW,4500000267,00030,M500189,AUS1,S100022,2026-06-30,2026-04-22,69,Open schedule quantity 92 is past due by 69 days.,213.44,SYSTEM
EX00001155,PO_OVERDUE,HIGH,IN_REVIEW,4500000268,00010,M500223,PHX1,S100042,2026-06-30,2026-05-12,49,Open schedule quantity 67 is past due by 49 days.,433.49,JSMITH
EX00001156,PO_OVERDUE,HIGH,IN_REVIEW,4500000268,00020,M500300,DAL1,S100042,2026-06-30,2026-05-18,43,Open schedule quantity 2 is past due by 43 days.,10.48,JSMITH
EX00001157,ACK_MISSING,MEDIUM,NEW,4500000268,00020,M500300,DAL1,S100042,2026-06-30,2026-05-19,42,Supplier acknowledgement missing after PO creation.,0.00,JSMITH
EX00001158,ACK_MISSING,MEDIUM,IN_REVIEW,4500000268,00030,M500139,DAL1,S100042,2026-06-30,2026-07-07,0,Supplier acknowledgement missing after PO creation.,1702.00,JSMITH
EX00001159,ACK_MISSING,MEDIUM,IN_REVIEW,4500000268,00030,M500139,DAL1,S100042,2026-06-30,2026-07-05,0,Supplier acknowledgement missing after PO creation.,6808.00,JSMITH
EX00001160,ACK_MISSING,MEDIUM,NEW,4500000269,00050,M500276,MTY1,S100003,2026-06-30,2026-09-02,0,Supplier acknowledgement missing after PO creation.,734.28,SYSTEM
EX00001161,ACK_MISSING,MEDIUM,RESOLVED,4500000269,00050,M500276,MTY1,S100003,2026-06-30,2026-09-14,0,Supplier acknowledgement missing after PO creation.,312.28,SYSTEM
EX00001162,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000269,00050,M500276,MTY1,S100003,2026-06-30,2026-09-12,0,Supplier acknowledgement missing after PO creation.,590.80,SYSTEM
EX00001163,PO_OVERDUE,HIGH,IN_REVIEW,4500000270,00010,M500043,KCH1,S100005,2026-06-30,2026-04-24,67,Open schedule quantity 7 is past due by 67 days.,73.99,APATEL
EX00001164,PO_OVERDUE,HIGH,NEW,4500000270,00010,M500043,KCH1,S100005,2026-06-30,2026-05-04,57,Open schedule quantity 11 is past due by 57 days.,116.27,APATEL
EX00001165,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000270,00030,M500113,PHX1,S100005,2026-06-30,2026-03-31,91,Open schedule quantity 28 is past due by 91 days.,415.24,APATEL
EX00001166,PO_OVERDUE,HIGH,NEW,4500000270,00030,M500113,PHX1,S100005,2026-06-30,2026-04-04,87,Open schedule quantity 30 is past due by 87 days.,444.90,APATEL
EX00001167,PO_OVERDUE,HIGH,NEW,4500000270,00040,M500195,PHX1,S100005,2026-06-30,2026-05-02,59,Open schedule quantity 23 is past due by 59 days.,46.92,APATEL
EX00001168,PO_OVERDUE,HIGH,RESOLVED,4500000270,00050,M500147,AUS1,S100005,2026-06-30,2026-05-24,37,Open schedule quantity 2 is past due by 37 days.,7.28,APATEL
EX00001169,PO_OVERDUE,MEDIUM,NEW,4500000270,00050,M500147,AUS1,S100005,2026-06-30,2026-06-27,3,Open schedule quantity 16 is past due by 3 days.,58.24,APATEL
EX00001170,ACK_MISSING,MEDIUM,NEW,4500000271,00010,M500014,KCH1,S100010,2026-06-30,2026-05-16,45,Supplier acknowledgement missing after PO creation.,0.00,SYSTEM
EX00001171,PO_OVERDUE,HIGH,NEW,4500000271,00020,M500295,DAL1,S100010,2026-06-30,2026-05-06,55,Open schedule quantity 412 is past due by 55 days.,3605.00,SYSTEM
EX00001172,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000271,00040,M500209,PHX1,S100010,2026-06-30,2026-05-30,31,Supplier committed date is later than requested delivery date.,0.00,SYSTEM
EX00001173,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000271,00050,M500089,DAL1,S100010,2026-06-30,2026-04-12,79,Supplier committed date is later than requested delivery date.,0.00,SYSTEM
EX00001174,PO_OVERDUE,HIGH,IN_REVIEW,4500000271,00060,M500209,PHX1,S100010,2026-06-30,2026-06-15,15,Open schedule quantity 284 is past due by 15 days.,2936.56,SYSTEM
EX00001175,PO_OVERDUE,HIGH,IN_REVIEW,4500000271,00070,M500028,PHX1,S100010,2026-06-30,2026-04-15,76,Open schedule quantity 110 is past due by 76 days.,1261.70,SYSTEM
EX00001176,ACK_MISSING,MEDIUM,NEW,4500000271,00070,M500028,PHX1,S100010,2026-06-30,2026-06-16,14,Supplier acknowledgement missing after PO creation.,0.00,SYSTEM
EX00001177,PO_OVERDUE,HIGH,RESOLVED,4500000272,00010,M500218,PHX1,S100018,2026-06-30,2026-06-18,12,Open schedule quantity 206 is past due by 12 days.,1683.02,APATEL
EX00001178,PO_OVERDUE,HIGH,NEW,4500000273,00010,M500150,KCH1,S100050,2026-06-30,2026-04-27,64,Open schedule quantity 3 is past due by 64 days.,25.98,MWONG
EX00001179,PO_OVERDUE,HIGH,NEW,4500000273,00020,M500054,KCH1,S100050,2026-06-30,2026-05-27,34,Open schedule quantity 20 is past due by 34 days.,958.00,MWONG
EX00001180,PO_OVERDUE,HIGH,IN_REVIEW,4500000273,00020,M500054,KCH1,S100050,2026-06-30,2026-05-30,31,Open schedule quantity 81 is past due by 31 days.,3879.90,MWONG
EX00001181,PO_OVERDUE,HIGH,NEW,4500000273,00050,M500220,KCH1,S100050,2026-06-30,2026-05-08,53,Open schedule quantity 11 is past due by 53 days.,235.07,MWONG
EX00001182,PO_OVERDUE,HIGH,NEW,4500000274,00010,M500177,PHX1,S100023,2026-06-30,2026-06-11,19,Open schedule quantity 21 is past due by 19 days.,96.39,LGARCIA
EX00001183,PO_OVERDUE,HIGH,NEW,4500000274,00010,M500177,PHX1,S100023,2026-06-30,2026-06-21,9,Open schedule quantity 6 is past due by 9 days.,27.54,LGARCIA
EX00001184,PO_OVERDUE,HIGH,NEW,4500000274,00010,M500177,PHX1,S100023,2026-06-30,2026-06-15,15,Open schedule quantity 9 is past due by 15 days.,41.31,LGARCIA
EX00001185,PO_OVERDUE,MEDIUM,NEW,4500000274,00020,M500131,KCH1,S100023,2026-06-30,2026-06-27,3,Open schedule quantity 1 is past due by 3 days.,7.54,LGARCIA
EX00001186,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000274,00030,M500131,KCH1,S100023,2026-06-30,2026-06-23,7,Open schedule quantity 10 is past due by 7 days.,63.10,LGARCIA
EX00001187,PO_OVERDUE,HIGH,NEW,4500000274,00040,M500215,PHX1,S100023,2026-06-30,2026-06-22,8,Open schedule quantity 98 is past due by 8 days.,294.00,LGARCIA
EX00001188,PO_OVERDUE,MEDIUM,NEW,4500000274,00040,M500215,PHX1,S100023,2026-06-30,2026-06-29,1,Open schedule quantity 49 is past due by 1 days.,147.00,LGARCIA
EX00001189,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000274,00050,M500217,KCH1,S100023,2026-06-30,2026-05-29,32,Open schedule quantity 3 is past due by 32 days.,105.36,LGARCIA
EX00001190,PO_OVERDUE,HIGH,IN_REVIEW,4500000274,00050,M500217,KCH1,S100023,2026-06-30,2026-06-21,9,Open schedule quantity 53 is past due by 9 days.,1861.36,LGARCIA
EX00001191,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000274,00060,M500060,KCH1,S100023,2026-06-30,2026-06-05,25,Open schedule quantity 10 is past due by 25 days.,438.60,LGARCIA
EX00001192,PO_OVERDUE,HIGH,NEW,4500000274,00070,M500208,DAL1,S100023,2026-06-30,2026-06-04,26,Open schedule quantity 31 is past due by 26 days.,322.09,LGARCIA
EX00001193,PO_OVERDUE,HIGH,IN_REVIEW,4500000275,00020,M500040,DAL1,S100006,2026-06-30,2026-05-07,54,Open schedule quantity 6 is past due by 54 days.,487.62,LGARCIA
EX00001194,PO_OVERDUE,HIGH,IN_REVIEW,4500000275,00020,M500040,DAL1,S100006,2026-06-30,2026-05-19,42,Open schedule quantity 5 is past due by 42 days.,406.35,LGARCIA
EX00001195,PO_OVERDUE,HIGH,NEW,4500000275,00030,M500265,PHX1,S100006,2026-06-30,2026-06-20,10,Open schedule quantity 43 is past due by 10 days.,672.52,LGARCIA
EX00001196,PO_OVERDUE,HIGH,NEW,4500000275,00040,M500042,AUS1,S100006,2026-06-30,2026-05-09,52,Open schedule quantity 3 is past due by 52 days.,32.97,LGARCIA
EX00001197,PO_OVERDUE,HIGH,IN_REVIEW,4500000275,00040,M500042,AUS1,S100006,2026-06-30,2026-05-18,43,Open schedule quantity 4 is past due by 43 days.,43.96,LGARCIA
EX00001198,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000275,00040,M500042,AUS1,S100006,2026-06-30,2026-06-16,14,Open schedule quantity 2 is past due by 14 days.,21.98,LGARCIA
EX00001199,PO_OVERDUE,MEDIUM,NEW,4500000275,00050,M500028,DAL1,S100006,2026-06-30,2026-06-29,1,Open schedule quantity 27 is past due by 1 days.,343.71,LGARCIA
EX00001200,PO_OVERDUE,HIGH,NEW,4500000275,00060,M500112,DAL1,S100006,2026-06-30,2026-05-06,55,Open schedule quantity 9 is past due by 55 days.,644.76,LGARCIA
EX00001201,PO_OVERDUE,HIGH,NEW,4500000275,00070,M500039,AUS1,S100006,2026-06-30,2026-06-07,23,Open schedule quantity 72 is past due by 23 days.,2981.52,LGARCIA
EX00001202,PO_OVERDUE,HIGH,NEW,4500000275,00070,M500039,AUS1,S100006,2026-06-30,2026-06-15,15,Open schedule quantity 695 is past due by 15 days.,28779.95,LGARCIA
EX00001203,PO_OVERDUE,HIGH,IN_REVIEW,4500000276,00010,M500178,KCH1,S100043,2026-06-30,2026-06-05,25,Open schedule quantity 322 is past due by 25 days.,843.64,APATEL
EX00001204,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000276,00020,M500276,AUS1,S100043,2026-06-30,2026-08-15,0,Supplier acknowledgement missing after PO creation.,35.76,APATEL
EX00001205,PO_OVERDUE,HIGH,NEW,4500000276,00030,M500130,PHX1,S100043,2026-06-30,2026-06-22,8,Open schedule quantity 19 is past due by 8 days.,113.05,APATEL
EX00001206,PO_OVERDUE,HIGH,IN_REVIEW,4500000276,00030,M500130,PHX1,S100043,2026-06-30,2026-06-21,9,Open schedule quantity 6 is past due by 9 days.,35.70,APATEL
EX00001207,PO_OVERDUE,HIGH,NEW,4500000278,00010,M500227,MTY1,S100027,2026-06-30,2026-05-24,37,Open schedule quantity 1 is past due by 37 days.,18.52,SYSTEM
EX00001208,PO_OVERDUE,HIGH,IN_REVIEW,4500000278,00010,M500227,MTY1,S100027,2026-06-30,2026-06-04,26,Open schedule quantity 29 is past due by 26 days.,537.08,SYSTEM
EX00001209,PO_OVERDUE,HIGH,RESOLVED,4500000278,00030,M500009,MTY1,S100027,2026-06-30,2026-05-25,36,Open schedule quantity 90 is past due by 36 days.,541.80,SYSTEM
EX00001210,PO_OVERDUE,MEDIUM,NEW,4500000280,00030,M500113,PHX1,S100027,2026-06-30,2026-06-29,1,Open schedule quantity 3 is past due by 1 days.,56.40,LGARCIA
EX00001211,PO_OVERDUE,HIGH,NEW,4500000280,00030,M500113,PHX1,S100027,2026-06-30,2026-06-05,25,Open schedule quantity 13 is past due by 25 days.,244.40,LGARCIA
EX00001212,PO_OVERDUE,HIGH,NEW,4500000281,00010,M500149,AUS1,S100027,2026-06-30,2026-06-10,20,Open schedule quantity 11 is past due by 20 days.,188.65,MWONG
EX00001213,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000282,00010,M500073,AUS1,S100045,2026-06-30,2026-06-13,17,Supplier committed date is later than requested delivery date.,0.00,JSMITH
EX00001214,PO_OVERDUE,HIGH,NEW,4500000282,00060,M500123,PHX1,S100045,2026-06-30,2026-06-09,21,Open schedule quantity 325 is past due by 21 days.,4576.00,JSMITH
EX00001215,PO_OVERDUE,HIGH,NEW,4500000283,00030,M500049,DAL1,S100008,2026-06-30,2026-04-26,65,Open schedule quantity 19 is past due by 65 days.,231.61,MWONG
EX00001216,PO_OVERDUE,HIGH,NEW,4500000283,00030,M500049,DAL1,S100008,2026-06-30,2026-04-24,67,Open schedule quantity 425 is past due by 67 days.,5180.75,MWONG
EX00001217,DELETION_FLAG_ACTIVE,MEDIUM,NEW,4500000283,00040,M500244,KCH1,S100008,2026-06-30,2026-04-30,61,PO item has deletion flag but still appears in open supply view.,0.00,MWONG
EX00001218,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000283,00040,M500244,KCH1,S100008,2026-06-30,2026-05-08,53,Open schedule quantity 4 is past due by 53 days.,5.88,MWONG
EX00001219,PO_OVERDUE,HIGH,NEW,4500000283,00070,M500187,DAL1,S100008,2026-06-30,2026-05-16,45,Open schedule quantity 9 is past due by 45 days.,16.56,MWONG
EX00001220,PO_OVERDUE,HIGH,NEW,4500000284,00010,M500270,KCH1,S100039,2026-06-30,2026-03-27,95,Open schedule quantity 750 is past due by 95 days.,38640.00,APATEL
EX00001221,PO_OVERDUE,HIGH,NEW,4500000284,00020,M500247,PHX1,S100039,2026-06-30,2026-04-09,82,Open schedule quantity 184 is past due by 82 days.,6520.96,APATEL
EX00001222,PO_OVERDUE,HIGH,NEW,4500000284,00020,M500247,PHX1,S100039,2026-06-30,2026-04-07,84,Open schedule quantity 169 is past due by 84 days.,5989.36,APATEL
EX00001223,PO_OVERDUE,MEDIUM,NEW,4500000284,00030,M500066,PHX1,S100039,2026-06-30,2026-06-23,7,Open schedule quantity 24 is past due by 7 days.,129.36,APATEL
EX00001224,PO_OVERDUE,HIGH,NEW,4500000284,00030,M500066,PHX1,S100039,2026-06-30,2026-04-11,80,Open schedule quantity 9 is past due by 80 days.,48.51,APATEL
EX00001225,PO_OVERDUE,HIGH,IN_REVIEW,4500000284,00040,M500158,PHX1,S100039,2026-06-30,2026-04-14,77,Open schedule quantity 1 is past due by 77 days.,9.93,APATEL
EX00001226,PO_OVERDUE,HIGH,IN_REVIEW,4500000284,00040,M500158,PHX1,S100039,2026-06-30,2026-04-16,75,Open schedule quantity 1 is past due by 75 days.,9.93,APATEL
EX00001227,PO_OVERDUE,HIGH,NEW,4500000284,00040,M500158,PHX1,S100039,2026-06-30,2026-04-12,79,Open schedule quantity 12 is past due by 79 days.,119.16,APATEL
EX00001228,PO_OVERDUE,HIGH,NEW,4500000285,00010,M500121,KCH1,S100033,2026-06-30,2026-06-02,28,Open schedule quantity 5 is past due by 28 days.,50.40,JSMITH
EX00001229,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000286,00010,M500177,AUS1,S100024,2026-06-30,2026-06-20,10,Open schedule quantity 1 is past due by 10 days.,4.20,JSMITH
EX00001230,PO_OVERDUE,HIGH,IN_REVIEW,4500000286,00010,M500177,AUS1,S100024,2026-06-30,2026-06-22,8,Open schedule quantity 19 is past due by 8 days.,79.80,JSMITH
EX00001231,PO_OVERDUE,HIGH,IN_REVIEW,4500000286,00040,M500165,MTY1,S100024,2026-06-30,2026-05-30,31,Open schedule quantity 209 is past due by 31 days.,1143.23,JSMITH
EX00001232,PO_OVERDUE,HIGH,NEW,4500000286,00050,M500058,KCH1,S100024,2026-06-30,2026-06-05,25,Open schedule quantity 168 is past due by 25 days.,2219.28,JSMITH
EX00001233,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000287,00020,M500037,AUS1,S100037,2026-06-30,2026-06-15,15,Open schedule quantity 1 is past due by 15 days.,1.56,JSMITH
EX00001234,PO_OVERDUE,HIGH,NEW,4500000287,00020,M500037,AUS1,S100037,2026-06-30,2026-06-03,27,Open schedule quantity 4 is past due by 27 days.,6.24,JSMITH
EX00001235,PO_OVERDUE,HIGH,NEW,4500000288,00010,M500004,KCH1,S100011,2026-06-30,2026-06-08,22,Open schedule quantity 191 is past due by 22 days.,5088.24,LGARCIA
EX00001236,PO_OVERDUE,HIGH,IN_REVIEW,4500000288,00020,M500093,DAL1,S100011,2026-06-30,2026-06-21,9,Open schedule quantity 28 is past due by 9 days.,196.28,LGARCIA
EX00001237,PO_OVERDUE,HIGH,RESOLVED,4500000288,00020,M500093,DAL1,S100011,2026-06-30,2026-06-16,14,Open schedule quantity 88 is past due by 14 days.,616.88,LGARCIA
EX00001238,PO_OVERDUE,HIGH,NEW,4500000288,00030,M500217,PHX1,S100011,2026-06-30,2026-05-27,34,Open schedule quantity 9 is past due by 34 days.,518.04,LGARCIA
EX00001239,PO_OVERDUE,HIGH,IN_REVIEW,4500000288,00050,M500004,KCH1,S100011,2026-06-30,2026-06-21,9,Open schedule quantity 38 is past due by 9 days.,948.48,LGARCIA
EX00001240,PO_OVERDUE,MEDIUM,NEW,4500000288,00050,M500004,KCH1,S100011,2026-06-30,2026-06-23,7,Open schedule quantity 46 is past due by 7 days.,1148.16,LGARCIA
EX00001241,PO_OVERDUE,HIGH,RESOLVED,4500000288,00050,M500004,KCH1,S100011,2026-06-30,2026-06-22,8,Open schedule quantity 13 is past due by 8 days.,324.48,LGARCIA
EX00001242,PO_OVERDUE,HIGH,NEW,4500000291,00010,M500130,PHX1,S100043,2026-06-30,2026-05-16,45,Open schedule quantity 10 is past due by 45 days.,38.70,LGARCIA
EX00001243,PO_OVERDUE,HIGH,NEW,4500000291,00010,M500130,PHX1,S100043,2026-06-30,2026-05-21,40,Open schedule quantity 12 is past due by 40 days.,46.44,LGARCIA
EX00001244,ACK_MISSING,MEDIUM,NEW,4500000292,00010,M500280,KCH1,S100018,2026-06-30,2026-05-29,32,Supplier acknowledgement missing after PO creation.,0.00,SYSTEM
EX00001245,PO_OVERDUE,HIGH,NEW,4500000292,00010,M500280,KCH1,S100018,2026-06-30,2026-06-07,23,Open schedule quantity 2 is past due by 23 days.,68.42,SYSTEM
EX00001246,ACK_MISSING,MEDIUM,IN_REVIEW,4500000292,00040,M500221,KCH1,S100018,2026-06-30,2026-06-18,12,Supplier acknowledgement missing after PO creation.,0.00,SYSTEM
EX00001247,ACK_MISSING,MEDIUM,NEW,4500000292,00040,M500221,KCH1,S100018,2026-06-30,2026-06-28,2,Supplier acknowledgement missing after PO creation.,0.00,SYSTEM
EX00001248,PO_OVERDUE,HIGH,NEW,4500000292,00040,M500221,KCH1,S100018,2026-06-30,2026-06-09,21,Open schedule quantity 19 is past due by 21 days.,240.16,SYSTEM
EX00001249,PO_OVERDUE,HIGH,RESOLVED,4500000292,00050,M500116,KCH1,S100018,2026-06-30,2026-06-10,20,Open schedule quantity 196 is past due by 20 days.,4631.48,SYSTEM
EX00001250,SUPPLIER_COMMIT_LATE,HIGH,RESOLVED,4500000293,00010,M500136,KCH1,S100032,2026-06-30,2026-08-17,0,Supplier committed date is later than requested delivery date.,769.42,MWONG
EX00001251,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000293,00010,M500136,KCH1,S100032,2026-06-30,2026-08-27,0,Supplier committed date is later than requested delivery date.,2798.37,MWONG
EX00001252,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000293,00030,M500210,MTY1,S100032,2026-06-30,2026-06-25,5,Open schedule quantity 126 is past due by 5 days.,1792.98,MWONG
EX00001253,ACK_MISSING,MEDIUM,IN_REVIEW,4500000293,00050,M500251,AUS1,S100032,2026-06-30,2026-07-05,0,Supplier acknowledgement missing after PO creation.,1.72,MWONG
EX00001254,ACK_MISSING,MEDIUM,IN_REVIEW,4500000293,00050,M500251,AUS1,S100032,2026-06-30,2026-07-12,0,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00001255,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000293,00050,M500251,AUS1,S100032,2026-06-30,2026-07-16,0,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00001256,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000293,00060,M500145,MTY1,S100032,2026-06-30,2026-06-24,6,Open schedule quantity 332 is past due by 6 days.,4093.56,MWONG
EX00001257,DELETION_FLAG_ACTIVE,MEDIUM,ACTION_DRAFTED,4500000295,00010,M500196,DAL1,S100006,2026-06-30,2026-05-09,52,PO item has deletion flag but still appears in open supply view.,0.00,JSMITH
EX00001258,DELETION_FLAG_ACTIVE,MEDIUM,IN_REVIEW,4500000295,00010,M500196,DAL1,S100006,2026-06-30,2026-05-11,50,PO item has deletion flag but still appears in open supply view.,0.00,JSMITH
EX00001259,PO_OVERDUE,HIGH,NEW,4500000295,00020,M500184,MTY1,S100006,2026-06-30,2026-06-05,25,Open schedule quantity 1 is past due by 25 days.,23.74,JSMITH
EX00001260,PO_OVERDUE,HIGH,IN_REVIEW,4500000296,00020,M500296,AUS1,S100028,2026-06-30,2026-06-13,17,Open schedule quantity 270 is past due by 17 days.,769.50,SYSTEM
EX00001261,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000297,00010,M500257,MTY1,S100004,2026-06-30,2026-04-07,84,Open schedule quantity 10 is past due by 84 days.,39.00,LGARCIA
