material_doc,material_doc_year,po_number,item_number,movement_type,posting_date,received_qty,plant,storage_location,batch_number,created_by,reference_doc
5000001492,2026,4500000233,00040,101,2026-05-22,8,AUS1,0001,,RFSCAN,4500000233
5000001493,2026,4500000233,00040,101,2026-06-04,66,AUS1,0001,,RFSCAN,4500000233
5000001494,2026,4500000233,00040,101,2026-05-21,94,AUS1,0001,,WHUSER2,4500000233
5000001495,2026,4500000233,00050,101,2026-05-11,24,DAL1,REC1,,SYSTEM,4500000233
5000001496,2026,4500000233,00050,101,2026-05-27,356,DAL1,REC1,,RFSCAN,4500000233
5000001497,2026,4500000233,00060,101,2026-05-14,9,MTY1,0001,,WHUSER1,4500000233
5000001498,2026,4500000233,00060,101,2026-04-02,21,MTY1,0001,,RFSCAN,4500000233
5000001499,2026,4500000234,00010,101,2026-02-17,7,AUS1,0001,,WHUSER2,4500000234
5000001500,2026,4500000234,00010,101,2026-03-03,5,AUS1,0001,,WHUSER2,4500000234
5000001501,2026,4500000234,00010,101,2026-03-06,15,AUS1,0001,,WHUSER1,4500000234
5000001502,2026,4500000234,00020,101,2026-05-14,750,KCH1,REC1,,SYSTEM,4500000234
5000001503,2026,4500000234,00030,101,2026-05-04,13,MTY1,0001,,WHUSER2,4500000234
5000001504,2026,4500000234,00030,101,2026-05-22,7,MTY1,0001,,WHUSER1,4500000234
5000001505,2026,4500000234,00030,101,2026-05-15,12,MTY1,0001,,WHUSER1,4500000234
5000001506,2026,4500000234,00040,101,2026-03-07,35,MTY1,0001,,RFSCAN,4500000234
5000001507,2026,4500000234,00040,101,2026-02-26,7,MTY1,0001,,WHUSER2,4500000234
5000001508,2026,4500000234,00040,103,2026-03-01,31,MTY1,0001,,SYSTEM,4500000234
5000001509,2026,4500000235,00010,101,2026-04-08,37,MTY1,0001,,WHUSER2,4500000235
5000001510,2026,4500000235,00010,101,2026-05-09,14,MTY1,REC1,,WHUSER1,4500000235
5000001511,2026,4500000235,00010,101,2026-05-22,149,MTY1,0001,,SYSTEM,4500000235
5000001512,2026,4500000235,00020,101,2026-03-28,3,KCH1,0001,,RFSCAN,4500000235
5000001513,2026,4500000235,00020,101,2026-05-29,37,KCH1,0001,,RFSCAN,4500000235
5000001514,2026,4500000235,00040,103,2026-04-15,2,MTY1,0001,,SYSTEM,4500000235
5000001515,2026,4500000235,00040,101,2026-04-21,1,MTY1,0001,,WHUSER2,4500000235
5000001516,2026,4500000235,00040,101,2026-04-14,2,MTY1,0001,,RFSCAN,4500000235
5000001517,2026,4500000235,00050,101,2026-04-18,57,DAL1,0001,B57775,SYSTEM,4500000235
5000001518,2026,4500000235,00050,101,2026-04-21,561,DAL1,0001,B38566,WHUSER2,4500000235
5000001519,2026,4500000235,00050,101,2026-04-17,812,DAL1,0001,B26989,RFSCAN,4500000235
5000001520,2026,4500000235,00060,101,2026-04-16,3,KCH1,0001,,SYSTEM,4500000235
5000001521,2026,4500000235,00060,101,2026-04-16,18,KCH1,0001,,SYSTEM,4500000235
5000001522,2026,4500000235,00060,101,2026-04-30,116,KCH1,REC1,,WHUSER1,4500000235
5000001523,2026,4500000235,00070,101,2026-04-15,1,DAL1,0001,,WHUSER2,4500000235
5000001524,2026,4500000235,00070,101,2026-04-08,6,DAL1,0001,,WHUSER2,4500000235
5000001525,2026,4500000236,00010,101,2026-05-22,33,MTY1,0001,,WHUSER1,4500000236
5000001526,2026,4500000236,00020,101,2026-04-19,693,AUS1,0001,,WHUSER2,4500000236
5000001527,2026,4500000236,00020,101,2026-04-25,30,AUS1,0001,,RFSCAN,4500000236
5000001528,2026,4500000236,00020,101,2026-04-30,678,AUS1,0001,,RFSCAN,4500000236
5000001529,2026,4500000237,00010,101,2026-04-28,2850,PHX1,0001,,SYSTEM,4500000237
5000001530,2026,4500000237,00020,101,2026-05-12,1023,MTY1,REC1,,WHUSER1,4500000237
5000001531,2026,4500000237,00020,101,2026-05-12,816,MTY1,0001,,SYSTEM,4500000237
5000001532,2026,4500000237,00020,101,2026-05-13,1593,MTY1,0001,,WHUSER2,4500000237
5000001533,2026,4500000238,00010,101,2026-05-27,1,AUS1,0001,,WHUSER2,4500000238
5000001534,2026,4500000238,00010,101,2026-05-25,5,AUS1,0001,,SYSTEM,4500000238
5000001535,2026,4500000238,00010,101,2026-04-22,8,AUS1,0001,,WHUSER1,4500000238
5000001536,2026,4500000238,00020,101,2026-05-28,37,AUS1,0001,,SYSTEM,4500000238
5000001537,2026,4500000238,00020,101,2026-03-19,132,AUS1,0001,,WHUSER1,4500000238
5000001538,2026,4500000238,00040,101,2026-03-21,59,MTY1,REC1,B89053,WHUSER2,4500000238
5000001539,2026,4500000238,00050,101,2026-04-24,1540,AUS1,0001,,WHUSER1,4500000238
5000001540,2026,4500000238,00060,101,2026-04-12,5,MTY1,REC1,,WHUSER2,4500000238
5000001541,2026,4500000238,00060,101,2026-04-11,65,MTY1,0001,,RFSCAN,4500000238
5000001542,2026,4500000238,00060,105,2026-04-04,103,MTY1,0001,,SYSTEM,4500000238
5000001543,2026,4500000238,00070,101,2026-04-12,238,MTY1,0001,,SYSTEM,4500000238
5000001544,2026,4500000238,00070,101,2026-04-25,866,MTY1,0001,,RFSCAN,4500000238
5000001545,2026,4500000239,00010,101,2026-05-19,9,PHX1,0001,,WHUSER2,4500000239
5000001546,2026,4500000239,00020,101,2026-05-24,2898,PHX1,0001,,WHUSER1,4500000239
5000001547,2026,4500000240,00010,101,2026-07-02,293,KCH1,0001,,RFSCAN,4500000240
5000001548,2026,4500000240,00020,101,2026-06-20,40,PHX1,0001,,WHUSER1,4500000240
5000001549,2026,4500000240,00020,101,2026-06-25,177,PHX1,0001,,WHUSER1,4500000240
5000001550,2026,4500000240,00030,101,2026-07-03,1244,PHX1,0001,,WHUSER1,4500000240
5000001551,2026,4500000240,00030,101,2026-07-11,309,PHX1,0001,,SYSTEM,4500000240
5000001552,2026,4500000240,00030,101,2026-06-29,1248,PHX1,0001,,WHUSER1,4500000240
5000001553,2026,4500000240,00040,101,2026-04-30,1,KCH1,0001,,SYSTEM,4500000240
5000001554,2026,4500000240,00040,101,2026-05-05,29,KCH1,0001,,WHUSER1,4500000240
5000001555,2026,4500000240,00040,101,2026-05-01,23,KCH1,0001,,SYSTEM,4500000240
5000001556,2026,4500000240,00050,101,2026-05-24,600,MTY1,0001,,SYSTEM,4500000240
5000001557,2026,4500000240,00050,101,2026-05-13,1354,MTY1,REC1,,RFSCAN,4500000240
5000001558,2026,4500000240,00060,101,2026-04-18,15,KCH1,0001,,RFSCAN,4500000240
5000001559,2026,4500000240,00060,101,2026-04-12,30,KCH1,0001,,SYSTEM,4500000240
5000001560,2026,4500000240,00060,103,2026-04-15,30,KCH1,0001,,WHUSER1,4500000240
5000001561,2026,4500000241,00030,101,2026-05-24,400,DAL1,0001,,RFSCAN,4500000241
5000001562,2026,4500000241,00040,101,2026-05-22,1,DAL1,0001,,RFSCAN,4500000241
5000001563,2026,4500000241,00040,101,2026-05-25,13,DAL1,REC1,,RFSCAN,4500000241
5000001564,2026,4500000242,00020,101,2026-05-15,107,PHX1,0001,,SYSTEM,4500000242
5000001565,2026,4500000242,00020,101,2026-05-20,435,PHX1,0001,,SYSTEM,4500000242
5000001566,2026,4500000242,00020,101,2026-05-18,837,PHX1,0001,,WHUSER2,4500000242
5000001567,2026,4500000242,00040,105,2026-06-01,108,KCH1,0001,,WHUSER1,4500000242
5000001568,2026,4500000242,00050,101,2026-05-10,50,DAL1,0001,B21719,RFSCAN,4500000242
5000001569,2026,4500000243,00010,101,2026-05-07,58,MTY1,0001,,WHUSER1,4500000243
5000001570,2026,4500000243,00010,101,2026-05-04,45,MTY1,0001,,WHUSER2,4500000243
5000001571,2026,4500000243,00010,101,2026-05-25,52,MTY1,0001,,WHUSER1,4500000243
5000001572,2026,4500000243,00030,101,2026-05-15,85,PHX1,0001,B50828,SYSTEM,4500000243
5000001573,2026,4500000243,00030,101,2026-05-06,24,PHX1,0001,B59765,WHUSER2,4500000243
5000001574,2026,4500000243,00030,101,2026-05-05,340,PHX1,0001,B48688,SYSTEM,4500000243
5000001575,2026,4500000244,00010,101,2026-04-08,677,MTY1,0001,,RFSCAN,4500000244
5000001576,2026,4500000244,00010,101,2026-04-23,61,MTY1,0001,,WHUSER1,4500000244
5000001577,2026,4500000244,00010,101,2026-04-25,1045,MTY1,0001,,SYSTEM,4500000244
5000001578,2026,4500000245,00010,101,2026-03-28,18,KCH1,0001,,WHUSER2,4500000245
5000001579,2026,4500000245,00010,101,2026-03-31,8,KCH1,0001,,SYSTEM,4500000245
5000001580,2026,4500000245,00010,101,2026-03-30,33,KCH1,0001,,WHUSER1,4500000245
5000001581,2026,4500000245,00020,101,2026-05-19,3,PHX1,0001,,SYSTEM,4500000245
5000001582,2026,4500000245,00020,101,2026-05-15,70,PHX1,0001,,WHUSER2,4500000245
5000001583,2026,4500000245,00030,101,2026-04-10,177,DAL1,0001,,RFSCAN,4500000245
5000001584,2026,4500000245,00030,101,2026-04-19,447,DAL1,0001,,WHUSER2,4500000245
5000001585,2026,4500000245,00030,103,2026-04-13,1875,DAL1,0001,,SYSTEM,4500000245
5000001586,2026,4500000245,00040,101,2026-04-08,1,DAL1,0001,,WHUSER1,4500000245
5000001587,2026,4500000245,00040,101,2026-04-03,9,DAL1,0001,,WHUSER1,4500000245
5000001588,2026,4500000245,00040,103,2026-04-21,131,DAL1,0001,,WHUSER1,4500000245
5000001589,2026,4500000245,00050,101,2026-03-12,12,KCH1,0001,,WHUSER2,4500000245
5000001590,2026,4500000245,00050,101,2026-03-07,230,KCH1,0001,,RFSCAN,4500000245
5000001591,2026,4500000245,00060,101,2026-03-01,920,AUS1,0001,B62016,WHUSER2,4500000245
5000001592,2026,4500000245,00060,101,2026-03-12,201,AUS1,0001,B23883,RFSCAN,4500000245
5000001593,2026,4500000245,00060,103,2026-03-12,710,AUS1,0001,B22604,WHUSER2,4500000245
5000001594,2026,4500000246,00010,103,2026-04-08,99,KCH1,0001,,WHUSER1,4500000246
5000001595,2026,4500000246,00010,101,2026-04-09,244,KCH1,0001,,RFSCAN,4500000246
5000001596,2026,4500000246,00020,101,2026-04-04,212,KCH1,0001,B59751,RFSCAN,4500000246
5000001597,2026,4500000246,00030,101,2026-05-04,323,MTY1,0001,,RFSCAN,4500000246
5000001598,2026,4500000246,00040,103,2026-05-30,4,KCH1,0001,B59601,SYSTEM,4500000246
5000001599,2026,4500000246,00050,101,2026-06-16,269,MTY1,0001,,SYSTEM,4500000246
5000001600,2026,4500000246,00050,101,2026-06-27,431,MTY1,0001,,RFSCAN,4500000246
5000001601,2026,4500000246,00060,103,2026-05-17,109,AUS1,0001,,WHUSER1,4500000246
5000001602,2026,4500000247,00010,101,2026-05-03,11,PHX1,0001,,WHUSER2,4500000247
5000001603,2026,4500000247,00010,101,2026-05-20,4,PHX1,0001,,RFSCAN,4500000247
5000001604,2026,4500000247,00010,101,2026-05-02,15,PHX1,0001,,WHUSER2,4500000247
5000001605,2026,4500000248,00010,103,2026-05-27,7,KCH1,0001,,RFSCAN,4500000248
5000001606,2026,4500000248,00010,101,2026-05-23,6,KCH1,0001,,SYSTEM,4500000248
5000001607,2026,4500000248,00020,101,2026-04-20,5,AUS1,0001,,RFSCAN,4500000248
5000001608,2026,4500000248,00020,101,2026-04-25,2,AUS1,0001,,RFSCAN,4500000248
5000001609,2026,4500000248,00020,101,2026-04-19,12,AUS1,0001,,RFSCAN,4500000248
5000001610,2026,4500000249,00010,101,2026-04-11,15,AUS1,0001,B93595,WHUSER1,4500000249
5000001611,2026,4500000249,00010,103,2026-04-17,30,AUS1,0001,B21112,WHUSER1,4500000249
5000001612,2026,4500000249,00020,101,2026-04-16,159,MTY1,0001,,WHUSER2,4500000249
5000001613,2026,4500000249,00020,101,2026-04-07,547,MTY1,0001,,RFSCAN,4500000249
5000001614,2026,4500000249,00020,101,2026-04-14,1153,MTY1,REC1,,SYSTEM,4500000249
5000001615,2026,4500000249,00030,101,2026-04-06,175,AUS1,0001,,WHUSER2,4500000249
5000001616,2026,4500000249,00040,101,2026-04-15,51,KCH1,0001,,WHUSER1,4500000249
5000001617,2026,4500000249,00050,101,2026-06-08,284,PHX1,0001,,WHUSER1,4500000249
5000001618,2026,4500000249,00050,101,2026-06-21,888,PHX1,0001,,RFSCAN,4500000249
5000001619,2026,4500000249,00050,101,2026-06-13,989,PHX1,0001,,SYSTEM,4500000249
5000001620,2026,4500000249,00060,101,2026-04-16,11,KCH1,0001,B79964,RFSCAN,4500000249
5000001621,2026,4500000250,00020,101,2026-05-21,8,KCH1,0001,,SYSTEM,4500000250
5000001622,2026,4500000251,00010,101,2026-05-26,35,DAL1,0001,,WHUSER2,4500000251
5000001623,2026,4500000251,00010,101,2026-04-15,31,DAL1,0001,,WHUSER2,4500000251
5000001624,2026,4500000251,00010,101,2026-04-26,34,DAL1,0001,,WHUSER2,4500000251
5000001625,2026,4500000251,00020,101,2026-04-02,9,DAL1,0001,,SYSTEM,4500000251
5000001626,2026,4500000251,00020,101,2026-04-08,11,DAL1,0001,,RFSCAN,4500000251
5000001627,2026,4500000251,00030,101,2026-05-19,300,DAL1,0001,,WHUSER1,4500000251
5000001628,2026,4500000251,00040,103,2026-06-01,58,KCH1,REC1,,SYSTEM,4500000251
5000001629,2026,4500000251,00040,101,2026-05-28,106,KCH1,REC1,,WHUSER1,4500000251
5000001630,2026,4500000251,00040,101,2026-05-24,184,KCH1,0001,,WHUSER1,4500000251
5000001631,2026,4500000251,00050,103,2026-05-17,11,DAL1,0001,,SYSTEM,4500000251
5000001632,2026,4500000252,00010,101,2026-04-23,2000,MTY1,0001,,SYSTEM,4500000252
5000001633,2026,4500000252,00020,101,2026-03-20,60,MTY1,0001,,RFSCAN,4500000252
5000001634,2026,4500000252,00030,101,2026-04-27,7,KCH1,0001,,SYSTEM,4500000252
5000001635,2026,4500000252,00030,105,2026-05-10,3,KCH1,0001,,WHUSER2,4500000252
5000001636,2026,4500000252,00030,101,2026-05-04,5,KCH1,0001,,WHUSER2,4500000252
5000001637,2026,4500000252,00040,101,2026-05-31,85,MTY1,0001,,SYSTEM,4500000252
5000001638,2026,4500000252,00040,101,2026-04-18,15,MTY1,0001,,SYSTEM,4500000252
5000001639,2026,4500000252,00040,101,2026-04-16,67,MTY1,0001,,WHUSER2,4500000252
5000001640,2026,4500000253,00010,101,2026-05-31,49,MTY1,0001,,RFSCAN,4500000253
5000001641,2026,4500000253,00010,101,2026-04-25,69,MTY1,0001,,WHUSER1,4500000253
5000001642,2026,4500000253,00020,101,2026-06-12,8,PHX1,0001,,WHUSER2,4500000253
5000001643,2026,4500000253,00020,101,2026-05-15,4,PHX1,0001,,WHUSER2,4500000253
5000001644,2026,4500000253,00020,101,2026-06-10,7,PHX1,0001,,WHUSER1,4500000253
5000001645,2026,4500000253,00030,105,2026-05-06,24,PHX1,0001,,WHUSER2,4500000253
5000001646,2026,4500000253,00030,105,2026-05-17,55,PHX1,0001,,RFSCAN,4500000253
5000001647,2026,4500000253,00030,101,2026-05-07,418,PHX1,0001,,WHUSER1,4500000253
5000001648,2026,4500000253,00040,101,2026-05-22,172,KCH1,0001,,WHUSER2,4500000253
5000001649,2026,4500000253,00040,105,2026-06-07,1779,KCH1,0001,,RFSCAN,4500000253
5000001650,2026,4500000253,00050,101,2026-06-14,9,MTY1,0001,,RFSCAN,4500000253
5000001651,2026,4500000253,00050,101,2026-06-26,14,MTY1,0001,,WHUSER1,4500000253
5000001652,2026,4500000253,00050,101,2026-06-19,9,MTY1,0001,,WHUSER2,4500000253
5000001653,2026,4500000253,00060,101,2026-06-12,4,KCH1,0001,,WHUSER1,4500000253
5000001654,2026,4500000253,00060,101,2026-05-28,2,KCH1,0001,,SYSTEM,4500000253
5000001655,2026,4500000253,00060,101,2026-06-20,22,KCH1,0001,,WHUSER1,4500000253
5000001656,2026,4500000254,00010,101,2026-05-19,1,KCH1,0001,,WHUSER2,4500000254
5000001657,2026,4500000254,00020,101,2026-05-12,7,AUS1,0001,,WHUSER2,4500000254
5000001658,2026,4500000254,00020,101,2026-05-20,3,AUS1,0001,,WHUSER2,4500000254
5000001659,2026,4500000254,00020,122,2026-05-25,3,AUS1,0001,,WHUSER1,4500000254
5000001660,2026,4500000254,00040,101,2026-05-05,2369,DAL1,0001,,SYSTEM,4500000254
5000001661,2026,4500000254,00060,101,2026-05-11,246,KCH1,0001,,WHUSER2,4500000254
5000001662,2026,4500000255,00010,101,2026-07-07,750,DAL1,0001,,RFSCAN,4500000255
5000001663,2026,4500000255,00020,101,2026-05-17,2000,AUS1,0001,,RFSCAN,4500000255
5000001664,2026,4500000255,00030,101,2026-06-09,74,DAL1,0001,,SYSTEM,4500000255
5000001665,2026,4500000255,00030,101,2026-06-14,28,DAL1,0001,,SYSTEM,4500000255
5000001666,2026,4500000255,00040,101,2026-07-03,57,KCH1,0001,,WHUSER2,4500000255
5000001667,2026,4500000255,00040,101,2026-07-07,644,KCH1,REC1,,WHUSER1,4500000255
5000001668,2026,4500000255,00050,101,2026-06-25,800,DAL1,0001,,WHUSER1,4500000255
5000001669,2026,4500000256,00010,101,2026-05-19,53,DAL1,0001,,WHUSER1,4500000256
5000001670,2026,4500000257,00010,101,2026-07-18,3,AUS1,0001,B12561,WHUSER1,4500000257
5000001671,2026,4500000257,00010,101,2026-07-26,11,AUS1,0001,B69343,WHUSER1,4500000257
5000001672,2026,4500000257,00020,101,2026-05-08,175,AUS1,0001,,WHUSER2,4500000257
5000001673,2026,4500000257,00020,101,2026-05-21,890,AUS1,0001,,SYSTEM,4500000257
5000001674,2026,4500000257,00020,101,2026-08-14,1608,AUS1,0001,,SYSTEM,4500000257
5000001675,2026,4500000257,00030,101,2026-05-29,182,AUS1,0001,,WHUSER2,4500000257
5000001676,2026,4500000257,00030,101,2026-05-25,581,AUS1,0001,,WHUSER2,4500000257
5000001677,2026,4500000258,00010,101,2026-05-25,5,DAL1,0001,B92141,WHUSER1,4500000258
5000001678,2026,4500000258,00010,101,2026-05-26,8,DAL1,0001,B67616,WHUSER2,4500000258
5000001679,2026,4500000258,00010,101,2026-06-24,23,DAL1,0001,B95535,RFSCAN,4500000258
5000001680,2026,4500000258,00020,101,2026-06-22,42,KCH1,REC1,,SYSTEM,4500000258
5000001681,2026,4500000258,00030,101,2026-06-23,466,AUS1,0001,B71958,WHUSER2,4500000258
5000001682,2026,4500000258,00040,101,2026-05-25,227,AUS1,0001,,SYSTEM,4500000258
5000001683,2026,4500000258,00040,101,2026-05-27,515,AUS1,0001,,WHUSER2,4500000258
5000001684,2026,4500000258,00050,101,2026-05-16,941,AUS1,0001,,SYSTEM,4500000258
5000001685,2026,4500000258,00060,101,2026-05-31,52,MTY1,REC1,,WHUSER1,4500000258
5000001686,2026,4500000258,00060,101,2026-06-05,428,MTY1,0001,,SYSTEM,4500000258
5000001687,2026,4500000258,00070,101,2026-05-30,357,AUS1,REC1,,WHUSER2,4500000258
5000001688,2026,4500000258,00070,101,2026-06-06,21,AUS1,0001,,WHUSER1,4500000258
5000001689,2026,4500000258,00070,101,2026-06-12,281,AUS1,0001,,RFSCAN,4500000258
5000001690,2026,4500000259,00020,101,2026-05-22,842,MTY1,0001,,SYSTEM,4500000259
5000001691,2026,4500000259,00030,101,2026-05-13,22,AUS1,0001,,WHUSER2,4500000259
5000001692,2026,4500000259,00040,101,2026-05-31,1,PHX1,0001,,RFSCAN,4500000259
5000001693,2026,4500000259,00060,101,2026-05-17,143,KCH1,0001,,WHUSER2,4500000259
5000001694,2026,4500000260,00040,101,2026-06-02,20,AUS1,0001,,WHUSER2,4500000260
5000001695,2026,4500000261,00020,101,2026-05-20,41,PHX1,0001,,WHUSER1,4500000261
5000001696,2026,4500000261,00020,101,2026-05-19,159,PHX1,0001,,SYSTEM,4500000261
5000001697,2026,4500000262,00010,101,2026-06-08,11,DAL1,0001,,RFSCAN,4500000262
5000001698,2026,4500000262,00020,101,2026-07-07,2,KCH1,0001,,SYSTEM,4500000262
5000001699,2026,4500000262,00020,105,2026-07-25,196,KCH1,0001,,RFSCAN,4500000262
5000001700,2026,4500000262,00030,101,2026-07-25,39,MTY1,0001,,WHUSER1,4500000262
5000001701,2026,4500000262,00030,101,2026-05-28,859,MTY1,REC1,,RFSCAN,4500000262
5000001702,2026,4500000262,00040,101,2026-07-06,2,KCH1,0001,,RFSCAN,4500000262
5000001703,2026,4500000262,00040,101,2026-06-30,3,KCH1,0001,,WHUSER1,4500000262
5000001704,2026,4500000262,00050,101,2026-05-22,142,PHX1,0001,,WHUSER1,4500000262
5000001705,2026,4500000263,00010,101,2026-07-27,437,MTY1,0001,,WHUSER1,4500000263
5000001706,2026,4500000263,00010,103,2026-07-29,1743,MTY1,0001,,RFSCAN,4500000263
5000001707,2026,4500000263,00020,101,2026-05-30,46,DAL1,0001,,WHUSER2,4500000263
5000001708,2026,4500000263,00030,101,2026-06-18,100,AUS1,0001,,WHUSER2,4500000263
5000001709,2026,4500000263,00030,101,2026-06-29,514,AUS1,0001,,SYSTEM,4500000263
5000001710,2026,4500000263,00030,101,2026-06-28,2785,AUS1,0001,,WHUSER2,4500000263
5000001711,2026,4500000263,00040,101,2026-06-21,41,KCH1,0001,B10806,WHUSER1,4500000263
5000001712,2026,4500000263,00040,101,2026-06-17,52,KCH1,REC1,B14777,WHUSER1,4500000263
5000001713,2026,4500000263,00050,101,2026-05-10,7,AUS1,0001,,WHUSER2,4500000263
5000001714,2026,4500000263,00050,101,2026-06-15,6,AUS1,REC1,,WHUSER2,4500000263
5000001715,2026,4500000263,00050,101,2026-06-22,4,AUS1,0001,,SYSTEM,4500000263
5000001716,2026,4500000263,00060,101,2026-05-04,26,MTY1,0001,,SYSTEM,4500000263
5000001717,2026,4500000263,00060,101,2026-05-27,18,MTY1,0001,,WHUSER1,4500000263
5000001718,2026,4500000263,00060,101,2026-07-22,40,MTY1,0001,,WHUSER2,4500000263
5000001719,2026,4500000263,00070,101,2026-06-18,36,MTY1,0001,,RFSCAN,4500000263
5000001720,2026,4500000263,00070,101,2026-07-01,29,MTY1,0001,,WHUSER2,4500000263
5000001721,2026,4500000263,00070,101,2026-06-25,132,MTY1,0001,,RFSCAN,4500000263
5000001722,2026,4500000264,00010,103,2026-04-24,57,PHX1,0001,B84002,WHUSER2,4500000264
5000001723,2026,4500000264,00010,101,2026-04-19,60,PHX1,0001,B11169,WHUSER1,4500000264
5000001724,2026,4500000264,00020,101,2026-05-26,3000,KCH1,0001,,RFSCAN,4500000264
5000001725,2026,4500000264,00030,122,2026-05-21,135,DAL1,0001,,WHUSER2,4500000264
5000001726,2026,4500000265,00010,101,2026-05-11,2000,KCH1,0001,B44477,WHUSER1,4500000265
5000001727,2026,4500000265,00020,101,2026-02-13,28,DAL1,0001,,RFSCAN,4500000265
5000001728,2026,4500000265,00020,101,2026-02-18,71,DAL1,0001,,RFSCAN,4500000265
5000001729,2026,4500000265,00030,103,2026-02-13,1000,PHX1,0001,,WHUSER1,4500000265
5000001730,2026,4500000266,00010,101,2026-02-28,914,MTY1,0001,,WHUSER2,4500000266
5000001731,2026,4500000266,00010,101,2026-03-07,1006,MTY1,0001,,RFSCAN,4500000266
5000001732,2026,4500000267,00010,101,2026-05-22,37,DAL1,0001,B74744,WHUSER1,4500000267
5000001733,2026,4500000267,00010,101,2026-05-23,7,DAL1,0001,B85852,SYSTEM,4500000267
5000001734,2026,4500000267,00010,101,2026-06-01,20,DAL1,REC1,B95886,WHUSER2,4500000267
5000001735,2026,4500000267,00020,101,2026-05-14,214,PHX1,0001,,RFSCAN,4500000267
5000001736,2026,4500000267,00030,101,2026-05-10,11,AUS1,0001,,WHUSER2,4500000267
5000001737,2026,4500000267,00030,101,2026-03-18,109,AUS1,0001,,WHUSER2,4500000267
5000001738,2026,4500000268,00010,101,2026-04-09,132,PHX1,0001,,RFSCAN,4500000268
5000001739,2026,4500000268,00010,101,2026-04-20,126,PHX1,0001,,RFSCAN,4500000268
5000001740,2026,4500000268,00010,101,2026-04-11,75,PHX1,0001,,SYSTEM,4500000268
5000001741,2026,4500000268,00020,101,2026-04-16,20,DAL1,0001,,WHUSER1,4500000268
5000001742,2026,4500000268,00020,101,2026-05-25,178,DAL1,0001,,RFSCAN,4500000268
5000001743,2026,4500000269,00010,103,2026-06-21,18,KCH1,REC1,,RFSCAN,4500000269
5000001744,2026,4500000269,00010,101,2026-06-23,211,KCH1,0001,,RFSCAN,4500000269
5000001745,2026,4500000269,00010,101,2026-05-12,322,KCH1,0001,,WHUSER2,4500000269
5000001746,2026,4500000269,00020,101,2026-05-18,1000,DAL1,0001,,WHUSER2,4500000269
5000001747,2026,4500000269,00030,101,2026-06-05,1,AUS1,0001,,RFSCAN,4500000269
5000001748,2026,4500000269,00030,101,2026-06-11,15,AUS1,0001,,WHUSER2,4500000269
5000001749,2026,4500000269,00040,101,2026-06-22,100,DAL1,0001,,RFSCAN,4500000269
5000001750,2026,4500000269,00050,101,2026-08-08,181,MTY1,0001,B57687,WHUSER2,4500000269
5000001751,2026,4500000269,00050,101,2026-08-15,134,MTY1,0001,B37621,WHUSER2,4500000269
5000001752,2026,4500000269,00050,101,2026-08-11,241,MTY1,0001,B74779,WHUSER1,4500000269
5000001753,2026,4500000269,00060,101,2026-07-21,3,KCH1,0001,,SYSTEM,4500000269
5000001754,2026,4500000269,00060,101,2026-07-25,3,KCH1,0001,,SYSTEM,4500000269
5000001755,2026,4500000270,00010,101,2026-03-20,12,KCH1,0001,,SYSTEM,4500000270
5000001756,2026,4500000270,00010,101,2026-04-08,10,KCH1,0001,,WHUSER1,4500000270
5000001757,2026,4500000270,00020,101,2026-05-11,20,DAL1,0001,,SYSTEM,4500000270
5000001758,2026,4500000270,00030,101,2026-03-03,163,PHX1,0001,,RFSCAN,4500000270
5000001759,2026,4500000270,00030,101,2026-02-26,108,PHX1,0001,,WHUSER2,4500000270
5000001760,2026,4500000270,00030,105,2026-03-04,171,PHX1,0001,,WHUSER1,4500000270
5000001761,2026,4500000270,00040,101,2026-03-29,31,PHX1,0001,,WHUSER2,4500000270
5000001762,2026,4500000270,00040,101,2026-03-31,32,PHX1,0001,,RFSCAN,4500000270
5000001763,2026,4500000270,00050,103,2026-04-26,27,AUS1,0001,,RFSCAN,4500000270
5000001764,2026,4500000270,00050,101,2026-04-23,3,AUS1,0001,,WHUSER1,4500000270
5000001765,2026,4500000270,00050,101,2026-05-28,52,AUS1,0001,,RFSCAN,4500000270
5000001766,2026,4500000271,00010,101,2026-04-11,2,KCH1,0001,B68208,RFSCAN,4500000271
5000001767,2026,4500000271,00010,101,2026-04-17,37,KCH1,0001,B44462,SYSTEM,4500000271
5000001768,2026,4500000271,00020,105,2026-03-28,418,DAL1,REC1,,RFSCAN,4500000271
5000001769,2026,4500000271,00020,101,2026-04-09,642,DAL1,0001,,RFSCAN,4500000271
5000001770,2026,4500000271,00030,101,2026-05-05,150,PHX1,0001,,WHUSER1,4500000271
5000001771,2026,4500000271,00040,103,2026-04-28,2,PHX1,0001,,WHUSER2,4500000271
5000001772,2026,4500000271,00040,101,2026-05-15,8,PHX1,0001,,RFSCAN,4500000271
5000001773,2026,4500000271,00050,101,2026-03-13,80,DAL1,0001,,SYSTEM,4500000271
5000001774,2026,4500000271,00060,105,2026-05-26,1155,PHX1,0001,,SYSTEM,4500000271
5000001775,2026,4500000271,00060,101,2026-05-25,2561,PHX1,0001,,RFSCAN,4500000271
5000001776,2026,4500000271,00070,101,2026-03-11,822,PHX1,0001,,WHUSER2,4500000271
5000001777,2026,4500000271,00070,101,2026-05-19,1068,PHX1,REC1,,RFSCAN,4500000271
5000001778,2026,4500000272,00010,101,2026-05-27,463,PHX1,0001,,SYSTEM,4500000272
