asn_number,po_number,item_number,schedule_line,supplier_id,shipped_qty,ship_date,expected_delivery_date,carrier,tracking_number,status,last_status_update
ASN00000957,4500000228,00030,0002,S100040,3,2026-05-24,2026-06-03,Supplier Truck,2714A76E-266,IN_TRANSIT,2026-05-25
ASN00000958,4500000228,00050,0001,S100040,443,2026-05-26,2026-06-16,Local Carrier,5A01DE69-67B,DELIVERED,2026-05-23
ASN00000959,4500000228,00050,0002,S100040,151,2026-05-27,2026-06-03,Supplier Truck,FCEC8FAF-5BD,IN_TRANSIT,2026-05-26
ASN00000960,4500000228,00050,0003,S100040,999,2026-05-18,2026-06-09,Supplier Truck,5899204F-9D8,IN_TRANSIT,2026-05-24
ASN00000961,4500000229,00010,0001,S100003,3,2026-05-18,2026-06-07,UPS,F63C6903-248,DELAYED,2026-05-27
ASN00000962,4500000229,00050,0001,S100003,5,,2026-05-28,Maersk,DC9B4E89-877,PENDING_PICKUP,2026-05-24
ASN00000963,4500000229,00050,0002,S100003,14,2026-05-25,2026-06-14,DHL,3B011F4F-B6B,CUSTOMS_HOLD,2026-05-27
ASN00000964,4500000230,00010,0002,S100008,3,,2026-05-31,Maersk,C311B53B-6E3,PENDING_PICKUP,2026-05-27
ASN00000965,4500000230,00010,0003,S100008,1,2026-05-20,2026-06-04,Maersk,4B3601D8-3FA,IN_TRANSIT,2026-05-28
ASN00000966,4500000231,00010,0003,S100022,548,2026-05-18,2026-06-03,Local Carrier,22AC827A-396,IN_TRANSIT,2026-05-26
ASN00000967,4500000231,00020,0001,S100022,108,2026-05-27,2026-06-17,DHL,A4E67004-B31,IN_TRANSIT,2026-05-23
ASN00000968,4500000231,00020,0002,S100022,527,,2026-06-15,UPS,D574AF41-2D4,NOT_SHIPPED,2026-05-25
ASN00000969,4500000232,00020,0001,S100002,367,2026-05-25,2026-06-01,UPS,36A69C80-26A,IN_TRANSIT,2026-05-28
ASN00000970,4500000233,00020,0002,S100039,94,2026-05-24,2026-06-06,Maersk,F19EC5DA-251,IN_TRANSIT,2026-05-27
ASN00000971,4500000233,00030,0002,S100039,3,2026-05-26,2026-06-09,Supplier Truck,133AA09A-266,IN_TRANSIT,2026-05-27
ASN00000972,4500000233,00030,0003,S100039,10,2026-05-20,2026-05-24,UPS,C321382D-291,IN_TRANSIT,2026-05-24
ASN00000973,4500000233,00060,0001,S100039,1,2026-05-19,2026-06-20,DHL,668F3987-043,DELAYED,2026-05-28
ASN00000974,4500000233,00060,0002,S100039,4,2026-05-24,2026-05-27,Supplier Truck,0D4A9DE8-D95,IN_TRANSIT,2026-05-26
ASN00000975,4500000234,00010,0002,S100026,1,2026-05-24,2026-06-14,Local Carrier,3DA03666-F07,DELAYED,2026-05-24
ASN00000976,4500000234,00030,0002,S100026,3,2026-05-25,2026-06-09,DHL,73F274AB-669,DELIVERED,2026-05-26
ASN00000977,4500000234,00030,0003,S100026,3,,2026-06-08,Local Carrier,8D8BC5F4-4F0,PENDING_PICKUP,2026-05-23
ASN00000978,4500000234,00040,0002,S100026,1,2026-05-28,2026-06-07,Maersk,B7DD0567-177,DELAYED,2026-05-24
ASN00000979,4500000234,00040,0003,S100026,11,2026-05-18,2026-06-03,Maersk,EA5840E1-2A6,IN_TRANSIT,2026-05-24
ASN00000980,4500000235,00030,0001,S100017,52,2026-05-25,2026-06-14,Local Carrier,9C8B1D46-839,DELAYED,2026-05-28
ASN00000981,4500000235,00030,0002,S100017,1129,,2026-06-11,FedEx,EDA8AFA8-75A,PENDING_PICKUP,2026-05-23
ASN00000982,4500000235,00040,0001,S100017,1,2026-05-27,2026-06-02,FedEx,CE55C2D2-9DA,DELIVERED,2026-05-28
ASN00000983,4500000235,00040,0003,S100017,2,,2026-05-30,UPS,842B3EAB-E66,PENDING_PICKUP,2026-05-25
ASN00000984,4500000235,00050,0001,S100017,4,2026-05-22,2026-06-16,Supplier Truck,B67BEC0B-578,IN_TRANSIT,2026-05-24
ASN00000985,4500000235,00060,0001,S100017,1,2026-05-18,2026-06-02,Maersk,B1D02ACE-F36,IN_TRANSIT,2026-05-27
ASN00000986,4500000235,00060,0003,S100017,5,2026-05-21,2026-06-07,UPS,4DE228EF-B08,IN_TRANSIT,2026-05-27
ASN00000987,4500000235,00070,0002,S100017,1,2026-05-21,2026-06-10,DHL,33EC73AA-B3E,IN_TRANSIT,2026-05-28
ASN00000988,4500000236,00020,0003,S100010,389,2026-05-24,2026-05-28,FedEx,DD2CE382-251,IN_TRANSIT,2026-05-26
ASN00000989,4500000237,00010,0001,S100004,585,2026-05-21,2026-06-06,Local Carrier,DFA8EBFB-5C5,IN_TRANSIT,2026-05-25
ASN00000990,4500000237,00020,0001,S100004,240,2026-05-26,2026-06-16,FedEx,BE605509-D9B,CUSTOMS_HOLD,2026-05-26
ASN00000991,4500000237,00020,0003,S100004,257,,2026-06-10,DHL,B74F49CB-BC6,NOT_SHIPPED,2026-05-27
ASN00000992,4500000238,00010,0003,S100025,1,2026-05-24,2026-06-12,Local Carrier,2B631A07-D14,IN_TRANSIT,2026-05-28
ASN00000993,4500000238,00020,0001,S100025,9,2026-05-24,2026-06-03,Local Carrier,877849AB-17A,DELAYED,2026-05-25
ASN00000994,4500000238,00030,0001,S100025,350,,2026-05-24,UPS,20B8C1DB-95C,PENDING_PICKUP,2026-05-24
ASN00000995,4500000238,00050,0001,S100025,261,2026-05-21,2026-06-03,FedEx,138BF693-B88,IN_TRANSIT,2026-05-26
ASN00000996,4500000238,00060,0001,S100025,1,2026-05-24,2026-06-16,UPS,94E7431D-CC0,IN_TRANSIT,2026-05-26
ASN00000997,4500000238,00060,0002,S100025,16,,2026-06-05,FedEx,AA7507A7-C92,NOT_SHIPPED,2026-05-23
ASN00000998,4500000238,00070,0001,S100025,49,,2026-05-26,UPS,32D69E06-01A,PENDING_PICKUP,2026-05-26
ASN00000999,4500000239,00010,0002,S100039,9,2026-05-20,2026-06-14,Supplier Truck,9A0D111E-60E,DELIVERED,2026-05-27
ASN00001000,4500000240,00010,0001,S100047,205,2026-05-20,2026-06-08,FedEx,0DEA9F86-45C,DELAYED,2026-05-27
ASN00001001,4500000240,00020,0001,S100047,16,2026-05-21,2026-06-06,DHL,054218CD-450,CUSTOMS_HOLD,2026-05-26
ASN00001002,4500000240,00030,0001,S100047,84,2026-05-27,2026-05-26,UPS,C3D2F06A-909,DELIVERED,2026-05-28
ASN00001003,4500000240,00030,0002,S100047,9,2026-05-27,2026-06-26,UPS,E776BA83-7A0,CUSTOMS_HOLD,2026-05-27
ASN00001004,4500000240,00030,0003,S100047,48,2026-05-27,2026-06-09,FedEx,C6A2B4D5-98A,CUSTOMS_HOLD,2026-05-24
ASN00001005,4500000240,00040,0001,S100047,1,,2026-06-01,Supplier Truck,3EB6DC81-7FC,PENDING_PICKUP,2026-05-28
ASN00001006,4500000240,00050,0001,S100047,45,,2026-05-28,DHL,FCAA3CCC-664,PENDING_PICKUP,2026-05-27
ASN00001007,4500000240,00060,0001,S100047,1,2026-05-27,2026-06-07,Maersk,6CC4DDA1-5C6,IN_TRANSIT,2026-05-25
ASN00001008,4500000241,00010,0001,S100043,217,2026-05-25,2026-05-27,Supplier Truck,FB5AD97D-70A,IN_TRANSIT,2026-05-23
ASN00001009,4500000241,00020,0001,S100043,35,2026-05-25,2026-06-02,UPS,A13CE1C2-DC3,IN_TRANSIT,2026-05-23
ASN00001010,4500000241,00040,0002,S100043,5,2026-05-18,2026-05-29,UPS,526C5B5D-82D,IN_TRANSIT,2026-05-26
ASN00001011,4500000242,00010,0001,S100006,182,,2026-06-02,FedEx,CFF9653C-69F,PENDING_PICKUP,2026-05-23
ASN00001012,4500000242,00020,0002,S100006,18,,2026-06-06,Maersk,5B3A5009-EED,NOT_SHIPPED,2026-05-26
ASN00001013,4500000243,00010,0001,S100037,6,,2026-06-08,UPS,10E14303-A7D,NOT_SHIPPED,2026-05-27
ASN00001014,4500000243,00010,0002,S100037,1,2026-05-22,2026-06-17,Local Carrier,B0AD7C29-BD2,DELIVERED,2026-05-25
ASN00001015,4500000243,00010,0003,S100037,18,2026-05-27,2026-06-02,Maersk,B1436DCD-064,DELAYED,2026-05-24
ASN00001016,4500000243,00020,0001,S100037,1610,2026-05-23,2026-05-29,Maersk,F1845577-FB5,IN_TRANSIT,2026-05-23
ASN00001017,4500000243,00030,0003,S100037,4,2026-05-22,2026-05-30,UPS,D0FDDD77-862,IN_TRANSIT,2026-05-25
ASN00001018,4500000243,00040,0001,S100037,91,2026-05-25,2026-05-30,DHL,4FCE2CD4-6CA,IN_TRANSIT,2026-05-24
ASN00001019,4500000244,00010,0002,S100036,1,2026-05-19,2026-05-31,Local Carrier,84926C7E-15C,IN_TRANSIT,2026-05-26
ASN00001020,4500000245,00010,0001,S100019,11,2026-05-26,2026-06-01,UPS,364C8F75-8A1,IN_TRANSIT,2026-05-28
ASN00001021,4500000245,00010,0003,S100019,17,2026-05-21,2026-05-30,Maersk,FD1C186B-20D,IN_TRANSIT,2026-05-23
ASN00001022,4500000245,00020,0002,S100019,14,2026-05-25,2026-05-29,UPS,1A0A1116-DCD,IN_TRANSIT,2026-05-24
ASN00001023,4500000245,00030,0001,S100019,201,2026-05-26,2026-06-09,UPS,43C27BBA-E44,DELIVERED,2026-05-27
ASN00001024,4500000245,00030,0002,S100019,72,,2026-06-06,Supplier Truck,6E410374-69B,NOT_SHIPPED,2026-05-23
ASN00001025,4500000245,00030,0003,S100019,88,2026-05-28,2026-06-05,Maersk,3481A1AF-295,IN_TRANSIT,2026-05-23
ASN00001026,4500000245,00040,0001,S100019,1,2026-05-26,2026-06-20,FedEx,5D8D60BD-926,CUSTOMS_HOLD,2026-05-23
ASN00001027,4500000245,00050,0002,S100019,157,2026-05-21,2026-06-12,FedEx,D215B1DF-E22,IN_TRANSIT,2026-05-25
ASN00001028,4500000245,00060,0003,S100019,11,2026-05-24,2026-05-27,Maersk,7816885B-FFC,DELIVERED,2026-05-28
ASN00001029,4500000246,00020,0001,S100020,166,2026-05-26,2026-06-07,UPS,EC709145-66E,IN_TRANSIT,2026-05-28
ASN00001030,4500000246,00040,0002,S100020,1,,2026-06-07,DHL,0D08D2B9-40F,CANCELLED,2026-05-23
ASN00001031,4500000246,00050,0001,S100020,35,2026-05-23,2026-06-12,Local Carrier,4078642E-85C,CUSTOMS_HOLD,2026-05-26
ASN00001032,4500000246,00050,0002,S100020,379,2026-05-26,2026-06-19,DHL,112B7882-D07,CUSTOMS_HOLD,2026-05-25
ASN00001033,4500000246,00060,0001,S100020,147,2026-05-19,2026-06-15,DHL,A10F4BAC-D4E,IN_TRANSIT,2026-05-24
ASN00001034,4500000247,00010,0001,S100014,4,2026-05-19,2026-06-12,UPS,23C9AE06-6F2,IN_TRANSIT,2026-05-24
ASN00001035,4500000247,00010,0002,S100014,1,2026-05-19,2026-06-11,Supplier Truck,006A647E-7ED,DELIVERED,2026-05-28
ASN00001036,4500000248,00010,0002,S100044,2,2026-05-23,2026-06-02,Supplier Truck,7C8BF0A3-427,DELAYED,2026-05-27
ASN00001037,4500000249,00010,0001,S100040,6,,2026-06-04,FedEx,D241E6DE-3E5,PENDING_PICKUP,2026-05-26
ASN00001038,4500000249,00010,0002,S100040,17,,2026-06-11,DHL,5CCA1C55-753,NOT_SHIPPED,2026-05-28
ASN00001039,4500000249,00020,0002,S100040,6,2026-05-25,2026-05-25,Supplier Truck,BAC86CA4-A65,IN_TRANSIT,2026-05-23
ASN00001040,4500000249,00020,0003,S100040,14,2026-05-23,2026-06-05,Local Carrier,34D0A905-A0A,IN_TRANSIT,2026-05-23
ASN00001041,4500000249,00030,0001,S100040,73,,2026-06-15,Local Carrier,CE7DCD23-C6A,NOT_SHIPPED,2026-05-27
ASN00001042,4500000249,00040,0001,S100040,13,2026-05-25,2026-06-17,DHL,D9CAE6B3-294,IN_TRANSIT,2026-05-25
ASN00001043,4500000249,00060,0001,S100040,5,2026-05-22,2026-05-24,Maersk,960FC9FB-D20,IN_TRANSIT,2026-05-24
ASN00001044,4500000250,00010,0001,S100047,275,2026-05-28,2026-06-13,DHL,FB5E5E48-230,DELAYED,2026-05-26
ASN00001045,4500000250,00010,0002,S100047,843,2026-05-18,2026-06-14,FedEx,77A841F4-408,IN_TRANSIT,2026-05-26
ASN00001046,4500000250,00010,0003,S100047,1636,2026-05-27,2026-06-19,UPS,F632E3FB-DC5,DELAYED,2026-05-24
ASN00001047,4500000250,00030,0002,S100047,49,,2026-06-13,Local Carrier,410ED3F6-B2A,NOT_SHIPPED,2026-05-23
ASN00001048,4500000250,00030,0003,S100047,43,2026-05-18,2026-05-27,Supplier Truck,CD5BCE91-D71,IN_TRANSIT,2026-05-27
ASN00001049,4500000250,00040,0001,S100047,4,,2026-06-06,UPS,FA2AD151-A8D,PENDING_PICKUP,2026-05-25
ASN00001050,4500000250,00040,0002,S100047,7,,2026-06-09,Maersk,51E85EA7-027,CANCELLED,2026-05-26
ASN00001051,4500000250,00050,0001,S100047,196,,2026-06-07,Maersk,BDC37CFE-F1E,PENDING_PICKUP,2026-05-24
ASN00001052,4500000251,00040,0001,S100043,36,2026-05-28,2026-06-13,Local Carrier,F3E7F6C7-94B,CUSTOMS_HOLD,2026-05-24
ASN00001053,4500000251,00040,0002,S100043,17,2026-05-27,2026-06-12,Maersk,CF0961EB-4EB,IN_TRANSIT,2026-05-26
ASN00001054,4500000251,00050,0001,S100043,16,2026-05-23,2026-05-25,Local Carrier,7668E9D3-0C0,IN_TRANSIT,2026-05-25
ASN00001055,4500000252,00030,0001,S100027,1,2026-05-22,2026-05-24,FedEx,B4DD724A-BBD,IN_TRANSIT,2026-05-27
ASN00001056,4500000252,00030,0003,S100027,1,2026-05-25,2026-06-02,FedEx,BDFCD417-1A7,IN_TRANSIT,2026-05-28
ASN00001057,4500000252,00040,0001,S100027,6,,2026-05-28,DHL,5AC1D3A8-09A,PENDING_PICKUP,2026-05-28
ASN00001058,4500000252,00040,0003,S100027,14,2026-05-24,2026-06-02,Maersk,544176CB-0B5,IN_TRANSIT,2026-05-26
ASN00001059,4500000253,00010,0002,S100022,15,,2026-06-10,UPS,9691E76B-A65,NOT_SHIPPED,2026-05-28
ASN00001060,4500000253,00020,0002,S100022,1,2026-05-26,2026-06-15,Maersk,FB3D69BD-E67,IN_TRANSIT,2026-05-24
ASN00001061,4500000253,00040,0001,S100022,27,2026-05-25,2026-06-27,Local Carrier,E1A34611-25E,DELAYED,2026-05-25
ASN00001062,4500000253,00050,0002,S100022,1,2026-05-28,2026-06-10,UPS,AF65D87B-F52,IN_TRANSIT,2026-05-28
ASN00001063,4500000253,00060,0001,S100022,1,2026-05-18,2026-06-17,UPS,95C83F27-776,DELIVERED,2026-05-24
ASN00001064,4500000254,00010,0001,S100033,4,,2026-06-07,UPS,5D7C2716-869,PENDING_PICKUP,2026-05-28
ASN00001065,4500000254,00010,0002,S100033,1,2026-05-26,2026-06-13,Local Carrier,65A706D4-76E,IN_TRANSIT,2026-05-28
ASN00001066,4500000254,00010,0003,S100033,2,2026-05-26,2026-06-13,Supplier Truck,97BA5D15-6D0,IN_TRANSIT,2026-05-27
ASN00001067,4500000254,00020,0001,S100033,1,2026-05-19,2026-06-15,Local Carrier,48E7C3C4-9AC,CUSTOMS_HOLD,2026-05-27
ASN00001068,4500000254,00030,0002,S100033,32,,2026-05-25,UPS,94F91632-664,PENDING_PICKUP,2026-05-24
ASN00001069,4500000254,00040,0001,S100033,634,2026-05-23,2026-06-25,UPS,0E97E814-0CE,DELAYED,2026-05-26
ASN00001070,4500000254,00050,0001,S100033,19,2026-05-23,2026-05-28,DHL,66BC1288-DEF,IN_TRANSIT,2026-05-28
ASN00001071,4500000254,00050,0002,S100033,23,2026-05-23,2026-06-08,Supplier Truck,6143781C-876,IN_TRANSIT,2026-05-27
ASN00001072,4500000254,00060,0002,S100033,33,,2026-06-09,Supplier Truck,FEF4D286-8B0,PENDING_PICKUP,2026-05-26
ASN00001073,4500000254,00060,0003,S100033,485,2026-05-24,2026-06-24,UPS,030BFA72-268,DELAYED,2026-05-27
ASN00001074,4500000254,00070,0001,S100033,217,2026-05-22,2026-06-16,Local Carrier,7EF1C53C-364,DELIVERED,2026-05-25
ASN00001075,4500000255,00030,0001,S100018,17,2026-05-21,2026-06-05,Local Carrier,9D83A1E6-54C,IN_TRANSIT,2026-05-25
ASN00001076,4500000255,00030,0002,S100018,47,2026-05-23,2026-06-02,DHL,CF6F0306-393,IN_TRANSIT,2026-05-27
ASN00001077,4500000255,00040,0002,S100018,260,,2026-05-27,Maersk,B7AA7D69-B99,NOT_SHIPPED,2026-05-27
ASN00001078,4500000255,00050,0001,S100018,170,,2026-05-24,DHL,EFBD399F-7E2,NOT_SHIPPED,2026-05-26
ASN00001079,4500000256,00010,0001,S100016,79,2026-05-26,2026-06-09,UPS,BFB63947-BF5,IN_TRANSIT,2026-05-24
ASN00001080,4500000256,00010,0003,S100016,55,2026-05-27,2026-05-30,Maersk,B2AC46E3-82C,IN_TRANSIT,2026-05-24
ASN00001081,4500000257,00010,0002,S100014,5,,2026-06-04,DHL,9DE9A65E-9C6,NOT_SHIPPED,2026-05-25
ASN00001082,4500000257,00030,0001,S100014,77,,2026-05-27,Maersk,EE869562-858,NOT_SHIPPED,2026-05-24
ASN00001083,4500000258,00010,0001,S100014,1,2026-05-20,2026-06-06,UPS,BA04F474-3EF,DELAYED,2026-05-27
ASN00001084,4500000258,00010,0003,S100014,10,2026-05-23,2026-06-16,Local Carrier,56FC88B8-DF2,IN_TRANSIT,2026-05-24
ASN00001085,4500000258,00020,0001,S100014,54,,2026-06-02,Maersk,45C6EDED-794,NOT_SHIPPED,2026-05-24
ASN00001086,4500000258,00030,0001,S100014,426,,2026-06-09,Local Carrier,48B74807-50F,CANCELLED,2026-05-24
ASN00001087,4500000258,00040,0002,S100014,22,2026-05-23,2026-06-08,Local Carrier,22CC0143-CC2,IN_TRANSIT,2026-05-25
ASN00001088,4500000258,00050,0001,S100014,44,,2026-06-16,Local Carrier,13F47449-C78,NOT_SHIPPED,2026-05-24
ASN00001089,4500000258,00060,0001,S100014,9,2026-05-28,2026-06-24,Local Carrier,8C83EB45-818,CUSTOMS_HOLD,2026-05-23
ASN00001090,4500000258,00060,0002,S100014,526,2026-05-27,2026-06-18,Local Carrier,4E926826-8AE,CUSTOMS_HOLD,2026-05-26
ASN00001091,4500000258,00070,0001,S100014,79,2026-05-22,2026-06-17,UPS,298F20A8-C59,DELIVERED,2026-05-26
ASN00001092,4500000259,00010,0001,S100010,1,,2026-06-17,Local Carrier,649053EC-E3F,NOT_SHIPPED,2026-05-25
ASN00001093,4500000259,00010,0002,S100010,5,2026-05-23,2026-06-05,UPS,C57E2DC2-7BF,IN_TRANSIT,2026-05-27
ASN00001094,4500000259,00010,0003,S100010,8,,2026-06-07,UPS,781CFF64-EEB,PENDING_PICKUP,2026-05-27
ASN00001095,4500000259,00030,0001,S100010,459,,2026-06-01,Local Carrier,347C5680-39C,NOT_SHIPPED,2026-05-25
ASN00001096,4500000259,00030,0002,S100010,2,2026-05-21,2026-05-30,FedEx,94885D9E-EA6,DELIVERED,2026-05-26
ASN00001097,4500000259,00040,0002,S100010,12,2026-05-24,2026-06-27,Local Carrier,85DC4D13-7DB,DELAYED,2026-05-26
ASN00001098,4500000259,00050,0001,S100010,976,2026-05-26,2026-06-02,FedEx,A954A469-77F,IN_TRANSIT,2026-05-28
ASN00001099,4500000260,00020,0001,S100022,413,2026-05-20,2026-06-07,Supplier Truck,61FC80AA-E0F,DELAYED,2026-05-26
ASN00001100,4500000260,00030,0001,S100022,1257,2026-05-23,2026-06-14,Local Carrier,22E20832-C8D,DELAYED,2026-05-23
ASN00001101,4500000261,00010,0002,S100032,2,2026-05-24,2026-06-12,FedEx,833B847B-8C6,IN_TRANSIT,2026-05-26
ASN00001102,4500000261,00010,0003,S100032,2,2026-05-26,2026-06-14,Supplier Truck,1FEEFCB3-00D,IN_TRANSIT,2026-05-26
ASN00001103,4500000261,00030,0001,S100032,34,2026-05-19,2026-06-15,Local Carrier,2DCFE078-6C4,IN_TRANSIT,2026-05-27
ASN00001104,4500000262,00030,0001,S100027,50,,2026-06-05,Supplier Truck,58557F9D-CFC,PENDING_PICKUP,2026-05-27
ASN00001105,4500000262,00040,0001,S100027,1,2026-05-22,2026-06-12,Maersk,C888456C-FF7,DELAYED,2026-05-28
ASN00001106,4500000262,00050,0001,S100027,347,2026-05-19,2026-06-03,DHL,B7BADC19-46E,IN_TRANSIT,2026-05-23
ASN00001107,4500000263,00010,0002,S100026,683,2026-05-19,2026-06-17,DHL,8807A0AA-DF2,DELAYED,2026-05-24
ASN00001108,4500000263,00030,0001,S100026,51,2026-05-25,2026-06-12,FedEx,B9326F61-6B9,DELAYED,2026-05-25
ASN00001109,4500000263,00030,0002,S100026,10,2026-05-24,2026-06-13,DHL,AEC4B617-ED0,IN_TRANSIT,2026-05-28
ASN00001110,4500000263,00050,0003,S100026,1,2026-05-25,2026-06-24,Maersk,57B233AF-7CB,DELAYED,2026-05-24
ASN00001111,4500000263,00060,0003,S100026,9,2026-05-18,2026-06-17,Maersk,E350E430-C9B,DELAYED,2026-05-26
ASN00001112,4500000264,00010,0002,S100016,16,2026-05-18,2026-06-04,FedEx,50BBF16E-676,DELIVERED,2026-05-26
ASN00001113,4500000264,00040,0001,S100016,22,2026-05-25,2026-06-10,Local Carrier,280A197B-003,DELAYED,2026-05-25
ASN00001114,4500000264,00040,0002,S100016,9,2026-05-25,2026-06-20,Local Carrier,6E026F0A-153,DELAYED,2026-05-24
ASN00001115,4500000264,00050,0002,S100016,691,2026-05-19,2026-05-24,Supplier Truck,36776920-EE7,DELIVERED,2026-05-26
ASN00001116,4500000265,00020,0002,S100022,1,2026-05-22,2026-05-29,Local Carrier,AFB839F5-84C,IN_TRANSIT,2026-05-26
ASN00001117,4500000266,00010,0002,S100030,76,2026-05-25,2026-06-07,DHL,237C3AF3-F39,IN_TRANSIT,2026-05-24
ASN00001118,4500000267,00010,0001,S100022,5,2026-05-20,2026-06-15,Local Carrier,5180B98A-C8A,IN_TRANSIT,2026-05-26
ASN00001119,4500000267,00010,0002,S100022,1,2026-05-24,2026-06-11,UPS,18803184-ED1,IN_TRANSIT,2026-05-26
ASN00001120,4500000267,00010,0003,S100022,16,2026-05-18,2026-06-14,UPS,D5BD4CC0-3BB,IN_TRANSIT,2026-05-24
ASN00001121,4500000267,00020,0001,S100022,36,2026-05-21,2026-06-21,Local Carrier,0780553E-EB6,DELAYED,2026-05-23
ASN00001122,4500000267,00030,0001,S100022,30,2026-05-26,2026-06-16,Maersk,D1BA8849-BEE,IN_TRANSIT,2026-05-26
ASN00001123,4500000268,00010,0003,S100042,65,2026-05-27,2026-06-04,Supplier Truck,C6FE71DA-5A3,IN_TRANSIT,2026-05-25
ASN00001124,4500000268,00020,0001,S100042,2,2026-05-27,2026-06-15,DHL,936B141B-99A,IN_TRANSIT,2026-05-23
ASN00001125,4500000269,00010,0001,S100003,11,2026-05-18,2026-06-13,UPS,EDF19A37-637,IN_TRANSIT,2026-05-23
ASN00001126,4500000269,00030,0001,S100003,3,2026-05-26,2026-06-17,FedEx,43E20E3F-9DD,IN_TRANSIT,2026-05-26
ASN00001127,4500000269,00050,0001,S100003,42,2026-05-27,2026-05-29,FedEx,8E890EFD-9E4,IN_TRANSIT,2026-05-27
ASN00001128,4500000269,00050,0002,S100003,18,2026-05-27,2026-06-07,Supplier Truck,6F98BF23-848,CUSTOMS_HOLD,2026-05-28
ASN00001129,4500000269,00050,0003,S100003,70,2026-05-26,2026-05-24,FedEx,B9FC1828-114,IN_TRANSIT,2026-05-23
ASN00001130,4500000269,00060,0001,S100003,1,,2026-06-08,UPS,DA7A5398-8D1,NOT_SHIPPED,2026-05-25
ASN00001131,4500000270,00010,0002,S100005,9,,2026-06-01,Maersk,B4A4D869-E18,PENDING_PICKUP,2026-05-25
ASN00001132,4500000270,00030,0002,S100005,26,,2026-06-05,DHL,D6CE8080-6B9,PENDING_PICKUP,2026-05-26
ASN00001133,4500000270,00040,0001,S100005,10,2026-05-22,2026-06-06,UPS,F8A97A33-497,DELAYED,2026-05-23
ASN00001134,4500000270,00050,0002,S100005,1,,2026-06-11,UPS,DF7822A7-053,NOT_SHIPPED,2026-05-24
ASN00001135,4500000271,00020,0001,S100010,29,,2026-05-28,DHL,314CB887-239,PENDING_PICKUP,2026-05-25
ASN00001136,4500000271,00020,0002,S100010,321,2026-05-22,2026-06-27,FedEx,3142C01F-88A,CUSTOMS_HOLD,2026-05-26
ASN00001137,4500000271,00060,0001,S100010,240,2026-05-26,2026-06-12,FedEx,DB6F7D74-5CC,IN_TRANSIT,2026-05-25
ASN00001138,4500000272,00010,0001,S100018,272,2026-05-28,2026-06-24,UPS,6B8E6FA7-09F,CUSTOMS_HOLD,2026-05-23
ASN00001139,4500000272,00010,0002,S100018,190,,2026-06-02,UPS,243EF59E-DCB,PENDING_PICKUP,2026-05-25
ASN00001140,4500000272,00020,0001,S100018,297,,2026-05-24,DHL,01F0C4F6-CA8,NOT_SHIPPED,2026-05-26
ASN00001141,4500000273,00010,0001,S100050,3,2026-05-20,2026-06-06,FedEx,7E29DA66-8E6,IN_TRANSIT,2026-05-26
ASN00001142,4500000273,00020,0001,S100050,17,,2026-06-07,UPS,BE9111EC-EA8,NOT_SHIPPED,2026-05-24
ASN00001143,4500000273,00020,0002,S100050,72,2026-05-18,2026-06-12,Local Carrier,B90C57CC-870,DELIVERED,2026-05-23
ASN00001144,4500000273,00030,0001,S100050,16,,2026-06-13,Maersk,B56CB90A-05F,NOT_SHIPPED,2026-05-27
ASN00001145,4500000273,00040,0002,S100050,2,2026-05-22,2026-06-12,FedEx,A77EC7ED-DF8,IN_TRANSIT,2026-05-28
ASN00001146,4500000273,00040,0003,S100050,15,2026-05-25,2026-05-31,Local Carrier,40032921-DC5,DELIVERED,2026-05-26
ASN00001147,4500000273,00050,0001,S100050,6,2026-05-21,2026-06-26,FedEx,988FDC09-9C6,DELAYED,2026-05-28
ASN00001148,4500000274,00010,0001,S100023,21,,2026-06-01,DHL,4125EB3F-53B,PENDING_PICKUP,2026-05-24
ASN00001149,4500000274,00010,0002,S100023,5,2026-05-25,2026-05-26,Local Carrier,632D8A00-E4B,IN_TRANSIT,2026-05-27
ASN00001150,4500000274,00010,0003,S100023,3,2026-05-27,2026-06-02,FedEx,59A53B7B-E83,IN_TRANSIT,2026-05-28
ASN00001151,4500000274,00020,0002,S100023,19,2026-05-25,2026-06-12,Local Carrier,EB106B11-5D5,IN_TRANSIT,2026-05-26
ASN00001152,4500000274,00020,0003,S100023,16,2026-05-19,2026-05-25,Supplier Truck,D585C237-094,IN_TRANSIT,2026-05-27
ASN00001153,4500000274,00030,0001,S100023,9,2026-05-19,2026-06-16,DHL,013831D3-3EB,DELAYED,2026-05-26
ASN00001154,4500000274,00050,0001,S100023,2,2026-05-21,2026-05-26,Local Carrier,4AC07F31-4B0,IN_TRANSIT,2026-05-27
ASN00001155,4500000274,00050,0002,S100023,32,2026-05-22,2026-06-04,Local Carrier,ADEB38D1-FC5,CUSTOMS_HOLD,2026-05-28
ASN00001156,4500000274,00060,0001,S100023,8,2026-05-23,2026-06-08,Local Carrier,D87EC1B6-7FF,IN_TRANSIT,2026-05-24
ASN00001157,4500000274,00060,0003,S100023,5,2026-05-20,2026-06-23,UPS,2A88294C-247,DELAYED,2026-05-27
ASN00001158,4500000274,00070,0001,S100023,5,,2026-06-10,Supplier Truck,2724E8CC-92A,NOT_SHIPPED,2026-05-24
ASN00001159,4500000275,00020,0001,S100006,5,2026-05-26,2026-06-06,Maersk,EEFF4E34-59F,DELAYED,2026-05-23
